X [],R.RA: EMG 1 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.ES: EMG 2 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.IL: EMG 3 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.Gmax: EMG 4 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.RF: EMG 5 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.BF: EMG 6 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS [],R.MF: EMG 8 (from NSF2_Back_Tuck_Somersault_Rep_4.16) ->Filter->RMS []
7.070,0.0302445146,0.0970453004,0.0405413267,0.0033556566,0.0146895330,0.5552190592,0.2460174609,0.0564388928
7.071,0.0286911709,0.0961031130,0.0607210902,0.0032122524,0.0151122534,0.5447760674,0.3057345198,0.0616716378
7.072,0.0282952206,0.0935592071,0.0681748767,0.0032696141,0.0151122534,0.5360735744,0.4415698017,0.0598028003
7.073,0.0282952206,0.0880003015,0.0679930771,0.0033269758,0.0152179335,0.5360735744,0.4625969351,0.0562520090
7.074,0.0276860662,0.0847026457,0.0696292741,0.0033556566,0.0151122534,0.5343330757,0.4625969351,0.0562520090
7.075,0.0274119467,0.0843257707,0.0778102593,0.0034416991,0.0151122534,0.5273710813,0.4668023618,0.0637273590
7.076,0.0277469816,0.0818760835,0.0854458455,0.0037285073,0.0143724927,0.4855991144,0.4752132151,0.0648486615
7.077,0.0275642353,0.0832893646,0.0905362363,0.0039005923,0.0162747344,0.4490486435,0.4794186418,0.0650355453
7.078,0.0277469816,0.0878118640,0.0959902264,0.0039005923,0.0193394571,0.4107576739,0.4794186418,0.0691469878
7.079,0.0270159964,0.0879060828,0.0974446238,0.0037285073,0.0212416988,0.3742072029,0.4962403485,0.0702682903
7.080,0.0267723346,0.0863043642,0.0992626205,0.0038432306,0.0226155400,0.3463592250,0.5004457752,0.0693338716
7.081,0.0276556085,0.0835720208,0.1018078159,0.0040153156,0.0226155400,0.3341757347,0.4962403485,0.0695207553
7.082,0.0300922260,0.0778246778,0.1025350146,0.0039005923,0.0226155400,0.3324352360,0.4794186418,0.0685863366
7.083,0.0297876488,0.0731137409,0.1025350146,0.0039292731,0.0226155400,0.3341757347,0.4710077885,0.0680256853
7.084,0.0283865937,0.0712293661,0.1025350146,0.0039292731,0.0228269002,0.3237327430,0.4668023618,0.0695207553
7.085,0.0262850111,0.0700045225,0.1032622133,0.0039005923,0.0237780211,0.2193028259,0.4878294952,0.0745666166
7.086,0.0236351896,0.0695334288,0.1094434021,0.0039005923,0.0233553007,0.0962495736,0.4920349219,0.0751272678
7.087,0.0236047319,0.0717004598,0.1163517896,0.0039005923,0.0230382604,0.0908540279,0.5088566286,0.0786780591
7.088,0.0239093091,0.0737732720,0.1167153890,0.0037858690,0.0226155400,0.1063444656,0.5298837620,0.0794255941
7.089,0.0243661749,0.0787668652,0.1203513824,0.0036711457,0.0228269002,0.1277525986,0.5340891887,0.0814813154
7.090,0.0259499762,0.0855506143,0.1263507716,0.0037571881,0.0227212201,0.1286228479,0.5382946154,0.0861534091
7.091,0.0262240957,0.0910153011,0.1199877831,0.0036998265,0.0232496206,0.1298411969,0.5172674820,0.0930681079
7.092,0.0275946930,0.0942187382,0.1147155926,0.0038432306,0.0236723410,0.1294930972,0.4083469309,0.0943762942
7.093,0.0270159964,0.1092937363,0.1145337929,0.0041013580,0.0239893813,0.1359329421,0.3864787121,0.1039073655
7.094,0.0272901159,0.1149468606,0.1134429949,0.0040726772,0.0240950614,0.1437651859,0.3957306508,0.1097007617
7.095,0.0274728622,0.1140046732,0.1094434021,0.0040439964,0.0257859429,0.1681321665,0.3974128215,0.1074581567
7.096,0.0268637078,0.1149468606,0.1063528077,0.0037858690,0.0262086632,0.1810118563,0.3847965415,0.1068975055
7.097,0.0268637078,0.1196577975,0.1039894120,0.0036137840,0.0239893813,0.1879738507,0.3847965415,0.1070843892
7.098,0.0268027924,0.1196577975,0.0988990212,0.0034703799,0.0212416988,0.1897143494,0.3898430535,0.1076450405
7.099,0.0282647629,0.1187156102,0.0974446238,0.0034990607,0.0202905780,0.1931953466,0.3721802614,0.1128777855
7.100,0.0297876488,0.1187156102,0.0981718225,0.0033843374,0.0194451372,0.2071193355,0.3675542921,0.1160548093
7.101,0.0291784944,0.1187156102,0.0970810245,0.0028967634,0.0200792178,0.2227838231,0.3679748347,0.1156810418
7.102,0.0270159964,0.1187156102,0.0963538258,0.0027418869,0.0202905780,0.2227838231,0.3696570054,0.1154941580
7.103,0.0269855387,0.1196577975,0.0961720261,0.0027332827,0.0202905780,0.2506318010,0.3700775481,0.1156810418
7.104,0.0269550810,0.1177734228,0.0959902264,0.0026988657,0.0203962581,0.2958847651,0.3620872374,0.1149335068
7.105,0.0283256783,0.1149468606,0.0952630278,0.0027533592,0.0196564974,0.3376567319,0.3233973119,0.1130646693
7.106,0.0304577186,0.1149468606,0.0869002429,0.0027992486,0.0196564974,0.3585427153,0.3162480865,0.1128777855
7.107,0.0310668730,0.1140046732,0.0765376616,0.0027935124,0.0197621775,0.3585427153,0.2855484717,0.1108220642
7.108,0.0307622958,0.1158890480,0.0770830606,0.0027963805,0.0197621775,0.3602832139,0.2426531196,0.1095138780
7.109,0.0304577186,0.1158890480,0.0712654712,0.0027705677,0.0197621775,0.3550617181,0.2254108702,0.1113827155
7.110,0.0291480367,0.1092937363,0.0559942988,0.0026873933,0.0195508173,0.3689857070,0.2199438155,0.1068975055
7.111,0.0295135293,0.1055249868,0.0587212938,0.0026959976,0.0192337770,0.4716751255,0.1892442007,0.0983008529
7.112,0.0293916984,0.1026984247,0.0790828570,0.0024608148,0.0188110567,0.5969910260,0.1926085421,0.1005434579
7.113,0.0300313105,0.0881887390,0.0872638422,0.0019044068,0.0192337770,0.6091745163,0.1892442007,0.0913861542
7.114,0.0344172220,0.0883771765,0.0881728406,0.0019187472,0.0195508173,0.6091745163,0.1652732686,0.0882091304
7.115,0.0344172220,0.0918632698,0.0883546403,0.0018384409,0.0176485756,0.6039530205,0.1551802446,0.0883960141
7.116,0.0347217992,0.0912979573,0.0890818389,0.0018212324,0.0172258553,0.6039530205,0.1534980739,0.0882091304
7.117,0.0347217992,0.0842315520,0.0887182396,0.0019416919,0.0176485756,0.6039530205,0.1505542752,0.0874615954
7.118,0.0347217992,0.0776362403,0.0894454383,0.0019302196,0.0181769761,0.6056935191,0.1400407085,0.0840976879
7.119,0.0335034905,0.0766940529,0.0912634350,0.0019044068,0.0171201752,0.6091745163,0.1349941965,0.0760616866
7.120,0.0322851817,0.0772593653,0.0974446238,0.0023317511,0.0170144951,0.6109150149,0.1328914832,0.0706420578
7.121,0.0322851817,0.0768824904,0.0972628241,0.0031548908,0.0164860946,0.6109150149,0.1337325685,0.0702682903
7.122,0.0319806045,0.0767882717,0.1007170179,0.0036137840,0.0168031349,0.6143960122,0.1959728834,0.0732584303
7.123,0.0325897589,0.0772593653,0.1081708044,0.0037285073,0.0178599358,0.6056935191,0.2859690144,0.0768092216
7.124,0.0341126448,0.0793321776,0.1136247946,0.0037285073,0.0181769761,0.5830670370,0.3423217320,0.0773698728
7.125,0.0331989133,0.0826298334,0.1156245910,0.0036998265,0.0184940164,0.5621810536,0.3978333642,0.0753141516
7.126,0.0310668730,0.0870581141,0.1167153890,0.0036137840,0.0197621775,0.5499975633,0.4331589483,0.0756879191
7.127,0.0307622958,0.0891309264,0.1170789883,0.0036424648,0.0222984998,0.5604405550,0.4373643750,0.0784911753
7.128,0.0310668730,0.0846084269,0.1165335893,0.0036998265,0.0237780211,0.5639215522,0.5088566286,0.0809206641
7.129,0.0310668730,0.0769767091,0.1163517896,0.0037858690,0.0242007415,0.5639215522,0.6055814423,0.0766223378
7.130,0.0313714502,0.0759403030,0.1163517896,0.0038432306,0.0243064215,0.5552190592,0.6602519892,0.0740059653
7.131,0.0310668730,0.0745270219,0.1134429949,0.0039005923,0.0251518623,0.5169280896,0.6854845493,0.0743797328
7.132,0.0300313105,0.0732079596,0.1018078159,0.0039292731,0.0264200234,0.4925611089,0.6854845493,0.0697076391
7.133,0.0302749723,0.0705698349,0.0976264235,0.0039292731,0.0266313836,0.6022125218,0.6981008293,0.0687732203
7.134,0.0250971601,0.0614306173,0.0978082232,0.0039005923,0.0267370637,0.6596489762,0.7023062560,0.0624191728
7.135,0.0243052594,0.0557774930,0.0965356255,0.0039005923,0.0266313836,0.6857564555,0.7023062560,0.0601765678
7.136,0.0236961051,0.0531393684,0.0939904301,0.0039292731,0.0269484239,0.6857564555,0.7065116827,0.0605503353
7.137,0.0239702245,0.0545526494,0.0921724334,0.0039866347,0.0270541040,0.6857564555,0.7107171094,0.0605503353
7.138,0.0240006823,0.0576618678,0.0916270343,0.0040726772,0.0267370637,0.6979399458,0.7149225360,0.0594290328
7.139,0.0242748017,0.0585098364,0.0905362363,0.0041300389,0.0267370637,0.7066424389,0.7149225360,0.0583077303
7.140,0.0239702245,0.0581329615,0.0809008537,0.0040153156,0.0266313836,0.7014209431,0.7191279627,0.0583077303
7.141,0.0251580756,0.0578503053,0.0796282560,0.0034990607,0.0275825044,0.7031614417,0.7275388161,0.0590552653
7.142,0.0260108917,0.0579445240,0.0750832642,0.0031262100,0.0271597841,0.7066424389,0.7275388161,0.0564388928
7.143,0.0255844836,0.0572849928,0.0663568800,0.0029541250,0.0272654642,0.7223069265,0.6938954026,0.0515799152
7.144,0.0234829010,0.0540815557,0.0603574909,0.0029541250,0.0272654642,0.7588573975,0.6686628425,0.0506454965
7.145,0.0236961051,0.0490879626,0.0569032971,0.0029541250,0.0270541040,0.7832243781,0.6392248558,0.0506454965
7.146,0.0235133588,0.0404198387,0.0550853004,0.0029541250,0.0265257035,0.8093318574,0.6308140024,0.0493373102
7.147,0.0229651198,0.0347667144,0.0541763020,0.0030114867,0.0256802628,0.8232558463,0.6602519892,0.0435439139
7.148,0.0225387118,0.0343898395,0.0545399014,0.0029828058,0.0244121016,0.8336988380,0.6139922957,0.0439176814
7.149,0.0225387118,0.0342956207,0.0579940951,0.0028566102,0.0237780211,0.8389203339,0.5214729086,0.0452258677
7.150,0.0241834286,0.0338245270,0.0592666928,0.0027791720,0.0237780211,0.8389203339,0.4499806550,0.0437307977
7.151,0.0242443440,0.0398545263,0.0592666928,0.0028078528,0.0225098600,0.8128128546,0.4247480949,0.0472815890
7.152,0.0237265628,0.0448481194,0.0583576945,0.0029828058,0.0218757794,0.7466739071,0.4457752284,0.0584946140
7.153,0.0226605426,0.0521029622,0.0536309030,0.0030114867,0.0214530590,0.6579084776,0.4331589483,0.0639142428
7.154,0.0213508607,0.0680259290,0.0516311067,0.0030114867,0.0212416988,0.6126555136,0.4289535216,0.0652224290
7.155,0.0215031493,0.0722657722,0.0519947060,0.0030114867,0.0211360187,0.5935100288,0.4289535216,0.0717633603
7.156,0.0219295574,0.0728310846,0.0521765057,0.0031262100,0.0205019382,0.5969910260,0.4289535216,0.0725108953
7.157,0.0215945225,0.0719831160,0.0732652675,0.0033556566,0.0198678576,0.6004720232,0.4247480949,0.0726977791
7.158,0.0215945225,0.0697218663,0.0959902264,0.0032696141,0.0198678576,0.5900290315,0.4289535216,0.0728846628
7.159,0.0213508607,0.0688738976,0.0992626205,0.0032122524,0.0199735377,0.5830670370,0.4373643750,0.0738190816
7.160,0.0215640648,0.0712293661,0.1010806172,0.0030688483,0.0194451372,0.5882885329,0.4331589483,0.0741928491
7.161,0.0201020943,0.0754692093,0.1076254054,0.0029828058,0.0181769761,0.5917695301,0.4247480949,0.0734453141
7.162,0.0190056164,0.0764113967,0.1145337929,0.0032122524,0.0181769761,0.5917695301,0.3990949922,0.0726977791
7.163,0.0207112486,0.0763171780,0.1165335893,0.0033269758,0.0173315354,0.5708835467,0.3974128215,0.0755010353
7.164,0.0269550810,0.0782957715,0.1159881903,0.0035277415,0.0166974548,0.5238900840,0.3969922788,0.0762485703
7.165,0.0307622958,0.0785784277,0.1161699900,0.0035851032,0.0161690543,0.4925611089,0.4070853029,0.0775567566
7.166,0.0310668730,0.0783899902,0.1158063906,0.0035851032,0.0154292937,0.4647131310,0.3864787121,0.0779305241
7.167,0.0331989133,0.0790495214,0.1159881903,0.0035564224,0.0134213719,0.4316436573,0.3355930493,0.0773698728
7.168,0.0335034905,0.0793321776,0.1170789883,0.0035564224,0.0143724927,0.4368651531,0.3276027386,0.0749403841
7.169,0.0338080676,0.0860217080,0.1163517896,0.0035851032,0.0143724927,0.5308520785,0.3250794826,0.0790518266
7.170,0.0319806045,0.0906384262,0.1156245910,0.0037571881,0.0144781728,0.6178770094,0.3238178546,0.0984877367
7.171,0.0319806045,0.0882829577,0.1147155926,0.0039292731,0.0141611326,0.6422439901,0.3090988612,0.1035335980
7.172,0.0322851817,0.0861159267,0.1138065942,0.0039005923,0.0126816112,0.6405034914,0.2716705637,0.1016647605
7.173,0.0328943361,0.0815934273,0.1139883939,0.0040726772,0.0120475307,0.6422439901,0.2514845156,0.1059630867
7.174,0.0328943361,0.0691565539,0.1139883939,0.0042160813,0.0126816112,0.6631299735,0.2485407169,0.1059630867
7.175,0.0328943361,0.0649167106,0.1136247946,0.0045889321,0.0135270520,0.6770539624,0.2493818023,0.1009172254
7.176,0.0325897589,0.0654820231,0.1128975959,0.0045889321,0.0135270520,0.6857564555,0.2603159117,0.1009172254
7.177,0.0328943361,0.0661415542,0.1005352182,0.0043308046,0.0134213719,0.6996804445,0.2788197891,0.1044680167
7.178,0.0331989133,0.0665184292,0.0790828570,0.0043021238,0.0139497724,0.7049019403,0.2569515703,0.1061499705
7.179,0.0347217992,0.0663299917,0.0798100557,0.0043021238,0.0140554525,0.6979399458,0.3557790973,0.1055893192
7.180,0.0347217992,0.0635034296,0.0843550475,0.0042734430,0.0143724927,0.6979399458,0.5340891887,0.1052155517
7.181,0.0365492623,0.0586040552,0.0792646567,0.0042447622,0.0145838529,0.7049019403,0.6013760156,0.1052155517
7.182,0.0374629939,0.0574734303,0.0705382725,0.0040153156,0.0162747344,0.7066424389,0.6097868690,0.1054024355
7.183,0.0365492623,0.0581329615,0.0665386797,0.0039005923,0.0164860946,0.7153449320,0.6896899759,0.1040942492
7.184,0.0335034905,0.0559659305,0.0645388833,0.0037571881,0.0161690543,0.7188259293,0.7653876562,0.1050286680
7.185,0.0303054300,0.0553063993,0.0641752840,0.0036998265,0.0164860946,0.7136044334,0.7780039363,0.1042811330
7.186,0.0300617683,0.0555890556,0.0672658784,0.0037285073,0.0170144951,0.7049019403,0.7780039363,0.1040942492
7.187,0.0281124743,0.0570023366,0.0703564728,0.0039292731,0.0173315354,0.6979399458,0.7780039363,0.1037204817
7.188,0.0284475092,0.0620901485,0.0681748767,0.0039005923,0.0166974548,0.6770539624,0.7780039363,0.1048417842
7.189,0.0292089521,0.0564370242,0.0665386797,0.0039005923,0.0173315354,0.6022125218,0.7737985096,0.1022254117
7.190,0.0292698676,0.0491821814,0.0685384761,0.0037858690,0.0172258553,0.5186685882,0.7780039363,0.0839108041
7.191,0.0293307830,0.0510665561,0.0716290705,0.0034990607,0.0173315354,0.4977826048,0.7780039363,0.0745666166
7.192,0.0299094797,0.0501243687,0.0725380689,0.0032982949,0.0172258553,0.4977826048,0.7822093630,0.0689601041
7.193,0.0288434595,0.0505954624,0.0747196649,0.0031262100,0.0170144951,0.5064850979,0.7864147896,0.0566257765
7.194,0.0283561360,0.0541757745,0.0787192577,0.0029541250,0.0164860946,0.5169280896,0.7864147896,0.0547569390
7.195,0.0284475092,0.0574734303,0.0792646567,0.0023460915,0.0155349738,0.5604405550,0.7906202163,0.0579339628
7.196,0.0300313105,0.0562485867,0.0827188504,0.0021567981,0.0158520141,0.6805349597,0.7864147896,0.0577470790
7.197,0.0299703951,0.0557774930,0.0858094449,0.0023317511,0.0158520141,0.7988888657,0.7780039363,0.0513930315
7.198,0.0303054300,0.0556832743,0.0865366435,0.0024808914,0.0155349738,0.8302178408,0.7780039363,0.0489635427
7.199,0.0282038474,0.0571907741,0.0816280524,0.0024866276,0.0154292937,0.8336988380,0.7317442428,0.0504586127
7.200,0.0281124743,0.0623728047,0.0750832642,0.0024894956,0.0151122534,0.8371798353,0.6097868690,0.0506454965
7.201,0.0253408219,0.0624670234,0.0725380689,0.0024550787,0.0146895330,0.8284773422,0.5382946154,0.0512061477
7.202,0.0240311400,0.0630323359,0.0712654712,0.0024894956,0.0126816112,0.8876542952,0.5340891887,0.0513930315
7.203,0.0245184635,0.0622785860,0.0698110738,0.0027218103,0.0120475307,0.9642362344,0.4289535216,0.0530749852
7.204,0.0234524433,0.0619017110,0.0696292741,0.0030401675,0.0120475307,1.0112296971,0.2628391677,0.0504586127
7.205,0.0237570205,0.0620901485,0.0696292741,0.0032696141,0.0116248103,1.0390776750,0.2216259862,0.0510192640
7.206,0.0238483937,0.0618074923,0.0679930771,0.0032409333,0.0106736895,1.0495206667,0.2094302488,0.0508323802
7.207,0.0243661749,0.0620901485,0.0647206830,0.0029828058,0.0102086970,1.0512611653,0.2077480781,0.0541962877
7.208,0.0231478661,0.0586040552,0.0750832642,0.0030401675,0.0103460812,1.0547421625,0.2090097061,0.0556913577
7.209,0.0218686420,0.0549295244,0.0898090376,0.0030401675,0.0098599527,1.0599636584,0.2081686208,0.0528881015
7.210,0.0218077265,0.0543642120,0.0889000393,0.0029828058,0.0098071127,1.0582231598,0.2094302488,0.0532618690
7.211,0.0220818460,0.0531393684,0.0863548439,0.0030975291,0.0097648407,1.0547421625,0.2317190102,0.0555044740
7.212,0.0221427614,0.0550237431,0.0856276452,0.0031262100,0.0118361705,1.0582231598,0.2161589315,0.0614847540
7.213,0.0240615977,0.0590751489,0.0836278488,0.0030975291,0.0141611326,1.0547421625,0.2233081568,0.0614847540
7.214,0.0251580756,0.0619017110,0.0798100557,0.0033269758,0.0155349738,1.0286346833,0.2148973035,0.0603634515
7.215,0.0259195185,0.0589809301,0.0792646567,0.0034130182,0.0157463340,0.9938247109,0.2111124195,0.0575601953
7.216,0.0244880058,0.0614306173,0.0750832642,0.0034416991,0.0158520141,0.9137617745,0.2632597103,0.0605503353
7.217,0.0257367722,0.0661415542,0.0736288669,0.0033843374,0.0163804145,0.7971483671,0.3196124279,0.0607372190
7.218,0.0251276178,0.0659531168,0.0734470672,0.0032696141,0.0165917747,0.8075913588,0.3242383972,0.0596159165
7.219,0.0252494487,0.0642571795,0.0730834679,0.0034416991,0.0168031349,0.9242047662,0.3431628173,0.0590552653
7.220,0.0263763843,0.0591693676,0.0721744695,0.0036998265,0.0168031349,0.9259452648,0.3810116574,0.0594290328
7.221,0.0278383548,0.0588867114,0.0714472708,0.0039292731,0.0168031349,0.9242047662,0.4188604976,0.0590552653
7.222,0.0289043749,0.0583213990,0.0716290705,0.0039579539,0.0171201752,0.8598063173,0.4331589483,0.0592421490
7.223,0.0286302555,0.0583213990,0.0716290705,0.0037858690,0.0191280970,0.7658193919,0.4331589483,0.0568126603
7.224,0.0279297280,0.0580387427,0.0714472708,0.0035564224,0.0197621775,0.7031614417,0.4289535216,0.0562520090
7.225,0.0269855387,0.0577560865,0.0714472708,0.0033269758,0.0198678576,0.6631299735,0.4247480949,0.0562520090
7.226,0.0277774394,0.0577560865,0.0703564728,0.0032982949,0.0198678576,0.6439844887,0.4247480949,0.0569995440
7.227,0.0276860662,0.0552121806,0.0699928735,0.0032982949,0.0198678576,0.6439844887,0.4205426683,0.0540094040
7.228,0.0279297280,0.0547410869,0.0585394942,0.0032409333,0.0196564974,0.6387629928,0.4205426683,0.0498979615
7.229,0.0285693400,0.0550237431,0.0327239408,0.0032409333,0.0196564974,0.6283200011,0.4247480949,0.0500848452
7.230,0.0290566635,0.0550237431,0.0319967421,0.0032409333,0.0198678576,0.6265795025,0.4247480949,0.0495241940
7.231,0.0295744448,0.0581329615,0.0310877438,0.0031262100,0.0198678576,0.6213580066,0.4146550709,0.0474684727
7.232,0.0289957481,0.0698160850,0.0310877438,0.0031835716,0.0187053766,0.6161365108,0.4129729002,0.0411144252
7.233,0.0271987427,0.0810281149,0.0309059441,0.0031835716,0.0170144951,0.6109150149,0.4049825895,0.0461602865
7.234,0.0261631803,0.0806512399,0.0318149425,0.0029254442,0.0157463340,0.6213580066,0.4045620469,0.0463471702
7.235,0.0256453991,0.0815934273,0.0332693398,0.0030688483,0.0156406539,0.6196175080,0.3982539068,0.0478422402
7.236,0.0262240957,0.0799917088,0.0332693398,0.0032122524,0.0150065733,0.6457249873,0.3633488654,0.0439176814
7.237,0.0247621252,0.0782015527,0.0305423448,0.0030688483,0.0147952131,0.6770539624,0.3158275439,0.0512061477
7.238,0.0248534984,0.0785784277,0.0289061477,0.0030975291,0.0179656159,0.6143960122,0.3221356839,0.0564388928
7.239,0.0252799064,0.0805570212,0.0305423448,0.0029254442,0.0211360187,0.4107576739,0.3225562266,0.0560651252
7.240,0.0240920554,0.0833835833,0.0305423448,0.0026128232,0.0225098600,0.3916121891,0.3069961478,0.0558782415
7.241,0.0224168809,0.0864928017,0.0303605451,0.0024464744,0.0233553007,0.3881311918,0.2590542836,0.0575601953
7.242,0.0211071990,0.0875292078,0.0312695435,0.0026472402,0.0231439405,0.3881311918,0.2544283143,0.0569995440
7.243,0.0207112486,0.0877176453,0.0316331428,0.0027046018,0.0217700993,0.3863906932,0.2632597103,0.0562520090
7.244,0.0216554379,0.0880945202,0.0329057405,0.0027132061,0.0212416988,0.3846501946,0.2674651370,0.0566257765
7.245,0.0225691695,0.0900731137,0.0330875402,0.0027017338,0.0211360187,0.3968336849,0.2704089357,0.0620454053
7.246,0.0211681144,0.0908268636,0.0336329392,0.0028394017,0.0213473789,0.3985741835,0.2775581611,0.0689601041
7.247,0.0204066715,0.0908268636,0.0341783382,0.0029541250,0.0212416988,0.4194601669,0.2851279291,0.0700814066
7.248,0.0202239251,0.0899788950,0.0350873366,0.0029828058,0.0218757794,0.4455676462,0.2855484717,0.0708289416
7.249,0.0192492782,0.0896962388,0.0376325320,0.0030401675,0.0243064215,0.4525296407,0.3116221172,0.0708289416
7.250,0.0183964620,0.0910153011,0.0452681182,0.0030975291,0.0251518623,0.4507891421,0.3578818107,0.0713895928
7.251,0.0172086110,0.0888482701,0.0549035007,0.0031548908,0.0250461822,0.4542701393,0.3894225108,0.0756879191
7.252,0.0168735761,0.0814049898,0.0579940951,0.0031262100,0.0255745827,0.4647131310,0.3982539068,0.0758748028
7.253,0.0174218150,0.0683085852,0.0578122955,0.0032122524,0.0255745827,0.4943016075,0.4028798762,0.0788649429
7.254,0.0173913573,0.0635034296,0.0612664892,0.0032696141,0.0255745827,0.5273710813,0.4096085589,0.0811075479
7.255,0.0166299144,0.0622785860,0.0792646567,0.0034703799,0.0255745827,0.5308520785,0.4247480949,0.0820419666
7.256,0.0154725210,0.0619959298,0.1065346074,0.0038145498,0.0255745827,0.5621810536,0.5004457752,0.0816681991
7.257,0.0179395963,0.0593578051,0.1150791919,0.0039005923,0.0252575424,0.5656620509,0.5677326021,0.0796124779
7.258,0.0209244527,0.0592635863,0.1154427913,0.0039005923,0.0229325803,0.5691430481,0.6055814423,0.0773698728
7.259,0.0238179359,0.0586040552,0.1203513824,0.0040153156,0.0198678576,0.5969910260,0.5971705889,0.0784911753
7.260,0.0239702245,0.0550237431,0.1254417732,0.0044455279,0.0183883363,0.6074340177,0.6139922957,0.0794255941
7.261,0.0246707521,0.0557774930,0.1288959670,0.0046749745,0.0173315354,0.6056935191,0.7149225360,0.0784911753
7.262,0.0268332501,0.0593578051,0.1294413660,0.0045889321,0.0176485756,0.6143960122,0.8579070432,0.0807337804
7.263,0.0271682850,0.0607710862,0.1305321640,0.0046749745,0.0177542557,0.6161365108,0.8747287500,0.0811075479
7.264,0.0266200461,0.0602999925,0.1318047617,0.0046749745,0.0178599358,0.6387629928,0.8957558834,0.0814813154
7.265,0.0260413494,0.0623728047,0.1318047617,0.0046749745,0.0178599358,0.6805349597,0.9083721634,0.0792387104
7.266,0.0259804340,0.0787668652,0.1316229620,0.0045889321,0.0177542557,0.7205664279,0.9167830168,0.0766223378
7.267,0.0275337776,0.0866812392,0.1314411624,0.0045315704,0.0178599358,0.7118639348,0.9167830168,0.0771829891
7.268,0.0279297280,0.0878118640,0.1312593627,0.0045602512,0.0177542557,0.7049019403,0.9209884435,0.0771829891
7.269,0.0285693400,0.0881887390,0.1316229620,0.0048470595,0.0145838529,0.7205664279,0.9125775901,0.0775567566
7.270,0.0291480367,0.0871523329,0.1330773594,0.0049617828,0.0127872913,0.7223069265,0.8957558834,0.0775567566
7.271,0.0290262058,0.0887540514,0.1318047617,0.0049331020,0.0127872913,0.7223069265,0.8831396033,0.0730715466
7.272,0.0288434595,0.0916748323,0.1308957633,0.0049331020,0.0122588909,0.7257879237,0.8789341767,0.0747535003
7.273,0.0287216286,0.0951609256,0.1394403479,0.0048757403,0.0120475307,0.7031614417,0.8789341767,0.0715764766
7.274,0.0287825441,0.0942187382,0.1487121311,0.0048470595,0.0122588909,0.6700919679,0.8831396033,0.0687732203
7.275,0.0292698676,0.0951609256,0.1425309423,0.0045602512,0.0135270520,0.6631299735,0.8747287500,0.0667174990
7.276,0.0291480367,0.0979874878,0.1241691755,0.0042160813,0.0136327321,0.6004720232,0.8410853365,0.0659699640
7.277,0.0278078971,0.0970453004,0.1199877831,0.0041300389,0.0137384122,0.5604405550,0.7948256430,0.0629798240
7.278,0.0282952206,0.0970453004,0.1218057798,0.0041587197,0.0138440923,0.5569595578,0.7653876562,0.0612978703
7.279,0.0268637078,0.0951609256,0.1185333857,0.0040726772,0.0137384122,0.5256305826,0.7695930829,0.0605503353
7.280,0.0270159964,0.0951609256,0.1147155926,0.0036711457,0.0146895330,0.5134470923,0.7527713762,0.0614847540
7.281,0.0272901159,0.0924285822,0.1110795992,0.0032982949,0.0178599358,0.5134470923,0.6518411358,0.0622322890
7.282,0.0252189910,0.0895078013,0.1101706008,0.0031835716,0.0190224169,0.5012636020,0.4415698017,0.0596159165
7.283,0.0250362447,0.0911095199,0.1088980031,0.0030401675,0.0190224169,0.4977826048,0.4037209615,0.0596159165
7.284,0.0253712796,0.0951609256,0.1078072051,0.0030401675,0.0189167368,0.4734156241,0.3629283227,0.0590552653
7.285,0.0254931105,0.0942187382,0.1087162034,0.0030114867,0.0189167368,0.4055361780,0.3461066160,0.0558782415
7.286,0.0254626527,0.0814049898,0.1088980031,0.0030401675,0.0188110567,0.3185112471,0.3263411106,0.0527012177
7.287,0.0236961051,0.0738674908,0.1092616025,0.0030975291,0.0187053766,0.3098087540,0.3334903359,0.0515799152
7.288,0.0242748017,0.0740559282,0.1101706008,0.0030688483,0.0181769761,0.2958847651,0.3229767692,0.0530749852
7.289,0.0265591306,0.0740559282,0.1090798028,0.0028394017,0.0174372155,0.2680367872,0.3191918852,0.0631667078
7.290,0.0266200461,0.0752807718,0.1038076123,0.0025497254,0.0179656159,0.3011062609,0.3381163053,0.0670912665
7.291,0.0272292004,0.0768824904,0.1012624169,0.0025497254,0.0189167368,0.3150302499,0.3519942133,0.0682125691
7.292,0.0273205736,0.0711351474,0.1023532149,0.0026128232,0.0187053766,0.2871822720,0.3536763840,0.0676519178
7.293,0.0273205736,0.0717004598,0.0914452347,0.0026070870,0.0185996965,0.2837012747,0.3654515787,0.0654093128
7.294,0.0274119467,0.0753749906,0.0745378652,0.0025870105,0.0203962581,0.2784797789,0.3570407254,0.0713895928
7.295,0.0280820165,0.0739617095,0.0765376616,0.0026214274,0.0206076183,0.2854417734,0.3574612680,0.0717633603
