[Data],,,,
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
Index,Series,,,Series
2682,13.254952,11.772401,12.674325,0.362419
2683,13.176529,11.903436,12.442468,0.299515
2684,13.090138,12.031774,12.202538,0.234108
2685,13.001975,12.158569,11.959454,0.164627
2686,12.917819,12.283107,11.719728,0.091614
2687,12.841991,12.40698,11.485754,0.016838
2688,12.776678,12.535966,11.253461,-0.058655
2689,12.720935,12.675843,11.015602,-0.135094
2690,12.670526,12.826639,10.76825,-0.212273
2691,12.620101,12.982203,10.514047,-0.288704
2692,12.566195,13.133946,10.261711,-0.361717
2693,12.509114,13.27531,10.021745,-0.4282
2694,12.451882,13.404582,9.800149,-0.486221
2695,12.396837,13.525378,9.593722,-0.537102
2696,12.344028,13.645897,9.390013,-0.586502
2697,12.293025,13.777076,9.17188,-0.642456
2698,12.244014,13.928789,8.923484,-0.712387
2699,12.198233,14.105174,8.638262,-0.799835
2700,12.159188,14.302184,8.327019,-0.900925
2701,12.132859,14.5117,8.01233,-1.006081
2702,12.124277,14.729083,7.710581,-1.107552
2703,12.13318,14.953501,7.424812,-1.20327
2704,12.153104,15.182061,7.152776,-1.293777
2705,12.174656,15.408004,6.892564,-1.379448
2706,12.190699,15.624492,6.642635,-1.460213
2707,12.199157,15.82752,6.402876,-1.535065
2708,12.203267,16.015913,6.177123,-1.600922
2709,12.207345,16.190636,5.969697,-1.655045
2710,12.212147,16.35475,5.779664,-1.698135
2711,12.214329,16.511839,5.600085,-1.734489
2712,12.210028,16.663019,5.423428,-1.768845
2713,12.198647,16.805603,5.247558,-1.803612
2714,12.183502,16.931616,5.079212,-1.838638
2715,12.170033,17.026873,4.933491,-1.872681
2716,12.162827,17.07548,4.827106,-1.904678
2717,12.163645,17.074512,4.765024,-1.934082
2718,12.171266,17.046192,4.730405,-1.961517
2719,12.183811,17.027557,4.693335,-1.988647
2720,12.200138,17.043634,4.632926,-2.016586
2721,12.219204,17.096277,4.547668,-2.044365
2722,12.238159,17.173298,4.446956,-2.070366
2723,12.253544,17.261667,4.339308,-2.094673
2724,12.262739,17.352745,4.227906,-2.119713
2725,12.265609,17.443033,4.112401,-2.148529
2726,12.264872,17.532501,3.992758,-2.182465
2727,12.266243,17.623356,3.871582,-2.220428
2728,12.274825,17.716988,3.753711,-2.260185
2729,12.291492,17.811411,3.644857,-2.299202
2730,12.312562,17.900991,3.550027,-2.335251
2731,12.334743,17.980679,3.472317,-2.366875
2732,12.35742,18.048586,3.412034,-2.393867
2733,12.380597,18.104418,3.367687,-2.416878
2734,12.402761,18.147617,3.336551,-2.437523
2735,12.421295,18.177399,3.315396,-2.457672
2736,12.43431,18.193989,3.301526,-2.477951
2737,12.440146,18.198032,3.292846,-2.498093
2738,12.436829,18.190313,3.287323,-2.51767
2739,12.421385,18.170874,3.282849,-2.536789
2740,12.391933,18.139786,3.278127,-2.555794
2741,12.352253,18.100931,3.272818,-2.574501
2742,12.311666,18.062044,3.267152,-2.591942
2743,12.279685,18.030266,3.261986,-2.606949
2744,12.262351,18.009457,3.258469,-2.619537
2745,12.261364,18.000288,3.256848,-2.631462
2746,12.274469,18.001007,3.256159,-2.645302
2747,12.296259,18.008017,3.254539,-2.663132
2748,12.320733,18.017366,3.249873,-2.685326
2749,12.344003,18.026724,3.240596,-2.710129
2750,12.365162,18.036222,3.225786,-2.734909
2751,12.383996,18.04635,3.205107,-2.757439
2752,12.398252,18.055704,3.178299,-2.776779
2753,12.404232,18.06164,3.145241,-2.793015
2754,12.400187,18.063301,3.106107,-2.806648
2755,12.387647,18.062222,3.06153,-2.818436
2756,12.370124,18.060122,3.013577,-2.829277
2757,12.350844,18.057125,2.965571,-2.840065
2758,12.331097,18.052734,2.918911,-2.852585
2759,12.311492,18.04796,2.871863,-2.869156
2760,12.292849,18.044678,2.821853,-2.891083
2761,12.27605,18.044245,2.76793,-2.917572
2762,12.261352,18.047493,2.710438,-2.946228
2763,12.248765,18.055187,2.650664,-2.973953
2764,12.237593,18.066992,2.590482,-2.997688
2765,12.226653,18.081869,2.531191,-3.015503
2766,12.214653,18.09823,2.47319,-3.027657
2767,12.201368,18.115208,2.41577,-3.036804
2768,12.187469,18.132854,2.357104,-3.046036
2769,12.172442,18.150139,2.295384,-3.057014
2770,12.155268,18.165726,2.229441,-3.069954
2771,12.135829,18.179178,2.159023,-3.084999
2772,12.115632,18.191645,2.085289,-3.102814
2773,12.095529,18.20417,2.009806,-3.124245
2774,12.075386,18.217054,1.933433,-3.149574
2775,12.05478,18.229328,1.856525,-3.178078
2776,12.032732,18.23847,1.779772,-3.207344
2777,12.006922,18.240559,1.704667,-3.234169
2778,11.973694,18.231091,1.633275,-3.256165
2779,11.930252,18.207392,1.56753,-3.272987
2780,11.876234,18.170834,1.507512,-3.286606
2781,11.814891,18.12714,1.451711,-3.299835
2782,11.750393,18.082022,1.398284,-3.315086
2783,11.686939,18.039295,1.346261,-3.333946
2784,11.626469,17.999094,1.295709,-3.357712
2785,11.569092,17.959736,1.247341,-3.386917
2786,11.513617,17.919558,1.20125,-3.421356
2787,11.457401,17.877403,1.155445,-3.460594
2788,11.396683,17.832293,1.106192,-3.504379
2789,11.328438,17.783371,1.05106,-3.551903
2790,11.251352,17.729088,0.991386,-3.601334
2791,11.166472,17.668924,0.929949,-3.650749
2792,11.077029,17.604765,0.868643,-3.699303
2793,10.987662,17.539787,0.809821,-3.746956
2794,10.902867,17.47657,0.756775,-3.7938
2795,10.824098,17.414787,0.711539,-3.839706
2796,10.749652,17.352221,0.673029,-3.884071
2797,10.676209,17.287815,0.635666,-3.927032
2798,10.600729,17.223289,0.59109,-3.970352
2799,10.521962,17.161592,0.532657,-4.016708
2800,10.439867,17.103771,0.45933,-4.067085
2801,10.355281,17.049232,0.373821,-4.120377
2802,10.270437,16.999323,0.277018,-4.175713
2803,10.187488,16.956543,0.166932,-4.233574
2804,10.107471,16.921623,0.043434,-4.293793
2805,10.030293,16.892054,-0.087771,-4.353813
2806,9.954073,16.861206,-0.214599,-4.408653
2807,9.876868,16.821831,-0.323314,-4.452881
2808,9.798086,16.771635,-0.408015,-4.485077
2809,9.718832,16.717579,-0.478171,-4.510841
2810,9.64147,16.674892,-0.554696,-4.539391
2811,9.569681,16.66279,-0.658777,-4.57708
2812,9.505476,16.697205,-0.804942,-4.625618
2813,9.447985,16.785263,-0.999108,-4.683891
2814,9.395154,16.917288,-1.233152,-4.749443
2815,9.347159,17.061533,-1.478736,-4.817284
2816,9.303838,17.174726,-1.697867,-4.880104
2817,9.263115,17.229094,-1.867028,-4.93145
2818,9.22209,17.224644,-1.989204,-4.970161
2819,9.180785,17.18014,-2.083978,-5.000221
2820,9.141386,17.11768,-2.171681,-5.02626
2821,9.106455,17.054434,-2.263911,-5.05027
2822,9.076625,16.99968,-2.362827,-5.072449
2823,9.050381,16.955761,-2.465199,-5.092972
2824,9.025767,16.922029,-2.568406,-5.11277
2825,9.001597,16.89786,-2.672943,-5.132881
2826,8.976931,16.882338,-2.779906,-5.152832
2827,8.95118,16.872997,-2.887402,-5.169792
2828,8.925527,16.866608,-2.990893,-5.180916
2829,8.90278,16.860752,-3.087042,-5.186401
2830,8.88594,16.85594,-3.178105,-5.190353
2831,8.877048,16.855822,-3.271721,-5.198997
2832,8.877068,16.865137,-3.375671,-5.217949
2833,8.885945,16.885618,-3.489818,-5.249062
2834,8.90145,16.911736,-3.601537,-5.288254
2835,8.920701,16.934643,-3.693237,-5.328316
2836,8.942984,16.949806,-3.755129,-5.364212
2837,8.970864,16.959761,-3.788854,-5.394814
2838,9.008195,16.969946,-3.801441,-5.420815
2839,9.056956,16.983614,-3.798779,-5.442268
2840,9.116186,17.000582,-3.783151,-5.457794
2841,9.182424,17.018921,-3.7555,-5.466499
2842,9.250557,17.035919,-3.717902,-5.469521
2843,9.316013,17.049513,-3.674832,-5.470032
2844,9.376099,17.058867,-3.631685,-5.471779
2845,9.42955,17.064363,-3.593316,-5.477631
2846,9.476747,17.067055,-3.562018,-5.488213
2847,9.519688,17.067709,-3.536136,-5.501434
2848,9.560409,17.066833,-3.51171,-5.514488
2849,9.599167,17.064665,-3.4847,-5.525764
2850,9.634273,17.060736,-3.452403,-5.53492
2851,9.665925,17.05633,-3.414037,-5.541946
2852,9.69666,17.054375,-3.37069,-5.547028
2853,9.728769,17.057512,-3.325558,-5.551117
2854,9.762377,17.06624,-3.282243,-5.55529
2855,9.795637,17.078745,-3.243259,-5.560699
2856,9.826113,17.091724,-3.209351,-5.569008
2857,9.851727,17.100916,-3.179033,-5.581993
2858,9.871132,17.102489,-3.148685,-5.599716
2859,9.883513,17.09573,-3.114946,-5.620102
2860,9.888099,17.082834,-3.076085,-5.639931
2861,9.884684,17.066465,-3.031314,-5.656593
2862,9.873971,17.047169,-2.979733,-5.668137
2863,9.858754,17.025383,-2.921078,-5.673126
2864,9.842903,17.003292,-2.856686,-5.671196
2865,9.829602,16.984413,-2.789427,-5.664162
2866,9.819849,16.971798,-2.723363,-5.655518
2867,9.811768,16.966242,-2.662439,-5.648079
2868,9.801814,16.96653,-2.608968,-5.642052
2869,9.786619,16.971535,-2.565359,-5.636345
2870,9.764493,16.982235,-2.537477,-5.631966
2871,9.736099,17.00115,-2.532795,-5.632607
2872,9.704596,17.031181,-2.555205,-5.641251
2873,9.673914,17.073483,-2.601676,-5.657097
2874,9.646475,17.125694,-2.663691,-5.676338
2875,9.621887,17.181055,-2.729592,-5.694336
2876,9.598665,17.231535,-2.78856,-5.707985
2877,9.575766,17.271725,-2.834276,-5.716812
2878,9.552629,17.300156,-2.865321,-5.722145
2879,9.529432,17.31938,-2.88406,-5.725777
2880,9.5068,17.334433,-2.895794,-5.729836
2881,9.485769,17.351353,-2.907316,-5.73629
2882,9.46717,17.37525,-2.92458,-5.746658
2883,9.451454,17.409321,-2.950719,-5.761078
2884,9.437753,17.454075,-2.986179,-5.77803
2885,9.423848,17.507044,-3.02924,-5.795326
2886,9.407976,17.563538,-3.07633,-5.811668
2887,9.389733,17.61829,-3.122831,-5.827011
2888,9.368683,17.667406,-3.165423,-5.841797
2889,9.343646,17.709244,-3.203613,-5.856346
2890,9.314042,17.743961,-3.238684,-5.870491
2891,9.281147,17.772652,-3.271386,-5.883621
2892,9.248126,17.797472,-3.300798,-5.894363
2893,9.217234,17.820335,-3.325748,-5.901443
2894,9.189878,17.842703,-3.345859,-5.904785
2895,9.165873,17.864071,-3.36132,-5.905579
2896,9.143879,17.882429,-3.371844,-5.904991
2897,9.121192,17.894766,-3.376124,-5.903214
2898,9.095646,17.898546,-3.372459,-5.899445
2899,9.066537,17.892321,-3.359586,-5.892647
2900,9.034854,17.877151,-3.338035,-5.882576
2901,9.002412,17.85677,-3.311197,-5.870499
2902,8.971685,17.836111,-3.283659,-5.858536
2903,8.944961,17.819704,-3.258949,-5.848145
2904,8.923218,17.810621,-3.238696,-5.839531
2905,8.905189,17.808834,-3.222581,-5.832359
2906,8.889431,17.81217,-3.208416,-5.826263
2907,8.875498,17.817772,-3.193755,-5.821365
2908,8.864301,17.823887,-3.177743,-5.818108
2909,8.857361,17.830328,-3.161311,-5.81662
2910,8.854976,17.83643,-3.14486,-5.816032
2911,8.855484,17.840431,-3.12797,-5.814819
2912,8.856951,17.841782,-3.110618,-5.811462
2913,8.857956,17.841608,-3.09359,-5.805481
2914,8.857531,17.841309,-3.077561,-5.797791
2915,8.855725,17.842623,-3.063084,-5.790161
2916,8.853622,17.847223,-3.050686,-5.784348
2917,8.853017,17.855829,-3.04033,-5.781143
2918,8.855651,17.868412,-3.03164,-5.780022
2919,8.861914,17.884172,-3.023925,-5.779312
2920,8.870177,17.901127,-3.016124,-5.777542
2921,8.878062,17.91674,-3.007015,-5.774277
2922,8.882259,17.927441,-2.996072,-5.769531
2923,8.881027,17.931049,-2.983468,-5.763504
2924,8.874323,17.927456,-2.96956,-5.756981
2925,8.86449,17.919405,-2.954785,-5.751747
2926,8.853939,17.910515,-2.940075,-5.749687
2927,8.844051,17.903727,-2.926507,-5.751205
2928,8.835048,17.900476,-2.915156,-5.755547
2929,8.826384,17.900335,-2.906549,-5.761658
2930,8.817235,17.901339,-2.900788,-5.769066
2931,8.807754,17.902393,-2.897944,-5.777664
2932,8.797979,17.903162,-2.897686,-5.78672
2933,8.78793,17.904392,-2.899637,-5.794708
2934,8.777298,17.906359,-2.903075,-5.800194
2935,8.765779,17.908419,-2.906859,-5.802437
2936,8.753769,17.910276,-2.910286,-5.801796
2937,8.741816,17.911926,-2.913831,-5.799477
2938,8.730392,17.913,-2.917876,-5.796432
2939,8.719901,17.912722,-2.921656,-5.792641
2940,8.710644,17.910427,-2.923531,-5.78756
2941,8.703034,17.906624,-2.922561,-5.781044
2942,8.697063,17.902617,-2.919591,-5.773994
2943,8.692262,17.899446,-2.916437,-5.768074
2944,8.687787,17.896957,-2.914179,-5.764359
2945,8.682929,17.894272,-2.912609,-5.762642
2946,8.676992,17.890905,-2.911641,-5.762016
2947,8.669376,17.887295,-2.912515,-5.762192
2948,8.660323,17.884783,-2.916905,-5.764481
2949,8.650466,17.884338,-2.925309,-5.77079
2950,8.6406,17.886202,-2.936674,-5.781807
2951,8.630935,17.889385,-2.948731,-5.795792
2952,8.621351,17.892649,-2.959507,-5.809624
2953,8.612285,17.895796,-2.968231,-5.820885
2954,8.60433,17.899727,-2.975723,-5.829391
2955,8.598522,17.905918,-2.983164,-5.836357
2956,8.594451,17.913664,-2.9912,-5.843002
2957,8.590966,17.921009,-2.999468,-5.849663
2958,8.586207,17.925444,-3.007237,-5.856262
2959,8.579614,17.925701,-3.01349,-5.862267
2960,8.570975,17.92079,-3.017027,-5.866783
2961,8.560294,17.910866,-3.017257,-5.868736
2962,8.5483,17.898146,-3.014752,-5.867424
2963,8.536645,17.886148,-3.011322,-5.863091
2964,8.526041,17.876131,-3.008202,-5.856415
2965,8.515891,17.866711,-3.00576,-5.848862
2966,8.505282,17.856052,-3.003984,-5.842575
2967,8.493707,17.843317,-3.002802,-5.838997
2968,8.481188,17.828907,-3.002176,-5.838005
2969,8.467727,17.813192,-3.001352,-5.837921
2970,8.452955,17.795984,-2.999386,-5.837082
2971,8.436859,17.777327,-2.996067,-5.834923
2972,8.420209,17.757839,-2.991956,-5.83152
2973,8.404998,17.73929,-2.987789,-5.827011
2974,8.392488,17.723145,-2.984229,-5.822296
2975,8.382964,17.710106,-2.981429,-5.819122
2976,8.376124,17.70022,-2.978899,-5.818703
2977,8.371346,17.693277,-2.976112,-5.820999
2978,8.367866,17.689079,-2.973177,-5.825325
2979,8.365487,17.68745,-2.970481,-5.830521
2980,8.364307,17.687878,-2.968183,-5.835197
2981,8.364062,17.689091,-2.966152,-5.838638
2982,8.364138,17.689573,-2.964336,-5.841255
2983,8.364469,17.688868,-2.962931,-5.843758
2984,8.36552,17.687737,-2.962389,-5.846725
2985,8.367566,17.686893,-2.962571,-5.850166
2986,8.371317,17.686651,-2.961832,-5.852875
2987,8.377072,17.686062,-2.957586,-5.852783
2988,8.384081,17.684521,-2.949126,-5.848701
2989,8.389905,17.682364,-2.939118,-5.841759
2990,8.392272,17.680576,-2.931317,-5.834488
2991,8.390581,17.679789,-2.927664,-5.82885
2992,8.384856,17.679371,-2.928236,-5.825928
2993,8.375153,17.678532,-2.93271,-5.826416
2994,8.362593,17.678261,-2.940853,-5.829811
2995,8.349666,17.680752,-2.952072,-5.834122
2996,8.338725,17.686115,-2.964438,-5.837273
2997,8.330836,17.691969,-2.975522,-5.838486
2998,8.326088,17.696182,-2.983961,-5.837692
2999,8.323871,17.698446,-2.989549,-5.834724
3000,8.323479,17.699814,-2.99262,-5.830116
3001,8.32345,17.700441,-2.993403,-5.825294
3002,8.322337,17.699406,-2.991863,-5.821564
3003,8.319724,17.696028,-2.987849,-5.819313
3004,8.315401,17.689795,-2.981374,-5.817986
3005,8.309261,17.680782,-2.97292,-5.816536
3006,8.300798,17.669273,-2.963725,-5.814308
3007,8.289852,17.655973,-2.955229,-5.811501
3008,8.277349,17.64245,-2.948657,-5.808975
3009,8.264632,17.630716,-2.944783,-5.807961
3010,8.25286,17.622608,-2.943681,-5.808922
3011,8.242347,17.618233,-2.944681,-5.811432
3012,8.232976,17.615501,-2.946087,-5.814476
3013,8.224176,17.611645,-2.946368,-5.817268
3014,8.214628,17.605309,-2.945539,-5.819588
3015,8.203,17.59705,-2.945029,-5.821739
3016,8.189036,17.588985,-2.946404,-5.824112
3017,8.173626,17.583485,-2.950261,-5.826775
3018,8.158173,17.58189,-2.956147,-5.829918
3019,8.144413,17.584398,-2.96285,-5.833534
3020,8.133365,17.590096,-2.968583,-5.836479
3021,8.124394,17.597273,-2.971559,-5.837006
3022,8.115552,17.603891,-2.971176,-5.834686
3023,8.105227,17.608486,-2.968749,-5.831009
3024,8.093335,17.610903,-2.966288,-5.827255
3025,8.081041,17.612,-2.964956,-5.823402
3026,8.069956,17.612896,-2.964878,-5.819061
3027,8.0614,17.614353,-2.965528,-5.81485
3028,8.055553,17.61655,-2.966407,-5.812347
3029,8.052216,17.620085,-2.967566,-5.812874
3030,8.050578,17.625177,-2.969288,-5.816521
3031,8.049556,17.631336,-2.971571,-5.822342
3032,8.047645,17.63695,-2.973686,-5.828712
3033,8.043299,17.639795,-2.974437,-5.833855
3034,8.035373,17.638361,-2.973174,-5.836517
3035,8.022954,17.632046,-2.970255,-5.836639
3036,8.006227,17.622002,-2.967034,-5.835312
3037,7.98769,17.611523,-2.964805,-5.834106
3038,7.970699,17.60401,-2.964071,-5.833656
3039,7.957626,17.601564,-2.964926,-5.833435
3040,7.949159,17.605125,-2.967664,-5.832634
3041,7.94454,17.61434,-2.972231,-5.831192
3042,7.942183,17.627529,-2.977975,-5.829865
3043,7.9399,17.641573,-2.98379,-5.829353
3044,7.936584,17.653717,-2.988544,-5.829872
3045,7.932963,17.663176,-2.99122,-5.83075
3046,7.929906,17.670168,-2.991129,-5.831032
3047,7.92778,17.675341,-2.987593,-5.82975
3048,7.926658,17.679586,-2.98016,-5.826027
3049,7.926854,17.684448,-2.969218,-5.819183
3050,7.929206,17.691923,-2.95656,-5.809669
3051,7.93386,17.702921,-2.945333,-5.80014
3052,7.939517,17.716265,-2.937841,-5.793755
3053,7.943453,17.728878,-2.933712,-5.791626
3054,7.942424,17.737614,-2.931494,-5.792603
3055,7.933683,17.741028,-2.931125,-5.794899
3056,7.916028,17.740011,-2.934034,-5.797318
3057,7.890419,17.736383,-2.940518,-5.799004
3058,7.86082,17.732649,-2.948908,-5.799484
3059,7.832321,17.73134,-2.957054,-5.798683
3060,7.808591,17.734428,-2.964203,-5.796608
3061,7.790993,17.741856,-2.970387,-5.793365
3062,7.779697,17.752234,-2.975029,-5.789093
3063,7.773833,17.763973,-2.977618,-5.784576
3064,7.771475,17.776201,-2.97858,-5.780502
3065,7.770072,17.787703,-2.978628,-5.77684
3066,7.767739,17.797239,-2.978268,-5.772964
3067,7.764011,17.80463,-2.977588,-5.768333
3068,7.758576,17.810051,-2.97637,-5.762886
3069,7.751393,17.81395,-2.974197,-5.75721
3070,7.742068,17.815805,-2.97023,-5.75148
3071,7.730176,17.814283,-2.963572,-5.744331
3072,7.716107,17.808784,-2.954395,-5.734566
3073,7.701056,17.800455,-2.944192,-5.72319
3074,7.686608,17.791485,-2.934129,-5.711761
3075,7.67406,17.78334,-2.92404,-5.700432
3076,7.663595,17.775927,-2.913369,-5.688789
3077,7.655169,17.768864,-2.901384,-5.676888
3078,7.648038,17.761547,-2.88715,-5.664902
3079,7.641519,17.753563,-2.869674,-5.652512
3080,7.634714,17.744646,-2.849207,-5.639542
3081,7.627575,17.736162,-2.828257,-5.626633
3082,7.62094,17.730858,-2.810739,-5.614586
3083,7.615421,17.729841,-2.798784,-5.60376
3084,7.610787,17.731426,-2.790823,-5.593903
3085,7.605741,17.732613,-2.783754,-5.584831
3086,7.598983,17.731916,-2.776868,-5.577568
3087,7.590247,17.729643,-2.771491,-5.573586
3088,7.581005,17.727032,-2.768718,-5.573296
3089,7.57364,17.725477,-2.768046,-5.574852
3090,7.569763,17.726053,-2.768721,-5.5756
3091,7.569529,17.729563,-2.770345,-5.573753
3092,7.572039,17.735992,-2.772662,-5.569557
3093,7.576657,17.74519,-2.77516,-5.564438
3094,7.582994,17.756638,-2.777251,-5.559723
3095,7.590399,17.769211,-2.778352,-5.555931
3096,7.597381,17.781271,-2.778569,-5.553535
3097,7.602546,17.791838,-2.778716,-5.552765
3098,7.60474,17.800179,-2.779873,-5.55381
3099,7.603681,17.805948,-2.782397,-5.556671
3100,7.599873,17.809351,-2.785603,-5.560402
3101,7.59367,17.810585,-2.788442,-5.563011
3102,7.585312,17.809546,-2.79037,-5.563484
3103,7.574478,17.805643,-2.791395,-5.562515
3104,7.561721,17.799675,-2.791568,-5.560623
3105,7.54821,17.793228,-2.790849,-5.557732
3106,7.535511,17.787764,-2.789848,-5.554527
3107,7.524113,17.783024,-2.78942,-5.552177
3108,7.513056,17.777353,-2.789923,-5.551186
3109,7.501604,17.769913,-2.791149,-5.550903
3110,7.489464,17.760633,-2.792469,-5.550461
3111,7.477406,17.750477,-2.793391,-5.549919
3112,7.466844,17.741108,-2.793758,-5.550308
3113,7.458714,17.733721,-2.793557,-5.552338
3114,7.453073,17.728424,-2.792591,-5.555588
3115,7.449576,17.724596,-2.790742,-5.559334
3116,7.447351,17.721462,-2.788405,-5.563141
3117,7.445472,17.718622,-2.786259,-5.56691
3118,7.443014,17.715691,-2.784815,-5.57032
3119,7.439333,17.71204,-2.783926,-5.572617
3120,7.434405,17.707546,-2.783618,-5.573662
3121,7.428624,17.702618,-2.784367,-5.574341
3122,7.422789,17.698223,-2.786382,-5.575127
3123,7.417168,17.695084,-2.7895,-5.575356
3124,7.411252,17.693064,-2.793098,-5.573921
3125,7.403969,17.690773,-2.796371,-5.570763
3126,7.394206,17.68638,-2.798683,-5.567337
3127,7.381976,17.679506,-2.800094,-5.565323
3128,7.368634,17.671438,-2.801015,-5.56543
3129,7.356455,17.664333,-2.801781,-5.567268
3130,7.347206,17.660191,-2.802719,-5.570107
3131,7.340811,17.659683,-2.80416,-5.573242
3132,7.33579,17.662016,-2.806601,-5.576454
3133,7.330951,17.666307,-2.810724,-5.579926
3134,7.325547,17.671137,-2.81644,-5.583847
3135,7.320237,17.675797,-2.822497,-5.58802
3136,7.315781,17.679241,-2.826833,-5.592125
3137,7.313221,17.681051,-2.827927,-5.596085
3138,7.312647,17.681093,-2.825623,-5.599854
3139,7.313996,17.680571,-2.821421,-5.603416
3140,7.316576,17.680744,-2.817467,-5.60688
3141,7.318913,17.681717,-2.815119,-5.610313
3142,7.319953,17.683083,-2.814464,-5.613785
3143,7.319448,17.684429,-2.814976,-5.617409
3144,7.317729,17.685585,-2.815992,-5.620621
3145,7.314635,17.686583,-2.817144,-5.622314
3146,7.309933,17.688334,-2.818808,-5.622253
3147,7.3034,17.69208,-2.822335,-5.621643
3148,7.295563,17.698893,-2.82921,-5.621994
3149,7.287035,17.708551,-2.839786,-5.623642
3150,7.278245,17.719431,-2.852513,-5.625725
3151,7.268872,17.728306,-2.864426,-5.627327
3152,7.258428,17.732094,-2.873155,-5.628448
3153,7.247347,17.729933,-2.878012,-5.629181
3154,7.237696,17.724203,-2.879837,-5.629143
3155,7.231422,17.718479,-2.880036,-5.62767
3156,7.229011,17.715437,-2.879795,-5.624687
3157,7.230259,17.717001,-2.880359,-5.621223
3158,7.234021,17.722832,-2.882508,-5.618553
3159,7.238979,17.731081,-2.88638,-5.617645
3160,7.243865,17.739609,-2.891199,-5.618607
3161,7.247594,17.746939,-2.895817,-5.620781
3162,7.249611,17.752436,-2.899297,-5.62281
3163,7.249245,17.755424,-2.901428,-5.62355
3164,7.246425,17.755686,-2.902583,-5.622665
3165,7.241361,17.753008,-2.903174,-5.620605
3166,7.234121,17.747143,-2.903372,-5.618095
3167,7.225666,17.739046,-2.903439,-5.616066
3168,7.217438,17.730278,-2.903499,-5.615204
3169,7.210931,17.722301,-2.903403,-5.615395
3170,7.206457,17.715401,-2.90297,-5.615913
3171,7.203489,17.709038,-2.902353,-5.616219
3172,7.201028,17.702131,-2.901782,-5.615974
3173,7.198645,17.69422,-2.901321,-5.614647
3174,7.196755,17.686213,-2.901206,-5.612015
3175,7.195377,17.679106,-2.901742,-5.608742
3176,7.194584,17.674231,-2.903295,-5.605972
3177,7.193883,17.671484,-2.905719,-5.604324
3178,7.193304,17.669847,-2.908252,-5.603378
3179,7.193111,17.66819,-2.910243,-5.602325
3180,7.193555,17.66629,-2.911572,-5.600777
3181,7.194938,17.665035,-2.912728,-5.59903
3182,7.19704,17.665033,-2.914222,-5.597397
3183,7.199375,17.666739,-2.916465,-5.596031
3184,7.201441,17.670462,-2.919918,-5.595261
3185,7.203366,17.676949,-2.92502,-5.595383
3186,7.205517,17.686356,-2.93194,-5.596397
3187,7.208426,17.697891,-2.939997,-5.598022
3188,7.211501,17.709164,-2.947922,-5.599899
3189,7.213716,17.718166,-2.954798,-5.601486
3190,7.21454,17.724508,-2.960662,-5.602257
3191,7.214482,17.729403,-2.965946,-5.601486
3192,7.214252,17.734192,-2.970948,-5.598724
3193,7.213341,17.738478,-2.975815,-5.594688
3194,7.210606,17.740587,-2.980379,-5.591232
3195,7.205206,17.739471,-2.984779,-5.590355
3196,7.197311,17.735556,-2.989238,-5.59256
3197,7.188054,17.730032,-2.993457,-5.596176
3198,7.179246,17.724632,-2.99687,-5.598442
3199,7.172132,17.72065,-2.999378,-5.598061
3200,7.167277,17.718927,-3.001844,-5.596039
3201,7.164708,17.719563,-3.005291,-5.594116
3202,7.163789,17.721313,-3.009598,-5.592789
3203,7.163496,17.722216,-3.013457,-5.591393
3204,7.162923,17.720739,-3.015321,-5.589165
3205,7.160985,17.715971,-3.014601,-5.58622
3206,7.15632,17.707527,-3.011966,-5.583305
3207,7.148136,17.695612,-3.008514,-5.580849
3208,7.137478,17.681696,-3.005195,-5.578903
3209,7.126296,17.667721,-3.002591,-5.577599
3210,7.116589,17.65571,-3.001053,-5.577209
3211,7.109082,17.646727,-3.000728,-5.577965
3212,7.104002,17.641609,-3.001718,-5.579628
3213,7.101465,17.640974,-3.003829,-5.581497
3214,7.101507,17.644543,-3.006528,-5.582817
3215,7.103762,17.650454,-3.008451,-5.582832
3216,7.107358,17.655806,-3.008106,-5.581573
3217,7.111837,17.659103,-3.005113,-5.579933
3218,7.117297,17.660627,-3.000168,-5.57885
3219,7.123607,17.660744,-2.993809,-5.578644
3220,7.130336,17.65937,-2.986187,-5.579002
3221,7.136811,17.656233,-2.977738,-5.579224
3222,7.14278,17.651709,-2.969301,-5.579224
3223,7.148464,17.646971,-2.96169,-5.579391
3224,7.153796,17.643167,-2.955548,-5.579453
3225,7.157912,17.640928,-2.952012,-5.578903
3226,7.159795,17.640512,-2.952164,-5.577858
3227,7.159268,17.642063,-2.955812,-5.576584
3228,7.157439,17.645687,-2.961366,-5.575165
3229,7.156275,17.65143,-2.966874,-5.573669
3230,7.157547,17.658937,-2.971229,-5.572838
3231,7.161456,17.666935,-2.97404,-5.572922
3232,7.167337,17.674782,-2.975793,-5.573471
3233,7.174569,17.683002,-2.977123,-5.573814
3234,7.182523,17.692513,-2.978693,-5.573738
3235,7.189661,17.703245,-2.981126,-5.573235
3236,7.194691,17.714804,-2.984952,-5.572037
3237,7.197171,17.725945,-2.989755,-5.570015
3238,7.197664,17.734573,-2.993906,-5.567551
3239,7.197225,17.739162,-2.995863,-5.565514
3240,7.196486,17.739494,-2.994891,-5.564407
3241,7.196041,17.736898,-2.991053,-5.56395
3242,7.195755,17.732378,-2.984465,-5.56321
