[Data],,,,
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
,Trunk Angle,R.Hip Angle,R.Knee Angle,Ankle Angle
Index,Series,,,Series
1886,1.880863,17.501175,-2.480946,-6.682686
1887,1.87394,17.501713,-2.483016,-6.681953
1888,1.86703,17.500505,-2.483643,-6.680313
1889,1.859607,17.497168,-2.482835,-6.677002
1890,1.851706,17.492727,-2.481321,-6.672691
1891,1.844209,17.489218,-2.479972,-6.668411
1892,1.837519,17.48735,-2.478898,-6.664597
1893,1.831522,17.48612,-2.477093,-6.661018
1894,1.826238,17.484074,-2.473604,-6.657501
1895,1.821909,17.480801,-2.468932,-6.654243
1896,1.818953,17.477032,-2.464218,-6.651527
1897,1.816638,17.472986,-2.459995,-6.6493
1898,1.812662,17.467365,-2.456054,-6.647003
1899,1.804488,17.458225,-2.451736,-6.643723
1900,1.791517,17.445068,-2.446656,-6.639107
1901,1.775806,17.430084,-2.441769,-6.633644
1902,1.759645,17.415751,-2.438625,-6.628311
1903,1.745148,17.404259,-2.438076,-6.624107
1904,1.733431,17.396494,-2.439788,-6.621361
1905,1.724254,17.392057,-2.443257,-6.619598
1906,1.715488,17.389,-2.448572,-6.618195
1907,1.705316,17.385719,-2.456222,-6.617432
1908,1.693373,17.38162,-2.466113,-6.618118
1909,1.680073,17.37635,-2.477057,-6.620636
1910,1.666267,17.369783,-2.48718,-6.624336
1911,1.652887,17.362249,-2.495053,-6.628029
1912,1.640672,17.354441,-2.500298,-6.630806
1913,1.62959,17.346691,-2.503451,-6.632683
1914,1.619985,17.339899,-2.505552,-6.634399
1915,1.611698,17.334381,-2.507679,-6.63681
1916,1.604363,17.329933,-2.510572,-6.640221
1917,1.597275,17.326027,-2.514451,-6.643883
1918,1.590045,17.322487,-2.519129,-6.646591
1919,1.583181,17.319933,-2.524314,-6.647865
1920,1.577107,17.31864,-2.529566,-6.648125
1921,1.57174,17.318226,-2.534654,-6.648003
1922,1.565562,17.317013,-2.539621,-6.647774
1923,1.557678,17.314234,-2.544981,-6.647682
1924,1.548308,17.310291,-2.551137,-6.647942
1925,1.539372,17.307156,-2.558311,-6.648582
1926,1.532647,17.306412,-2.566282,-6.649559
1927,1.528555,17.308207,-2.574681,-6.650986
1928,1.527369,17.312689,-2.583341,-6.653168
1929,1.528701,17.319492,-2.591878,-6.655922
1930,1.53126,17.327566,-2.599542,-6.658409
1931,1.532945,17.335058,-2.605665,-6.659485
1932,1.531757,17.340612,-2.610858,-6.658661
1933,1.526871,17.344381,-2.617221,-6.656761
1934,1.518834,17.347784,-2.626796,-6.655388
1935,1.50839,17.352013,-2.640147,-6.656075
1936,1.496389,17.357328,-2.656022,-6.659248
1937,1.482911,17.36264,-2.67256,-6.663986
1938,1.468008,17.36701,-2.688593,-6.66909
1939,1.452418,17.370564,-2.703582,-6.673813
1940,1.43647,17.373087,-2.717049,-6.678001
1941,1.419559,17.372871,-2.728232,-6.682205
1942,1.401765,17.368858,-2.736842,-6.687057
1943,1.385101,17.362774,-2.743629,-6.692474
1944,1.371876,17.357697,-2.749472,-6.697502
1945,1.362832,17.355471,-2.754362,-6.700874
1946,1.357295,17.356649,-2.758046,-6.701965
1947,1.35449,17.361374,-2.760623,-6.70134
1948,1.353705,17.368841,-2.761968,-6.699928
1949,1.353388,17.376955,-2.761786,-6.698143
1950,1.351754,17.383825,-2.760264,-6.695656
1951,1.347713,17.389124,-2.75846,-6.691742
1952,1.341361,17.393774,-2.757928,-6.686127
1953,1.333512,17.398699,-2.759898,-6.679832
1954,1.325821,17.404116,-2.763767,-6.674683
1955,1.31987,17.409121,-2.767044,-6.671967
1956,1.316036,17.412458,-2.767867,-6.672073
1957,1.313119,17.413414,-2.766926,-6.674805
1958,1.308786,17.411282,-2.765621,-6.679062
1959,1.301694,17.405754,-2.763839,-6.682755
1960,1.291767,17.397024,-2.76036,-6.683456
1961,1.280104,17.386597,-2.754845,-6.679756
1962,1.267566,17.375845,-2.747986,-6.672409
1963,1.25451,17.365269,-2.740596,-6.663979
1964,1.241593,17.355307,-2.732994,-6.656952
1965,1.230034,17.346937,-2.725196,-6.652512
1966,1.22146,17.341686,-2.717145,-6.650261
1967,1.216295,17.33988,-2.709236,-6.649025
1968,1.213499,17.340811,-2.702938,-6.647972
1969,1.211749,17.343489,-2.699607,-6.647125
1970,1.210029,17.347,-2.699542,-6.646881
1971,1.20825,17.350771,-2.701539,-6.646973
1972,1.207238,17.354929,-2.703743,-6.646667
1973,1.206957,17.359001,-2.704629,-6.645088
1974,1.207153,17.36285,-2.703592,-6.641846
1975,1.207917,17.367027,-2.701186,-6.637215
1976,1.208619,17.371174,-2.698323,-6.631424
1977,1.208342,17.374363,-2.695824,-6.624619
1978,1.206578,17.376179,-2.69399,-6.617485
1979,1.203747,17.377228,-2.69265,-6.611229
1980,1.200563,17.377989,-2.691016,-6.606537
1981,1.198259,17.379181,-2.688406,-6.603424
1982,1.197428,17.381187,-2.68476,-6.601257
1983,1.19815,17.384481,-2.680826,-6.599091
1984,1.199702,17.388647,-2.677118,-6.596115
1985,1.199957,17.391399,-2.673471,-6.592247
1986,1.197317,17.39082,-2.669454,-6.587868
1987,1.191633,17.38666,-2.665212,-6.583626
1988,1.184703,17.38092,-2.66123,-6.580109
1989,1.178747,17.376162,-2.657866,-6.57756
1990,1.17528,17.373808,-2.654974,-6.575645
1991,1.1758,17.375376,-2.652585,-6.573814
1992,1.180764,17.382088,-2.651281,-6.57193
1993,1.189438,17.394709,-2.651887,-6.570129
1994,1.199936,17.412121,-2.654806,-6.568634
1995,1.209989,17.431786,-2.660197,-6.5672
1996,1.2178,17.450842,-2.667696,-6.565071
1997,1.223168,17.467562,-2.676065,-6.561668
1998,1.226434,17.48086,-2.683928,-6.557106
1999,1.227431,17.48999,-2.690662,-6.551888
2000,1.225579,17.494883,-2.696496,-6.546303
2001,1.219891,17.495369,-2.701936,-6.540894
2002,1.210074,17.491642,-2.707482,-6.536644
2003,1.197799,17.485226,-2.713173,-6.533485
2004,1.185404,17.477701,-2.718319,-6.530235
2005,1.174599,17.469328,-2.721633,-6.526344
2006,1.166507,17.460205,-2.722416,-6.522644
2007,1.162217,17.451641,-2.720889,-6.519791
2008,1.161804,17.445366,-2.71807,-6.517502
2009,1.163334,17.4412,-2.71506,-6.515587
2010,1.164699,17.438192,-2.71275,-6.513947
2011,1.164854,17.435959,-2.712026,-6.512329
2012,1.164447,17.435381,-2.713531,-6.51049
2013,1.164394,17.436874,-2.716862,-6.508514
2014,1.164863,17.4394,-2.720801,-6.506729
2015,1.165826,17.441786,-2.724299,-6.505188
2016,1.167469,17.443556,-2.727127,-6.503906
2017,1.170241,17.445385,-2.729817,-6.50325
2018,1.174918,17.449183,-2.733545,-6.503891
2019,1.181941,17.456987,-2.739635,-6.506271
2020,1.190712,17.468988,-2.748281,-6.509773
2021,1.200217,17.483444,-2.758058,-6.512451
2022,1.209496,17.498184,-2.767256,-6.51239
2023,1.217454,17.511368,-2.775274,-6.509369
2024,1.223532,17.522259,-2.782712,-6.505424
2025,1.22754,17.530485,-2.790163,-6.502953
2026,1.229935,17.53606,-2.797708,-6.503304
2027,1.231356,17.539148,-2.804893,-6.506332
2028,1.2322,17.540243,-2.811688,-6.511078
2029,1.232381,17.539522,-2.818248,-6.516197
2030,1.231366,17.536499,-2.824259,-6.5205
2031,1.229272,17.531176,-2.829214,-6.523102
2032,1.226904,17.524811,-2.833015,-6.52343
2033,1.225556,17.519777,-2.836348,-6.52182
2034,1.22645,17.518259,-2.840032,-6.519524
2035,1.229497,17.520336,-2.844367,-6.518097
2036,1.233727,17.524221,-2.849067,-6.518303
2037,1.237151,17.526949,-2.853636,-6.519814
2038,1.238138,17.526318,-2.857464,-6.52169
2039,1.236731,17.522076,-2.859574,-6.523071
2040,1.23436,17.515636,-2.859368,-6.523521
2041,1.232424,17.508886,-2.857554,-6.523544
2042,1.231353,17.502665,-2.855266,-6.524422
2043,1.231412,17.497225,-2.853035,-6.527184
2044,1.232796,17.492512,-2.850975,-6.531708
2045,1.235331,17.488344,-2.849105,-6.53614
2046,1.239198,17.485329,-2.847591,-6.538414
2047,1.244438,17.484156,-2.846705,-6.538033
2048,1.251286,17.485758,-2.847015,-6.536324
2049,1.259244,17.490145,-2.848983,-6.535072
2050,1.267204,17.496155,-2.852503,-6.535393
2051,1.274802,17.502594,-2.856724,-6.537537
2052,1.28193,17.508224,-2.860591,-6.54097
2053,1.289188,17.512756,-2.863202,-6.544167
2054,1.296885,17.516058,-2.864131,-6.545273
2055,1.305179,17.518314,-2.863561,-6.543449
2056,1.313501,17.519281,-2.86247,-6.53981
2057,1.321369,17.518288,-2.861501,-6.536575
2058,1.328624,17.514532,-2.860223,-6.535645
2059,1.335014,17.507397,-2.857595,-6.537354
2060,1.341397,17.498404,-2.853362,-6.540627
2061,1.348643,17.489723,-2.848109,-6.543861
2062,1.357375,17.483063,-2.842794,-6.546265
2063,1.368492,17.479784,-2.838126,-6.547943
2064,1.382152,17.479719,-2.83412,-6.54921
2065,1.397282,17.481302,-2.830469,-6.55014
2066,1.411199,17.482174,-2.827274,-6.550819
2067,1.421558,17.4806,-2.824759,-6.551544
2068,1.427746,17.475866,-2.822715,-6.552208
2069,1.430851,17.468687,-2.820922,-6.552521
2070,1.433181,17.461407,-2.81924,-6.552628
2071,1.436905,17.456701,-2.817655,-6.552971
2072,1.442772,17.455753,-2.815971,-6.553627
2073,1.450642,17.458887,-2.814589,-6.554749
2074,1.460054,17.46604,-2.814475,-6.556679
2075,1.469917,17.475946,-2.816234,-6.559753
2076,1.479311,17.486734,-2.81943,-6.563652
2077,1.487344,17.495783,-2.822633,-6.56749
2078,1.493895,17.501337,-2.824415,-6.570587
2079,1.499867,17.503668,-2.824433,-6.573257
2080,1.506471,17.504248,-2.823379,-6.576393
2081,1.514279,17.50423,-2.822238,-6.580505
2082,1.522343,17.503183,-2.821706,-6.585648
2083,1.528913,17.499428,-2.821404,-6.591507
2084,1.532572,17.491161,-2.82012,-6.597786
2085,1.534009,17.478727,-2.81672,-6.604378
2086,1.535814,17.465412,-2.811336,-6.611427
2087,1.540404,17.455212,-2.805088,-6.619476
2088,1.548169,17.44981,-2.799124,-6.629219
2089,1.558307,17.448835,-2.793943,-6.640305
2090,1.57024,17.451038,-2.78919,-6.6511
2091,1.584023,17.455738,-2.784789,-6.660095
2092,1.600134,17.46303,-2.780902,-6.666649
2093,1.617856,17.472191,-2.777241,-6.670296
2094,1.63564,17.482105,-2.773094,-6.670525
2095,1.651853,17.491903,-2.767974,-6.667511
2096,1.665665,17.50165,-2.762246,-6.662941
2097,1.677637,17.511992,-2.756124,-6.659126
2098,1.688924,17.523365,-2.749396,-6.65789
2099,1.700388,17.536055,-2.741888,-6.659737
2100,1.711877,17.549547,-2.733265,-6.663803
2101,1.722643,17.562811,-2.723499,-6.668869
2102,1.731022,17.573765,-2.712628,-6.673065
2103,1.736123,17.58148,-2.701262,-6.674438
2104,1.737908,17.586195,-2.690116,-6.672058
2105,1.737636,17.589718,-2.679949,-6.666855
2106,1.737196,17.594658,-2.671639,-6.66095
2107,1.738531,17.603188,-2.665696,-6.655655
2108,1.742902,17.616005,-2.661869,-6.650826
2109,1.750504,17.632185,-2.659396,-6.646095
2110,1.761033,17.650358,-2.65766,-6.641716
2111,1.773703,17.668982,-2.656345,-6.637993
2112,1.787769,17.686806,-2.654849,-6.634766
2113,1.802806,17.703377,-2.652888,-6.632431
2114,1.819021,17.719166,-2.65073,-6.631989
2115,1.836957,17.734997,-2.648778,-6.633781
2116,1.856297,17.75069,-2.647285,-6.636978
2117,1.87675,17.765865,-2.646507,-6.640465
2118,1.898341,17.780582,-2.647008,-6.643555
2119,1.92109,17.795202,-2.649455,-6.646286
2120,1.945526,17.811028,-2.654019,-6.648804
2121,1.971456,17.828905,-2.660064,-6.650566
2122,1.997793,17.848871,-2.666517,-6.650444
2123,2.022414,17.8696,-2.672339,-6.648369
2124,2.043613,17.889133,-2.676312,-6.646255
2125,2.061612,17.906244,-2.677222,-6.64653
2126,2.078922,17.920813,-2.673978,-6.649719
2127,2.099668,17.933479,-2.665469,-6.653801
2128,2.128186,17.945074,-2.650537,-6.656082
2129,2.166713,17.95595,-2.628519,-6.655418
2130,2.213355,17.965418,-2.600472,-6.652626
2131,2.263337,17.974009,-2.570334,-6.649315
2132,2.31087,17.985018,-2.544774,-6.646492
2133,2.35191,18.004408,-2.531496,-6.644485
2134,2.385786,18.036762,-2.53537,-6.643044
2135,2.415707,18.079865,-2.55361,-6.641693
2136,2.447451,18.125765,-2.576668,-6.640175
2137,2.486093,18.166811,-2.595051,-6.638695
2138,2.533781,18.199474,-2.604562,-6.637741
2139,2.590859,18.224974,-2.606321,-6.63784
2140,2.656623,18.247099,-2.604295,-6.639168
2141,2.728464,18.268209,-2.601934,-6.641411
2142,2.802102,18.288099,-2.601027,-6.643799
2143,2.871632,18.303715,-2.601339,-6.644745
2144,2.93245,18.312178,-2.60186,-6.643196
2145,2.984006,18.313261,-2.602019,-6.640419
2146,3.029876,18.309349,-2.601705,-6.63945
2147,3.075212,18.303661,-2.600739,-6.642632
2148,3.124357,18.298769,-2.598563,-6.650398
2149,3.180149,18.296217,-2.594319,-6.661888
2150,3.243468,18.297758,-2.588326,-6.675957
2151,3.312299,18.306486,-2.583085,-6.691193
2152,3.381891,18.325962,-2.582108,-6.706253
2153,3.447624,18.357384,-2.587641,-6.720779
2154,3.508784,18.39757,-2.598639,-6.735016
2155,3.569267,18.440577,-2.611011,-6.748337
2156,3.633611,18.480871,-2.620819,-6.7593
2157,3.703204,18.514791,-2.626349,-6.766563
2158,3.776118,18.540884,-2.628411,-6.770065
2159,3.849274,18.559416,-2.62904,-6.771072
2160,3.921296,18.572178,-2.630374,-6.771225
2161,3.993396,18.581541,-2.633264,-6.771523
2162,4.06849,18.589306,-2.636627,-6.772049
2163,4.1497,18.596434,-2.638562,-6.772736
2164,4.238951,18.603283,-2.637813,-6.773949
2165,4.336283,18.610451,-2.635212,-6.77655
2166,4.438598,18.617895,-2.633213,-6.781509
2167,4.541946,18.626005,-2.634801,-6.789597
2168,4.643557,18.634722,-2.641173,-6.80072
2169,4.742821,18.643133,-2.650944,-6.814171
2170,4.839669,18.64992,-2.661772,-6.829422
2171,4.934376,18.655281,-2.672521,-6.846382
2172,5.027299,18.659647,-2.682417,-6.864487
2173,5.11924,18.662239,-2.68948,-6.8825
2174,5.212155,18.662663,-2.69166,-6.899635
2175,5.307798,18.662371,-2.68909,-6.915413
2176,5.405306,18.664705,-2.686074,-6.929176
2177,5.501333,18.67382,-2.690002,-6.940735
2178,5.593258,18.692616,-2.707076,-6.9506
2179,5.682988,18.718815,-2.736768,-6.959747
2180,5.778905,18.744055,-2.769431,-6.96907
2181,5.891121,18.758348,-2.791975,-6.979538
2182,6.024216,18.757492,-2.797563,-6.991737
2183,6.175327,18.744726,-2.788362,-7.005951
2184,6.336142,18.725237,-2.771184,-7.022453
2185,6.497345,18.702755,-2.75252,-7.0411
2186,6.651743,18.677927,-2.735798,-7.061089
2187,6.797022,18.64938,-2.721124,-7.081848
2188,6.936849,18.615952,-2.706196,-7.103661
2189,7.077461,18.57826,-2.688197,-7.126816
2190,7.223821,18.540171,-2.666308,-7.150864
2191,7.377096,18.506758,-2.642813,-7.175018
2192,7.53534,18.481081,-2.622059,-7.198944
2193,7.695644,18.462166,-2.60776,-7.222992
2194,7.855942,18.445398,-2.600223,-7.248032
2195,8.014873,18.425144,-2.595983,-7.274757
2196,8.169065,18.396275,-2.59086,-7.302849
2197,8.314298,18.355436,-2.582613,-7.330818
2198,8.450075,18.301033,-2.570071,-7.356499
2199,8.581423,18.233437,-2.552221,-7.378876
2200,8.713264,18.153732,-2.528907,-7.398933
2201,8.847206,18.063702,-2.501794,-7.418152
2202,8.982826,17.966063,-2.473748,-7.436928
2203,9.118999,17.863632,-2.447259,-7.455002
2204,9.252671,17.755753,-2.421792,-7.472351
2205,9.381354,17.639587,-2.394148,-7.489906
2206,9.505375,17.51326,-2.361435,-7.50898
2207,9.627789,17.378595,-2.324336,-7.530586
2208,9.749981,17.238659,-2.286867,-7.555527
2209,9.869444,17.096088,-2.254856,-7.584908
2210,9.980735,16.951515,-2.233605,-7.619637
2211,10.079616,16.803774,-2.225344,-7.659599
2212,10.165374,16.650372,-2.228133,-7.7043
2213,10.242691,16.491051,-2.237527,-7.754082
2214,10.318276,16.32737,-2.249256,-7.810081
2215,10.397406,16.161564,-2.260686,-7.871994
2216,10.4813,15.995275,-2.271628,-7.937187
2217,10.567732,15.829218,-2.284423,-8.003609
2218,10.654213,15.663786,-2.302655,-8.071419
2219,10.740052,15.499899,-2.32927,-8.142014
2220,10.825619,15.337826,-2.364458,-8.21611
2221,10.910656,15.175838,-2.405881,-8.293312
2222,10.993154,15.01011,-2.450729,-8.371964
2223,11.071079,14.838024,-2.497674,-8.450096
2224,11.142844,14.660112,-2.548054,-8.52697
2225,11.209498,14.481391,-2.604586,-8.603294
2226,11.275128,14.306683,-2.666522,-8.680214
2227,11.34706,14.137196,-2.727355,-8.758911
2228,11.431677,13.970333,-2.779453,-8.840576
2229,11.530806,13.801981,-2.818156,-8.925331
2230,11.641479,13.629889,-2.844056,-9.012466
2231,11.756997,13.456295,-2.865142,-9.101883
2232,11.867884,13.284403,-2.892233,-9.193741
2233,11.966807,13.11418,-2.929679,-9.286987
2234,12.053025,12.943891,-2.973102,-9.379395
2235,12.130891,12.773824,-3.016181,-9.469498
2236,12.20527,12.605658,-3.055567,-9.557266
2237,12.279574,12.440454,-3.091398,-9.643585
2238,12.356771,12.278711,-3.124512,-9.728683
2239,12.439955,12.121837,-3.155006,-9.811485
2240,12.529766,11.970683,-3.182808,-9.890526
2241,12.624323,11.824058,-3.207859,-9.965477
2242,12.720162,11.677255,-3.228451,-10.037041
2243,12.814701,11.52608,-3.241611,-10.105621
2244,12.907622,11.370489,-3.245484,-10.171562
2245,13.000485,11.214657,-3.24126,-10.235329
2246,13.092422,11.061519,-3.23273,-10.297813
2247,13.181086,10.910802,-3.223458,-10.361389
2248,13.267274,10.762439,-3.215396,-10.428787
2249,13.35571,10.619158,-3.209043,-10.49984
2250,13.4504,10.482278,-3.201496,-10.570724
2251,13.552349,10.349689,-3.186313,-10.636185
2252,13.659028,10.217812,-3.158606,-10.692146
2253,13.765681,10.083716,-3.118117,-10.736771
2254,13.868131,9.945741,-3.066447,-10.769142
2255,13.966037,9.805674,-3.005345,-10.788635
2256,14.06342,9.668097,-2.936334,-10.796638
2257,14.165156,9.536299,-2.860131,-10.79763
2258,14.272449,9.408775,-2.776323,-10.795914
2259,14.383174,9.281534,-2.684122,-10.791664
2260,14.495181,9.151848,-2.582107,-10.781845
2261,14.607491,9.020443,-2.469021,-10.765289
2262,14.717459,8.890523,-2.345906,-10.744156
2263,14.819815,8.764326,-2.215638,-10.72049
2264,14.909191,8.640249,-2.081036,-10.694221
2265,14.983736,8.514793,-1.944051,-10.664406
2266,15.047503,8.386922,-1.80629,-10.631119
2267,15.109567,8.258819,-1.667457,-10.595062
2268,15.178081,8.131332,-1.52369,-10.556541
2269,15.255678,8.001098,-1.367305,-10.514633
2270,15.339737,7.860402,-1.188396,-10.467583
2271,15.428048,7.701167,-0.977488,-10.413673
2272,15.519533,7.519472,-0.730734,-10.352478
2273,15.612654,7.321312,-0.455175,-10.284935
2274,15.70279,7.119377,-0.166264,-10.212975
2275,15.784452,6.923847,0.122183,-10.138588
2276,15.854652,6.736873,0.405463,-10.062302
2277,15.914158,6.553394,0.689374,-9.981819
2278,15.966259,6.365201,0.985898,-9.893761
2279,16.013725,6.165101,1.30607,-9.796082
2280,16.057644,5.95028,1.653888,-9.688591
2281,16.098976,5.724303,2.024231,-9.571945
2282,16.137945,5.494327,2.406165,-9.447159
2283,16.173052,5.265652,2.790608,-9.315002
2284,16.202929,5.03843,3.176027,-9.175751
2285,16.229149,4.810482,3.567003,-9.029869
2286,16.255018,4.580513,3.968729,-8.880211
2287,16.282953,4.34902,4.382712,-8.733437
2288,16.312782,4.116074,4.807066,-8.596306
2289,16.340452,3.878359,5.239609,-8.469208
2290,16.361269,3.632601,5.678491,-8.344612
2291,16.373734,3.379991,6.12136,-8.212265
2292,16.380703,3.126415,6.5655,-8.06543
2293,16.388256,2.879719,7.009119,-7.902359
2294,16.401262,2.644905,7.451346,-7.723953
2295,16.421516,2.423472,7.891429,-7.532112
2296,16.447746,2.214069,8.328851,-7.330009
2297,16.477646,2.0137,8.763709,-7.123466
2298,16.508528,1.81853,9.19628,-6.920189
2299,16.539076,1.626921,9.625523,-6.727661
2300,16.570173,1.440531,10.049981,-6.549385
2301,16.60301,1.261778,10.46961,-6.382942
2302,16.637596,1.092434,10.884916,-6.222595
2303,16.672716,0.932738,11.29601,-6.064568
2304,16.707815,0.782799,11.702536,-5.909302
2305,16.743402,0.644311,12.102328,-5.758362
2306,16.779913,0.520634,12.490462,-5.610031
2307,16.816225,0.413999,12.861868,-5.458351
2308,16.849684,0.323068,13.215169,-5.29641
2309,16.876408,0.242256,13.553784,-5.119904
2310,16.893703,0.163979,13.883785,-4.929657
2311,16.902048,0.082419,14.210239,-4.730232
2312,16.905739,-0.003097,14.534984,-4.526726
2313,16.90877,-0.088868,14.85549,-4.323746
2314,16.913376,-0.168944,15.165524,-4.126175
2315,16.919298,-0.239614,15.458835,-3.937981
2316,16.923822,-0.301759,15.732622,-3.761047
2317,16.9237,-0.357082,15.986317,-3.595917
2318,16.916695,-0.404352,16.218071,-3.442871
2319,16.900635,-0.441439,16.424559,-3.301033
2320,16.873346,-0.468165,16.603212,-3.167549
2321,16.835064,-0.485452,16.753393,-3.038551
2322,16.790106,-0.49276,16.876204,-2.911278
2323,16.744846,-0.487104,16.973669,-2.785294
2324,16.702816,-0.466438,17.047377,-2.662582
2325,16.663506,-0.431713,17.097635,-2.547661
2326,16.624514,-0.385297,17.124498,-2.446129
2327,16.584982,-0.327278,17.12859,-2.361671
2328,16.546597,-0.25629,17.111315,-2.295128
2329,16.511869,-0.173303,17.07519,-2.246437
2330,16.481007,-0.08253,17.022535,-2.21563
2331,16.451685,0.013161,16.952684,-2.201408
2332,16.420069,0.11469,16.862064,-2.198875
2333,16.383163,0.225022,16.748177,-2.199287
2334,16.340782,0.346658,16.612513,-2.194633
2335,16.295057,0.480492,16.45941,-2.183517
2336,16.246761,0.625139,16.292259,-2.173866
2337,16.194998,0.778037,16.111544,-2.181442
2338,16.138836,0.937058,15.914955,-2.223473
2339,16.079123,1.10255,15.698271,-2.310951
2340,16.01741,1.277319,15.456734,-2.445053
2341,15.954772,1.46484,15.187174,-2.620621
2342,15.891302,1.666717,14.888976,-2.831825
2343,15.827823,1.884012,14.562894,-3.075409
2344,15.76462,2.116414,14.210625,-3.352219
2345,15.700156,2.360488,13.836489,-3.663765
2346,15.632008,2.61151,13.447421,-4.004654
2347,15.557822,2.867025,13.050025,-4.358353
2348,15.476918,3.127419,12.650043,-4.699364
2349,15.391821,3.394281,12.254097,-4.999817
2350,15.306235,3.669755,11.86845,-5.237747
2351,15.222207,3.955924,11.497156,-5.40197
2352,15.139937,4.252504,11.142715,-5.491302
2353,15.058663,4.555374,10.807657,-5.512154
2354,14.977076,4.858635,10.493856,-5.47686
2355,14.895221,5.158156,10.201368,-5.401382
2356,14.815299,5.452843,9.927243,-5.302528
2357,14.738851,5.742268,9.665665,-5.197144
2358,14.665443,6.026022,9.409017,-5.102264
2359,14.592789,6.304566,9.149005,-5.03257
2360,14.519147,6.581084,8.877573,-4.996315
2361,14.44432,6.858278,8.590348,-4.993645
2362,14.370919,7.136524,8.288561,-5.019226
2363,14.300954,7.412675,7.977763,-5.066223
2364,14.233582,7.680788,7.665893,-5.128578
