X [],R.RA: EMG 1 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.ES: EMG 2 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.IL: EMG 3 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.GMax: EMG 4 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.RF: EMG 5 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.BF: EMG 6 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.TA&IO: EMG 7 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS [],R.MF: EMG 8 (from NSF1.1_Back_Tuck_Somersault_Rep_1.5) ->Filter->RMS []
13.955,3.81587E-06,9.63089E-07,6.11998E-06,3.95874E-06,1.51384E-06,6.25186E-05,2.00417E-05,1.14766E-05
13.956,3.81482E-06,9.63172E-07,6.10078E-06,3.16801E-06,1.51539E-06,5.44088E-05,2.16008E-05,9.89294E-06
13.957,3.92498E-06,9.59035E-07,5.75874E-06,2.56019E-06,1.48089E-06,4.16087E-05,2.48509E-05,9.73351E-06
13.958,4.0596E-06,8.57751E-07,4.91511E-06,2.51986E-06,1.39212E-06,3.07901E-05,2.89053E-05,9.50763E-06
13.959,4.23047E-06,6.51182E-07,4.47877E-06,2.5574E-06,1.24706E-06,2.95137E-05,3.28364E-05,9.07622E-06
13.96,4.30366E-06,6.16451E-07,4.60884E-06,2.47911E-06,1.1625E-06,2.81401E-05,3.49927E-05,9.01859E-06
13.961,4.19608E-06,5.91326E-07,4.61729E-06,2.21223E-06,1.16314E-06,2.50627E-05,3.53984E-05,8.99758E-06
13.962,4.15393E-06,5.71448E-07,4.62051E-06,2.11319E-06,1.16108E-06,2.12628E-05,3.54632E-05,8.83594E-06
13.963,4.20884E-06,5.8041E-07,4.58498E-06,2.21315E-06,1.19018E-06,1.6906E-05,3.53377E-05,8.72793E-06
13.964,4.27416E-06,5.80176E-07,4.52308E-06,2.68747E-06,1.22857E-06,1.29736E-05,3.56572E-05,8.89747E-06
13.965,4.25066E-06,5.23864E-07,4.97667E-06,2.79528E-06,1.21782E-06,1.09254E-05,3.69541E-05,9.03421E-06
13.966,4.24948E-06,5.00354E-07,6.00797E-06,2.86701E-06,1.3107E-06,9.36606E-06,3.7111E-05,9.12343E-06
13.967,4.21258E-06,4.93431E-07,6.11905E-06,3.28109E-06,1.452E-06,8.46005E-06,3.68577E-05,9.41172E-06
13.968,4.05813E-06,4.8822E-07,6.2232E-06,3.58457E-06,1.41039E-06,8.39985E-06,3.68523E-05,9.27307E-06
13.969,3.94193E-06,4.62333E-07,6.6126E-06,3.58418E-06,1.42201E-06,8.42264E-06,3.67397E-05,8.59033E-06
13.97,4.00984E-06,4.45583E-07,6.77475E-06,3.72924E-06,1.46618E-06,8.32478E-06,3.65106E-05,6.59868E-06
13.971,4.0434E-06,4.37701E-07,6.81381E-06,4.17653E-06,1.57746E-06,8.20274E-06,3.64654E-05,5.3719E-06
13.972,4.00018E-06,4.35427E-07,6.91719E-06,4.4238E-06,1.56121E-06,8.04204E-06,3.6375E-05,5.47167E-06
13.973,3.93321E-06,3.20749E-07,7.08839E-06,4.47212E-06,1.55458E-06,7.76962E-06,3.57618E-05,5.2006E-06
13.974,3.96399E-06,3.45699E-07,7.3923E-06,4.46935E-06,1.48098E-06,7.1796E-06,3.44572E-05,5.04482E-06
13.975,4.02683E-06,3.70943E-07,7.30272E-06,4.45285E-06,1.43632E-06,6.43661E-06,3.42576E-05,5.92897E-06
13.976,3.98141E-06,3.60388E-07,7.29618E-06,4.66201E-06,1.66711E-06,5.9186E-06,3.32423E-05,7.88135E-06
13.977,3.75201E-06,3.87118E-07,7.50782E-06,4.89977E-06,1.71213E-06,5.44164E-06,3.09252E-05,9.22778E-06
13.978,3.56356E-06,5.51952E-07,7.78972E-06,4.90288E-06,1.72545E-06,4.98228E-06,2.71441E-05,9.29135E-06
13.979,3.47383E-06,5.67285E-07,7.7784E-06,4.86706E-06,1.70783E-06,4.96573E-06,2.29046E-05,9.37828E-06
13.98,3.51445E-06,5.67593E-07,7.9445E-06,4.89734E-06,1.71483E-06,5.54977E-06,2.11898E-05,9.88702E-06
13.981,3.47683E-06,6.36537E-07,8.57854E-06,5.26178E-06,1.74913E-06,5.38202E-06,2.39122E-05,1.01463E-05
13.982,3.34836E-06,6.54307E-07,8.85191E-06,5.6134E-06,1.75491E-06,5.29707E-06,2.6415E-05,1.05798E-05
13.983,3.49883E-06,6.43713E-07,8.95601E-06,5.61859E-06,1.73349E-06,5.28835E-06,2.74122E-05,1.06438E-05
13.984,3.75311E-06,6.63853E-07,9.0433E-06,5.56785E-06,1.70539E-06,5.29954E-06,2.69742E-05,1.06248E-05
13.985,3.75419E-06,6.93173E-07,9.28294E-06,5.60126E-06,1.70321E-06,5.80222E-06,2.46714E-05,1.15022E-05
13.986,3.75464E-06,7.333E-07,8.91696E-06,5.56622E-06,1.61491E-06,6.82239E-06,2.35949E-05,1.36287E-05
13.987,3.76261E-06,7.48846E-07,9.93664E-06,5.32108E-06,1.50633E-06,7.0744E-06,2.36359E-05,1.47233E-05
13.988,3.76275E-06,7.55174E-07,1.00195E-05,5.0663E-06,1.52422E-06,7.03463E-06,2.39749E-05,1.48829E-05
13.989,3.76437E-06,7.54801E-07,9.80438E-06,5.04595E-06,1.51844E-06,6.98169E-06,2.51884E-05,1.48573E-05
13.99,3.72668E-06,7.56396E-07,9.66237E-06,4.94062E-06,1.47834E-06,7.02677E-06,2.62923E-05,1.48959E-05
13.991,3.78215E-06,7.50342E-07,9.64957E-06,4.60762E-06,1.35469E-06,7.19363E-06,2.62199E-05,1.50454E-05
13.992,3.8639E-06,7.74664E-07,9.58596E-06,4.37609E-06,1.37977E-06,7.29711E-06,2.68862E-05,1.52041E-05
13.993,3.83412E-06,7.90205E-07,9.44749E-06,4.36181E-06,1.43721E-06,7.29441E-06,2.72061E-05,1.61679E-05
13.994,3.79043E-06,7.6582E-07,9.17E-06,4.45548E-06,1.45113E-06,7.89941E-06,2.82794E-05,1.66951E-05
13.995,3.71461E-06,7.60968E-07,8.94906E-06,4.7064E-06,1.42956E-06,1.11493E-05,3.065E-05,1.64414E-05
13.996,3.68428E-06,7.69012E-07,9.03474E-06,4.63132E-06,1.23847E-06,1.33785E-05,3.40078E-05,1.57428E-05
13.997,3.81495E-06,7.57766E-07,8.93757E-06,4.41725E-06,1.20229E-06,1.38987E-05,3.67885E-05,1.50761E-05
13.998,3.92166E-06,6.49962E-07,8.69036E-06,4.43264E-06,1.17329E-06,1.81456E-05,3.87318E-05,1.55646E-05
13.999,3.91242E-06,6.38577E-07,8.71975E-06,4.63954E-06,1.16231E-06,2.68295E-05,3.9215E-05,1.63515E-05
14,4.04198E-06,6.43224E-07,8.78388E-06,4.96276E-06,1.17181E-06,3.52445E-05,3.84232E-05,1.64641E-05
14.001,5.0068E-06,5.77357E-07,8.21315E-06,4.79683E-06,1.24876E-06,4.00572E-05,3.69789E-05,1.70132E-05
14.002,5.95917E-06,5.57552E-07,7.9625E-06,4.45307E-06,1.254E-06,4.1245E-05,3.58111E-05,1.68597E-05
14.003,6.36621E-06,5.63767E-07,7.85499E-06,4.36025E-06,1.243E-06,4.13148E-05,3.51292E-05,1.69817E-05
14.004,6.51838E-06,6.90386E-07,7.80449E-06,4.06995E-06,1.23071E-06,4.23625E-05,3.52076E-05,1.69203E-05
14.005,6.66447E-06,7.32096E-07,7.80196E-06,3.93093E-06,1.2724E-06,4.50598E-05,3.55166E-05,1.64218E-05
14.006,6.67079E-06,6.91861E-07,7.67548E-06,4.04202E-06,1.27658E-06,5.02084E-05,3.52156E-05,1.50223E-05
14.007,6.74663E-06,6.78833E-07,6.19935E-06,4.39195E-06,1.3326E-06,5.43759E-05,3.51462E-05,1.38292E-05
14.008,6.99824E-06,7.14705E-07,6.58855E-06,4.90117E-06,1.34713E-06,5.51368E-05,3.49567E-05,1.45166E-05
14.009,7.28933E-06,7.53043E-07,6.65387E-06,5.01909E-06,1.50917E-06,5.51473E-05,3.44559E-05,1.51144E-05
14.01,7.53875E-06,7.92655E-07,6.75618E-06,5.09453E-06,1.62414E-06,5.5157E-05,3.35288E-05,1.8632E-05
14.011,7.69833E-06,8.19703E-07,7.38546E-06,5.11234E-06,1.65941E-06,5.51483E-05,3.34069E-05,1.91925E-05
14.012,7.73497E-06,8.00421E-07,8.30853E-06,5.10733E-06,1.65219E-06,5.51798E-05,3.2996E-05,1.90283E-05
14.013,7.71113E-06,7.82524E-07,8.32184E-06,5.09086E-06,1.60113E-06,5.54205E-05,3.27448E-05,1.82152E-05
14.014,7.7083E-06,7.8E-07,8.31637E-06,5.00088E-06,1.57747E-06,5.55582E-05,3.1891E-05,1.76973E-05
14.015,7.72919E-06,7.77871E-07,8.251E-06,4.78881E-06,1.54425E-06,5.52589E-05,2.96503E-05,1.76776E-05
14.016,7.79731E-06,7.75508E-07,8.20226E-06,4.8465E-06,1.46447E-06,5.47984E-05,2.57537E-05,1.83925E-05
14.017,7.81622E-06,7.96142E-07,8.52697E-06,5.04933E-06,1.46698E-06,5.50972E-05,2.17207E-05,2.04238E-05
14.018,7.77222E-06,8.22658E-07,8.72005E-06,5.18892E-06,1.4837E-06,5.51539E-05,1.81088E-05,2.05548E-05
14.019,7.75857E-06,1.02955E-06,9.9566E-06,5.08243E-06,1.49425E-06,5.26221E-05,1.80013E-05,1.99446E-05
14.02,7.67676E-06,1.05561E-06,1.049E-05,4.75528E-06,1.55158E-06,4.76336E-05,1.98111E-05,1.9653E-05
14.021,7.07852E-06,1.0572E-06,1.04734E-05,4.57569E-06,1.46433E-06,4.36636E-05,1.90349E-05,1.92473E-05
14.022,6.29234E-06,1.0609E-06,1.04639E-05,4.52963E-06,1.4569E-06,4.25318E-05,1.78642E-05,1.92514E-05
14.023,5.73781E-06,1.07347E-06,1.10406E-05,4.48629E-06,1.5025E-06,4.24615E-05,1.81844E-05,1.90865E-05
14.024,5.3377E-06,9.91327E-07,1.14698E-05,4.47425E-06,1.5027E-06,4.14186E-05,1.9145E-05,1.93242E-05
14.025,5.10746E-06,9.45787E-07,1.13468E-05,4.46054E-06,1.46737E-06,3.83799E-05,1.85332E-05,2.03762E-05
14.026,5.40113E-06,1.00865E-06,1.20331E-05,4.37373E-06,1.50222E-06,3.11316E-05,1.83904E-05,2.25059E-05
14.027,5.74319E-06,1.16815E-06,1.21805E-05,4.03268E-06,1.46086E-06,2.30747E-05,1.94093E-05,2.40244E-05
14.028,5.72403E-06,1.15781E-06,1.18986E-05,3.41221E-06,1.42978E-06,2.11917E-05,2.00442E-05,2.36105E-05
14.029,5.52822E-06,1.14652E-06,1.17729E-05,3.20901E-06,1.259E-06,2.11712E-05,1.9494E-05,2.41428E-05
14.03,5.13474E-06,1.13847E-06,1.19974E-05,3.08484E-06,1.14139E-06,2.1196E-05,1.97264E-05,2.23465E-05
14.031,4.75893E-06,1.12427E-06,1.19809E-05,2.99561E-06,1.24991E-06,2.13763E-05,2.10832E-05,2.17798E-05
14.032,4.5731E-06,1.12287E-06,1.17173E-05,2.99574E-06,1.34592E-06,2.14142E-05,2.16669E-05,2.21119E-05
14.033,4.59807E-06,1.12834E-06,1.17466E-05,3.11224E-06,1.35304E-06,2.0835E-05,2.1776E-05,2.23182E-05
14.034,4.64438E-06,1.15627E-06,1.17361E-05,3.5485E-06,1.38411E-06,2.03188E-05,2.15333E-05,2.23467E-05
14.035,4.67331E-06,1.16044E-06,1.17438E-05,3.74925E-06,1.37739E-06,1.9628E-05,2.13849E-05,2.27417E-05
14.036,4.6317E-06,1.15859E-06,1.18189E-05,4.08922E-06,1.38819E-06,1.95363E-05,2.13243E-05,2.23376E-05
14.037,4.60602E-06,1.15662E-06,1.15951E-05,4.78817E-06,1.36548E-06,1.83322E-05,2.11372E-05,2.04392E-05
14.038,4.60901E-06,1.14086E-06,1.14553E-05,5.23618E-06,1.37663E-06,1.40288E-05,2.1029E-05,1.99689E-05
14.039,4.5512E-06,9.62277E-07,1.03569E-05,5.59413E-06,1.36088E-06,9.00439E-06,1.94704E-05,2.0123E-05
14.04,4.47729E-06,9.31264E-07,9.51293E-06,5.8054E-06,1.3064E-06,7.19705E-06,1.75165E-05,2.12156E-05
14.041,4.5404E-06,9.37095E-07,9.47263E-06,6.01646E-06,1.46411E-06,7.21689E-06,1.84867E-05,2.31012E-05
14.042,4.64948E-06,9.61071E-07,9.45397E-06,6.34571E-06,1.51756E-06,7.87281E-06,2.03139E-05,2.39708E-05
14.043,4.76474E-06,9.46682E-07,8.77647E-06,6.39455E-06,1.47991E-06,8.21796E-06,1.99705E-05,2.41637E-05
14.044,4.87054E-06,9.41465E-07,8.61091E-06,6.79852E-06,1.47719E-06,8.38744E-06,2.1742E-05,2.40005E-05
14.045,4.96454E-06,9.45152E-07,9.6059E-06,8.06692E-06,1.48696E-06,8.41532E-06,2.74504E-05,2.30257E-05
14.046,4.64749E-06,8.76023E-07,8.91894E-06,9.75788E-06,1.44999E-06,9.01547E-06,3.93444E-05,2.11031E-05
14.047,4.12297E-06,6.44965E-07,8.91809E-06,1.09079E-05,1.42381E-06,1.0908E-05,5.36155E-05,2.02603E-05
14.048,3.72991E-06,6.62496E-07,8.90195E-06,1.14755E-05,1.42017E-06,1.20945E-05,5.77399E-05,2.03183E-05
14.049,3.48441E-06,6.55796E-07,8.97189E-06,1.15928E-05,1.44779E-06,1.23212E-05,5.78813E-05,1.92321E-05
14.05,3.44311E-06,6.19463E-07,8.66028E-06,1.16363E-05,1.41749E-06,1.22062E-05,5.84361E-05,1.84078E-05
14.051,3.47909E-06,6.16947E-07,8.16587E-06,1.19291E-05,1.28331E-06,1.18341E-05,5.92832E-05,1.85105E-05
14.052,3.42478E-06,6.17972E-07,7.59565E-06,1.24234E-05,1.31369E-06,1.20227E-05,6.16375E-05,1.81973E-05
14.053,3.43795E-06,6.2042E-07,7.62961E-06,1.26415E-05,1.33119E-06,1.31193E-05,6.29079E-05,1.82527E-05
14.054,3.50195E-06,5.93739E-07,7.98336E-06,1.26178E-05,1.35826E-06,1.39342E-05,6.38143E-05,1.83538E-05
14.055,3.4263E-06,5.89864E-07,9.32204E-06,1.25872E-05,1.35974E-06,1.43597E-05,6.44928E-05,1.82494E-05
14.056,3.43119E-06,5.84487E-07,9.30458E-06,1.24142E-05,1.35382E-06,1.49021E-05,6.46627E-05,1.79354E-05
14.057,3.28156E-06,5.57278E-07,9.40762E-06,1.20652E-05,1.34281E-06,1.50982E-05,6.4924E-05,1.79673E-05
14.058,3.20432E-06,5.48433E-07,9.95944E-06,1.181E-05,1.34862E-06,1.49541E-05,6.5945E-05,1.81911E-05
14.059,3.2345E-06,5.51009E-07,1.05327E-05,1.16164E-05,1.34901E-06,1.48269E-05,6.63352E-05,1.84722E-05
14.06,3.2521E-06,5.5193E-07,1.07446E-05,1.14968E-05,1.32407E-06,1.53711E-05,6.65311E-05,1.94447E-05
14.061,3.16422E-06,5.42746E-07,1.08318E-05,1.13736E-05,1.17354E-06,1.60468E-05,6.71914E-05,1.76663E-05
14.062,3.01588E-06,4.9708E-07,1.08897E-05,1.11849E-05,1.1268E-06,1.62945E-05,6.84273E-05,1.64726E-05
14.063,2.80741E-06,4.90026E-07,1.12363E-05,1.11625E-05,1.12581E-06,1.62764E-05,6.93544E-05,1.68116E-05
14.064,2.59822E-06,5.05802E-07,1.10157E-05,1.09662E-05,1.29343E-06,1.83594E-05,6.86703E-05,1.69E-05
14.065,2.37036E-06,4.95287E-07,9.86651E-06,1.01509E-05,1.35188E-06,2.18523E-05,6.66279E-05,1.69112E-05
14.066,2.51134E-06,5.09978E-07,9.53368E-06,8.67395E-06,1.34769E-06,2.29036E-05,6.07784E-05,1.6509E-05
14.067,3.46581E-06,5.1906E-07,9.46623E-06,7.42738E-06,1.37721E-06,2.26804E-05,4.93104E-05,1.53897E-05
14.068,4.55611E-06,4.66764E-07,9.85322E-06,6.63791E-06,1.46286E-06,2.34899E-05,4.48363E-05,1.5624E-05
14.069,5.12046E-06,5.20036E-07,9.96889E-06,6.49283E-06,1.45038E-06,2.35902E-05,4.47996E-05,1.57195E-05
14.07,5.47117E-06,5.35111E-07,1.00678E-05,6.48688E-06,1.45243E-06,2.72601E-05,4.40513E-05,1.55496E-05
14.071,5.80209E-06,5.91021E-07,1.08513E-05,6.20356E-06,1.49238E-06,3.2987E-05,4.22538E-05,1.53434E-05
14.072,5.96521E-06,5.98084E-07,1.08868E-05,5.66323E-06,1.36497E-06,3.6578E-05,3.83121E-05,1.5489E-05
14.073,5.9215E-06,6.09078E-07,1.0848E-05,5.50981E-06,1.35324E-06,3.76792E-05,3.61056E-05,1.63683E-05
14.074,5.83656E-06,6.94764E-07,1.06746E-05,5.59634E-06,1.29399E-06,3.75692E-05,3.49416E-05,1.67808E-05
14.075,5.82522E-06,7.48163E-07,9.76116E-06,5.72305E-06,1.34611E-06,3.75058E-05,3.38813E-05,1.63752E-05
14.076,5.78981E-06,7.48562E-07,1.00642E-05,5.76003E-06,1.34463E-06,3.86444E-05,3.35545E-05,1.70879E-05
14.077,5.91328E-06,7.59392E-07,1.00529E-05,5.76163E-06,1.36083E-06,4.20042E-05,3.30658E-05,2.01592E-05
14.078,6.12094E-06,8.10613E-07,9.51884E-06,5.75809E-06,1.34706E-06,4.59361E-05,3.11199E-05,2.17997E-05
14.079,6.36199E-06,8.5127E-07,8.86889E-06,5.8667E-06,1.36872E-06,4.85656E-05,3.02762E-05,2.15555E-05
14.08,6.54263E-06,8.55364E-07,8.6069E-06,6.11121E-06,1.4215E-06,4.93456E-05,2.97729E-05,1.96077E-05
14.081,6.70608E-06,8.63908E-07,8.50887E-06,6.30438E-06,1.38752E-06,4.93926E-05,2.75555E-05,1.91036E-05
14.082,7.02782E-06,8.64302E-07,8.43407E-06,6.5216E-06,1.3648E-06,4.93434E-05,2.29025E-05,1.96008E-05
14.083,7.33113E-06,8.70538E-07,7.97732E-06,6.7116E-06,1.43785E-06,4.93647E-05,2.14782E-05,1.9599E-05
14.084,7.50915E-06,8.90941E-07,7.80628E-06,7.11301E-06,1.36172E-06,4.86633E-05,2.21292E-05,2.2343E-05
14.085,7.5928E-06,8.89671E-07,7.82102E-06,7.67234E-06,1.32964E-06,4.72337E-05,2.21052E-05,2.36176E-05
14.086,7.57665E-06,8.8122E-07,7.8911E-06,7.88182E-06,1.34379E-06,4.66157E-05,2.10088E-05,2.36787E-05
14.087,7.26116E-06,9.07981E-07,8.03019E-06,7.86398E-06,1.3902E-06,4.62934E-05,1.98617E-05,2.36314E-05
14.088,6.72423E-06,9.26703E-07,8.33098E-06,8.26162E-06,1.31067E-06,4.58034E-05,1.91651E-05,2.3483E-05
14.089,6.51636E-06,9.08809E-07,8.5707E-06,8.91936E-06,1.31804E-06,4.63281E-05,2.00981E-05,2.35934E-05
14.09,6.39917E-06,9.1659E-07,8.51856E-06,9.38798E-06,1.35984E-06,4.47943E-05,2.58765E-05,2.35833E-05
14.091,6.09047E-06,1.06096E-06,7.49221E-06,9.2884E-06,1.38626E-06,4.11183E-05,3.58619E-05,2.35832E-05
14.092,5.99103E-06,1.23169E-06,7.54394E-06,8.99353E-06,1.39625E-06,3.84192E-05,4.60871E-05,2.34353E-05
14.093,6.05799E-06,1.40346E-06,7.63163E-06,8.98375E-06,1.39291E-06,3.75808E-05,4.97111E-05,2.26341E-05
14.094,6.07734E-06,1.43916E-06,7.51585E-06,9.26577E-06,1.39611E-06,3.8082E-05,4.95339E-05,2.22792E-05
14.095,6.09003E-06,1.42999E-06,7.23876E-06,9.74234E-06,1.38374E-06,3.95437E-05,5.05141E-05,2.28177E-05
14.096,6.06832E-06,1.6065E-06,6.66016E-06,1.02914E-05,1.42984E-06,4.07778E-05,5.28252E-05,2.48949E-05
14.097,5.93639E-06,1.78336E-06,6.68035E-06,1.06887E-05,1.42274E-06,3.84591E-05,5.48379E-05,2.31387E-05
14.098,5.72849E-06,1.81588E-06,7.01019E-06,1.09225E-05,1.41673E-06,3.40496E-05,5.57972E-05,2.13589E-05
14.099,5.48176E-06,1.79705E-06,7.09008E-06,1.09939E-05,1.40509E-06,3.03447E-05,5.63774E-05,2.11763E-05
14.1,5.28445E-06,1.79781E-06,7.07972E-06,1.08882E-05,1.35423E-06,2.89622E-05,5.66844E-05,2.11365E-05
14.101,5.06651E-06,1.79451E-06,7.15246E-06,1.07749E-05,1.39188E-06,2.93723E-05,5.66476E-05,2.10095E-05
14.102,4.60049E-06,1.80249E-06,7.39486E-06,1.06898E-05,1.42944E-06,3.10986E-05,5.66004E-05,2.04571E-05
14.103,4.09038E-06,1.84553E-06,7.86391E-06,1.07364E-05,1.35552E-06,3.29311E-05,5.60963E-05,2.00458E-05
14.104,3.75474E-06,1.85651E-06,8.37211E-06,1.06291E-05,1.37041E-06,3.32593E-05,5.60258E-05,1.83645E-05
14.105,3.58278E-06,1.86909E-06,8.42627E-06,1.03626E-05,1.38859E-06,3.31957E-05,5.63778E-05,2.13959E-05
14.106,3.54765E-06,1.87189E-06,9.25548E-06,1.01538E-05,1.38602E-06,3.32731E-05,5.64433E-05,2.60487E-05
14.107,3.48041E-06,1.85925E-06,9.78216E-06,9.99683E-06,1.31951E-06,3.38286E-05,5.59664E-05,2.75941E-05
14.108,3.367E-06,1.85265E-06,9.10625E-06,9.60917E-06,1.35727E-06,3.41816E-05,5.56232E-05,2.80073E-05
14.109,3.16062E-06,1.88175E-06,8.64313E-06,8.96111E-06,1.32617E-06,3.34617E-05,5.51438E-05,3.4094E-05
14.11,3.67614E-06,1.94706E-06,8.60355E-06,8.41813E-06,1.28584E-06,3.30524E-05,5.26235E-05,4.60363E-05
14.111,4.71906E-06,1.95455E-06,8.6776E-06,8.33417E-06,1.20654E-06,3.39326E-05,4.64395E-05,5.35123E-05
14.112,5.1912E-06,1.88261E-06,8.78294E-06,8.32504E-06,1.21223E-06,3.34787E-05,3.62681E-05,5.6022E-05
14.113,5.41748E-06,1.75542E-06,8.84546E-06,8.05368E-06,1.23469E-06,3.47699E-05,3.13593E-05,5.64499E-05
14.114,5.5886E-06,1.68673E-06,8.86561E-06,7.50912E-06,1.22637E-06,3.60793E-05,3.22522E-05,5.64616E-05
14.115,5.68368E-06,1.67112E-06,8.8795E-06,6.83756E-06,1.1813E-06,3.48486E-05,3.13916E-05,5.679E-05
14.116,5.82568E-06,1.53616E-06,8.92927E-06,5.9639E-06,1.11663E-06,3.18491E-05,2.74054E-05,5.65917E-05
14.117,5.97619E-06,1.33512E-06,8.76384E-06,5.25958E-06,1.14623E-06,3.03444E-05,2.4344E-05,5.76102E-05
14.118,6.04283E-06,1.32227E-06,8.4781E-06,4.88463E-06,1.19256E-06,3.00135E-05,2.69649E-05,5.91218E-05
14.119,6.11525E-06,1.326E-06,8.59207E-06,4.91216E-06,1.44207E-06,2.99859E-05,3.32558E-05,6.09705E-05
14.12,6.13771E-06,1.32334E-06,9.0502E-06,5.48027E-06,1.62311E-06,2.97991E-05,3.72899E-05,6.31833E-05
14.121,6.15244E-06,1.35033E-06,9.35301E-06,6.36089E-06,1.63137E-06,2.90243E-05,3.98445E-05,6.46375E-05
14.122,6.25882E-06,1.34001E-06,1.1051E-05,6.7385E-06,1.62371E-06,2.70289E-05,4.08758E-05,6.53566E-05
14.123,6.72807E-06,1.27811E-06,1.10762E-05,6.51839E-06,1.62428E-06,2.46278E-05,4.0648E-05,6.57228E-05
14.124,7.22531E-06,1.28927E-06,1.07183E-05,6.18407E-06,1.55636E-06,2.41186E-05,4.03356E-05,6.57743E-05
14.125,7.31609E-06,1.3165E-06,1.07376E-05,5.82473E-06,1.51431E-06,2.43714E-05,3.99146E-05,6.49163E-05
14.126,7.27716E-06,1.33806E-06,1.00881E-05,5.6964E-06,1.54907E-06,2.47125E-05,3.97901E-05,6.32416E-05
14.127,7.2307E-06,1.33575E-06,9.34429E-06,5.67658E-06,1.55086E-06,2.46777E-05,4.09247E-05,6.25844E-05
14.128,7.26276E-06,1.33735E-06,9.29098E-06,5.62593E-06,1.61615E-06,2.43066E-05,4.50835E-05,6.2357E-05
14.129,7.30556E-06,1.28334E-06,9.2674E-06,5.62513E-06,1.72168E-06,2.43273E-05,4.84067E-05,5.93236E-05
14.13,7.22451E-06,1.17398E-06,9.33931E-06,5.6204E-06,1.72405E-06,2.47095E-05,4.99149E-05,5.06523E-05
14.131,6.96241E-06,1.04932E-06,9.75468E-06,5.62944E-06,1.75359E-06,2.39133E-05,5.02813E-05,4.26845E-05
14.132,6.83708E-06,9.89071E-07,9.77724E-06,5.66096E-06,1.82837E-06,2.40603E-05,5.08385E-05,3.93309E-05
14.133,6.71993E-06,9.78615E-07,9.89711E-06,5.69854E-06,1.84285E-06,2.12E-05,5.40552E-05,3.86847E-05
14.134,6.56251E-06,9.9085E-07,1.1467E-05,5.75475E-06,1.84337E-06,1.79837E-05,5.62672E-05,3.87026E-05
14.135,6.47042E-06,1.05E-06,1.18346E-05,5.73675E-06,1.8423E-06,2.04217E-05,5.60669E-05,3.81468E-05
14.136,6.33781E-06,1.00619E-06,1.18161E-05,5.78769E-06,1.89992E-06,2.54525E-05,5.60228E-05,3.70184E-05
14.137,6.20117E-06,9.93234E-07,1.18381E-05,5.75405E-06,1.89647E-06,2.88611E-05,5.56111E-05,3.52829E-05
14.138,6.19168E-06,9.76166E-07,1.20669E-05,5.64452E-06,1.89494E-06,2.98713E-05,5.39233E-05,3.342E-05
14.139,6.15556E-06,1.09506E-06,1.19676E-05,5.34912E-06,1.75106E-06,2.977E-05,5.08893E-05,3.11656E-05
14.14,6.15557E-06,1.13202E-06,1.18481E-05,4.7324E-06,1.64323E-06,2.98373E-05,4.97083E-05,2.75511E-05
14.141,6.19944E-06,1.11923E-06,1.21658E-05,3.51022E-06,1.67701E-06,2.98127E-05,4.90646E-05,2.48503E-05
14.142,6.16256E-06,1.16787E-06,1.06256E-05,2.58261E-06,1.64856E-06,2.97562E-05,4.85341E-05,2.38156E-05
14.143,5.74227E-06,1.16711E-06,1.09744E-05,2.6856E-06,1.71522E-06,2.97736E-05,4.85363E-05,2.33447E-05
14.144,5.28064E-06,1.11265E-06,1.21659E-05,3.31103E-06,1.77458E-06,2.97189E-05,4.90425E-05,2.28348E-05
14.145,5.37818E-06,1.07688E-06,1.23636E-05,3.87037E-06,1.7826E-06,2.95156E-05,5.02516E-05,2.29996E-05
14.146,5.4344E-06,1.04778E-06,1.31949E-05,4.00487E-06,1.81257E-06,2.91337E-05,5.09029E-05,2.33168E-05
14.147,5.41827E-06,1.04586E-06,1.33898E-05,4.00036E-06,1.82232E-06,2.85098E-05,5.00717E-05,2.33225E-05
14.148,5.31848E-06,1.03748E-06,1.35173E-05,4.15277E-06,1.75508E-06,2.80609E-05,4.82707E-05,2.32582E-05
14.149,5.10742E-06,1.03337E-06,1.35439E-05,4.42133E-06,1.65193E-06,2.78484E-05,4.64266E-05,2.29273E-05
14.15,4.64947E-06,1.04539E-06,1.34353E-05,4.54853E-06,1.6579E-06,2.71581E-05,4.49378E-05,2.28912E-05
14.151,4.10514E-06,9.93538E-07,1.30744E-05,4.53484E-06,1.62991E-06,2.66956E-05,4.57974E-05,2.2979E-05
14.152,3.86357E-06,1.00436E-06,1.29171E-05,4.60061E-06,1.73766E-06,3.01132E-05,4.80749E-05,2.42561E-05
14.153,4.08717E-06,1.09059E-06,1.27844E-05,5.0085E-06,1.84267E-06,3.24524E-05,4.80111E-05,2.60972E-05
