X [],R ILIOPSOAS: EMG 1->Filter->MAV->RMS [],L ILIOPSOAS: EMG 2->Filter->MAV->RMS [],R GLUTEUS MAXIMUS: EMG 4 (IM)->Filter->MAV->RMS [],L GLUTEUS MAXIMUS: EMG 5->Filter->MAV->RMS [],R RECTUS ABDOMINIS: EMG 6->Filter->MAV->RMS [],L RECTUS ABDOMINIS: EMG 7->Filter->MAV->RMS [],R ERECTOR SPINAE: EMG 8->Filter->MAV->RMS [],L ERECTOR SPINAE: EMG 9->Filter->MAV->RMS [],R RECTUS FEMORIS: EMG 10->Filter->MAV->RMS [],L RECTUS FEMORIS: EMG 11->Filter->MAV->RMS [],R BICEPS FEMORIS: EMG 12->Filter->MAV->RMS [],L BICEPS FEMORIS: EMG 13->Filter->MAV->RMS []
2.77,0.000115347,5.51395E-05,5.34053E-06,6.95108E-05,2.56323E-05,1.32952E-05,0.000104895,5.92336E-06,0.000174132,6.03292E-06,6.26906E-06,0.000125512
2.78,0.000153922,2.46392E-05,5.03288E-06,7.56704E-05,2.42411E-05,1.23759E-05,9.70026E-05,6.84622E-06,0.000166156,5.34962E-06,6.21691E-06,8.54978E-05
2.79,0.000215781,3.43807E-05,5.20441E-06,8.18618E-05,2.7349E-05,1.51208E-05,5.79546E-05,7.09273E-06,0.000157579,4.82676E-06,8.82556E-06,0.000103268
2.8,0.000225362,3.43527E-05,4.76931E-06,0.000109692,2.92279E-05,2.18909E-05,5.17516E-05,7.58713E-06,0.000156303,5.47591E-06,1.10507E-05,0.000100731
2.81,0.000230512,3.02958E-05,4.84931E-06,0.00010483,2.60799E-05,2.29236E-05,9.14585E-05,1.25963E-05,0.000150893,6.50096E-06,1.20414E-05,0.000104734
2.82,0.000219575,5.85592E-05,5.25695E-06,6.28528E-05,2.67403E-05,1.66309E-05,9.53746E-05,1.19609E-05,0.000142998,6.34961E-06,1.3151E-05,9.64107E-05
2.83,0.000206739,6.27142E-05,5.31991E-06,0.000158827,2.37684E-05,1.18141E-05,0.000127848,8.75156E-06,0.000141753,6.41208E-06,1.00849E-05,0.000107605
2.84,0.000259289,4.97541E-05,6.89958E-06,0.000158776,1.87251E-05,2.15371E-05,0.000150814,1.08047E-05,0.000170882,6.21604E-06,8.80947E-06,0.000110771
2.85,0.000215419,6.18136E-05,6.94354E-06,0.000103929,2.13213E-05,2.50954E-05,0.000120681,9.85667E-06,0.000222562,4.8803E-06,9.32968E-06,8.69887E-05
2.86,9.57095E-05,6.48313E-05,5.99303E-06,0.000266706,2.59101E-05,2.50773E-05,9.39761E-05,1.23892E-05,0.000208904,7.12655E-06,8.04812E-06,0.000111658
2.87,0.000127471,5.77162E-05,5.2043E-06,0.000270025,2.88992E-05,3.05858E-05,6.07046E-05,1.21226E-05,0.000142518,7.12746E-06,8.149E-06,0.000117253
2.88,0.000221591,4.75094E-05,5.35352E-06,0.000158303,2.8346E-05,2.78413E-05,4.58088E-05,1.0022E-05,0.000177059,4.7655E-06,9.90677E-06,0.00013188
2.89,0.000255422,2.83882E-05,1.0611E-05,0.000167416,2.32004E-05,2.50523E-05,9.58401E-05,8.87069E-06,0.000183825,5.45018E-06,1.19943E-05,0.000176658
2.9,0.00020999,2.35008E-05,1.00829E-05,0.000140033,2.11728E-05,2.08011E-05,9.87026E-05,4.35083E-06,0.00014302,4.38237E-06,1.30525E-05,0.000165694
2.91,0.00015651,2.75225E-05,3.85704E-06,0.000129728,2.15596E-05,7.95805E-06,6.10004E-05,4.49907E-06,0.000133843,7.09645E-06,2.14678E-05,0.000102233
2.92,0.000119972,3.21442E-05,6.29519E-06,0.000233177,2.15925E-05,8.1988E-06,6.94664E-05,1.24478E-05,0.000187635,9.35995E-06,2.15416E-05,0.000117236
2.93,0.000101617,0.000112811,1.09512E-05,0.000231787,2.19071E-05,2.84241E-05,5.94472E-05,2.44153E-05,0.000291221,1.04926E-05,1.30897E-05,0.000137177
2.94,0.000212299,0.000200418,9.85398E-06,0.000106938,1.76488E-05,3.03532E-05,5.6635E-05,2.90276E-05,0.000263489,9.02681E-06,1.49505E-05,0.000127025
2.95,0.000250865,0.000200794,5.74555E-06,6.42555E-05,1.40702E-05,1.38955E-05,0.000179624,2.3315E-05,0.000145217,1.36303E-05,1.87852E-05,0.000141767
2.96,0.000179205,0.000135702,9.00531E-06,0.000218403,1.69737E-05,9.19808E-06,0.000198055,1.7627E-05,0.000231841,1.5473E-05,1.45499E-05,0.000214356
2.97,0.000114708,8.40383E-05,1.08692E-05,0.000300028,1.71339E-05,7.87365E-06,9.99425E-05,1.45326E-05,0.00023172,1.04674E-05,6.28878E-06,0.000220725
2.98,7.8218E-05,3.32993E-05,9.1883E-06,0.000333037,1.64011E-05,1.42878E-05,0.000129456,1.31304E-05,0.000162296,7.55124E-06,1.31978E-05,0.000215377
2.99,9.72379E-05,2.6112E-05,9.18423E-06,0.000276849,1.84582E-05,2.01566E-05,0.000141922,1.14002E-05,0.000208709,6.8972E-06,2.05489E-05,0.000221807
3,0.000116522,5.54929E-05,8.87922E-06,0.00010726,2.19019E-05,2.01688E-05,7.46442E-05,4.58122E-06,0.000194116,7.64405E-06,1.75041E-05,0.000136177
3.01,0.000151812,9.48924E-05,6.32612E-06,6.80292E-05,1.96082E-05,1.80586E-05,4.7784E-05,3.89162E-06,0.000131745,5.74727E-06,8.05314E-06,0.000124781
3.02,0.000179135,0.000193455,6.99269E-06,8.98704E-05,1.61361E-05,1.92881E-05,0.000109804,7.90041E-06,0.000141172,1.29627E-05,1.33317E-05,0.000165764
3.03,0.000190056,0.000204785,6.63407E-06,0.000129412,1.70943E-05,1.64659E-05,0.000113713,8.2701E-06,0.000199855,1.37921E-05,1.99339E-05,0.000153092
3.04,0.000183037,0.000133551,9.77014E-06,0.00013175,2.20663E-05,9.40419E-06,5.7507E-05,4.85485E-06,0.000247333,8.15229E-06,2.01634E-05,0.000178345
3.05,0.000195278,0.000110574,1.06203E-05,0.000174424,2.3991E-05,1.22802E-05,0.000107378,7.13629E-06,0.000207368,6.81998E-06,1.3388E-05,0.000198992
3.06,0.000354512,0.000108984,7.02481E-06,0.000188818,2.23233E-05,2.11645E-05,0.000113751,8.92138E-06,0.000225966,5.09814E-06,8.9548E-06,0.000218656
3.07,0.000371539,0.000153615,7.43851E-06,0.000204995,2.44612E-05,2.32955E-05,7.98988E-05,8.92877E-06,0.000235579,4.82945E-06,9.58235E-06,0.00019738
3.08,0.000208416,0.000258085,6.84491E-06,0.000194932,2.30823E-05,1.54583E-05,0.000120066,6.95561E-06,0.000183586,6.99627E-06,1.01598E-05,0.000162407
3.09,0.000323764,0.000255167,5.36453E-06,8.58941E-05,2.23455E-05,7.45957E-06,0.000136178,4.04559E-06,0.000172965,7.33631E-06,1.38039E-05,0.000185647
3.1,0.000431541,0.000156866,8.00072E-06,9.94034E-05,2.33033E-05,1.23492E-05,0.000101305,4.17038E-06,0.000170981,6.40339E-06,1.60356E-05,0.000150018
3.11,0.000308431,9.91498E-05,9.92001E-06,0.000142469,2.25497E-05,1.2237E-05,0.000135337,4.33236E-06,0.000160599,5.83457E-06,1.26737E-05,0.00023895
3.12,0.000135841,3.48686E-05,9.29314E-06,0.000119685,2.31318E-05,8.17874E-06,0.000155139,4.69539E-06,0.00015291,4.25885E-06,9.5039E-06,0.000231356
3.13,0.000190087,3.00309E-05,6.4309E-06,7.43319E-05,3.79621E-05,1.2369E-05,9.90793E-05,5.73702E-06,0.000180213,5.79359E-06,1.24252E-05,0.000123638
3.14,0.000183573,2.33647E-05,5.72267E-06,0.000184055,5.55171E-05,1.17007E-05,9.57162E-05,8.63846E-06,0.000158371,5.61466E-06,1.75071E-05,0.000128804
3.15,0.000118572,2.76642E-05,5.91363E-06,0.000238152,4.69247E-05,1.6007E-05,9.70025E-05,9.27535E-06,0.000143744,5.06553E-06,2.09333E-05,0.000118086
3.16,0.000106925,6.93673E-05,6.50984E-06,0.000196834,2.05641E-05,1.85221E-05,6.34149E-05,6.68098E-06,0.000162557,1.05978E-05,1.80484E-05,0.000120937
3.17,0.00021143,7.43171E-05,7.3141E-06,0.00014606,1.79356E-05,1.2734E-05,8.36995E-05,7.1884E-06,0.000217128,1.03663E-05,1.15303E-05,9.00967E-05
3.18,0.000328832,0.000114577,1.05202E-05,0.000145304,1.86621E-05,2.10668E-05,7.48174E-05,1.06814E-05,0.000217134,4.26544E-06,1.15066E-05,0.000229925
3.19,0.000325863,0.000115909,9.85708E-06,0.000139118,1.94214E-05,2.20276E-05,5.6362E-05,1.50197E-05,0.000194338,7.09813E-06,1.42853E-05,0.000243606
3.2,0.000203402,7.62317E-05,5.41782E-06,0.000105546,2.09925E-05,1.55177E-05,6.15174E-05,1.29349E-05,0.00017052,8.84919E-06,1.30884E-05,0.000120415
3.21,0.000165862,7.53291E-05,5.8837E-06,0.000145517,2.15269E-05,1.28448E-05,0.000141864,5.21591E-06,0.000145675,7.03044E-06,1.18673E-05,0.000128452
3.22,0.0002306,4.21794E-05,5.21871E-06,0.00016371,2.22135E-05,8.43624E-06,0.000151101,4.68992E-06,0.000322744,5.57691E-06,1.14964E-05,0.000129978
3.23,0.000200264,2.2913E-05,4.63181E-06,0.000197918,2.35042E-05,1.25902E-05,0.000123835,7.91834E-06,0.00041521,5.47587E-06,1.00707E-05,0.000185771
3.24,0.000242252,3.62995E-05,7.08704E-06,0.000339147,2.35171E-05,1.52947E-05,0.000180282,1.08023E-05,0.000309444,4.81634E-06,1.06521E-05,0.000186995
3.25,0.00035252,4.48106E-05,9.15043E-06,0.000350905,2.13632E-05,1.31742E-05,0.000176785,1.07869E-05,0.000474383,7.22561E-06,1.17639E-05,0.000145475
3.26,0.000324441,3.91354E-05,9.14928E-06,0.000305916,2.37739E-05,8.51756E-06,0.000101392,1.20844E-05,0.000507167,9.49708E-06,9.28286E-06,0.000153125
3.27,0.0003091,7.1366E-05,9.52745E-06,0.00028356,2.45221E-05,1.27293E-05,4.27267E-05,1.03101E-05,0.000246962,8.19936E-06,9.97683E-06,0.000188736
3.28,0.000352866,7.49363E-05,8.42916E-06,0.000177566,1.87974E-05,1.39245E-05,5.59649E-05,6.82046E-06,0.000315162,5.81418E-06,1.14415E-05,0.000191641
3.29,0.0002785,9.61912E-05,1.00611E-05,0.000167019,1.5581E-05,1.271E-05,5.9939E-05,7.23898E-06,0.000436906,5.07841E-06,1.33043E-05,0.00012067
3.3,0.000164344,0.000116777,9.71709E-06,0.000147456,1.95733E-05,1.66478E-05,7.59617E-05,5.87876E-06,0.000354939,1.03943E-05,2.12784E-05,0.000110774
3.31,0.000146396,9.47811E-05,5.35355E-06,9.64976E-05,2.176E-05,1.86607E-05,0.00029313,6.00165E-06,0.000165989,1.09093E-05,2.40929E-05,0.000132137
3.32,0.000257837,7.43739E-05,5.06132E-06,0.000200843,1.83329E-05,1.86102E-05,0.000302342,5.25261E-06,0.00033098,5.9061E-06,1.68998E-05,0.000291258
3.33,0.000255143,5.40553E-05,6.01408E-06,0.000216339,1.61999E-05,1.45933E-05,0.000128833,5.91898E-06,0.000343192,5.36049E-06,1.11117E-05,0.000314059
3.34,0.000150222,3.69854E-05,5.87217E-06,0.000203439,2.01482E-05,1.46777E-05,8.95866E-05,5.7405E-06,0.000165074,5.91842E-06,2.08831E-05,0.000234582
3.35,0.000308754,4.5929E-05,4.33463E-06,0.000203703,2.36341E-05,1.56738E-05,4.5302E-05,4.07003E-06,0.000195695,5.01424E-06,2.94108E-05,0.000231962
3.36,0.000300885,6.70693E-05,6.21252E-06,0.000139875,2.20085E-05,1.04413E-05,4.29025E-05,4.47729E-06,0.0002426,7.98608E-06,3.02477E-05,0.0001941
3.37,0.000101411,7.55833E-05,9.80671E-06,0.00019924,2.26252E-05,8.12302E-06,7.70169E-05,4.23208E-06,0.000200999,8.77188E-06,2.08522E-05,0.000170604
3.38,0.000210714,5.78266E-05,1.11607E-05,0.000201987,2.46661E-05,8.38919E-06,0.000231357,4.78817E-06,0.000150934,6.01283E-06,1.02895E-05,0.000221927
3.39,0.000263242,3.37839E-05,9.43411E-06,0.00014334,2.26368E-05,8.98395E-06,0.000242985,5.81623E-06,0.000159517,5.75181E-06,1.37547E-05,0.00019797
3.4,0.000251144,3.32272E-05,6.62474E-06,0.000182012,1.869E-05,1.32736E-05,0.000136647,6.96818E-06,0.000175959,5.81204E-06,1.92445E-05,0.000108857
3.41,0.00023397,4.83812E-05,6.79089E-06,0.000145827,1.95278E-05,1.32792E-05,9.60618E-05,6.76107E-06,0.000157042,7.85445E-06,1.83013E-05,9.22769E-05
3.42,0.000161332,5.04311E-05,6.43703E-06,0.000175254,1.85508E-05,8.1633E-06,5.96756E-05,5.47971E-06,0.000175048,1.07228E-05,1.29903E-05,0.000103891
3.43,9.87737E-05,0.000113133,3.85693E-06,0.000247182,2.28687E-05,7.49308E-06,0.000120226,5.11453E-06,0.000190744,1.55569E-05,9.86251E-06,0.000111574
3.44,0.000100315,0.000137153,8.77217E-06,0.000207091,2.58939E-05,9.0847E-06,0.000115638,7.4225E-06,0.0002161,1.55456E-05,6.84542E-06,0.000116778
3.45,0.000197314,9.19902E-05,1.11376E-05,0.000283362,2.19E-05,1.10137E-05,5.59836E-05,7.40487E-06,0.000271162,8.75737E-06,9.98E-06,0.00014283
3.46,0.000316077,7.49068E-05,8.75686E-06,0.000273675,2.2369E-05,1.16971E-05,7.80042E-05,6.62153E-06,0.000225789,5.10691E-06,1.07116E-05,0.000154514
3.47,0.000285257,6.41332E-05,6.97453E-06,0.000111955,2.20211E-05,1.21009E-05,9.61611E-05,1.13217E-05,0.000156408,6.17362E-06,8.83747E-06,0.000145415
3.48,0.000149359,3.12726E-05,6.26841E-06,0.000100768,2.43325E-05,1.71942E-05,0.000152507,1.30427E-05,0.000253033,7.58391E-06,9.40407E-06,0.000123963
3.49,0.000184289,3.17551E-05,6.40104E-06,0.000251048,2.63145E-05,1.66485E-05,0.000152524,9.11788E-06,0.000300999,1.13487E-05,1.45956E-05,0.000119285
3.5,0.000314612,6.61901E-05,9.1924E-06,0.000250557,2.36991E-05,1.13805E-05,7.14216E-05,4.72339E-06,0.000214629,1.46658E-05,1.83007E-05,0.000120269
3.51,0.000283465,0.000112305,8.78795E-06,6.5316E-05,3.97345E-05,1.05113E-05,8.85952E-05,8.2221E-06,0.000193366,1.35096E-05,1.71215E-05,0.000166316
3.52,0.000229029,0.000127862,5.90941E-06,9.14554E-05,4.05191E-05,7.36368E-06,0.000149342,1.75868E-05,0.000261209,8.00206E-06,1.40202E-05,0.000174023
3.53,0.000223459,9.17059E-05,7.24013E-06,0.00010544,2.58626E-05,7.31268E-06,0.000154347,2.59007E-05,0.000229715,3.72913E-06,1.48587E-05,0.000157666
3.54,0.000102409,2.75093E-05,9.58502E-06,0.000172115,2.34753E-05,1.48025E-05,0.000139963,2.98494E-05,0.000223828,6.41693E-06,1.85142E-05,0.000177033
3.55,9.45447E-05,2.06938E-05,9.06461E-06,0.000171315,2.2691E-05,2.06986E-05,0.000117558,2.52535E-05,0.000219695,7.80955E-06,3.03357E-05,0.000253785
3.56,9.67705E-05,2.17509E-05,6.66339E-06,8.32063E-05,2.41763E-05,1.77901E-05,7.22333E-05,1.29583E-05,0.000161808,9.43041E-06,3.63274E-05,0.000241964
3.57,0.000101697,8.42013E-05,8.45969E-06,7.62745E-05,2.13319E-05,1.3568E-05,4.72882E-05,1.1167E-05,0.000151798,8.50253E-06,2.63599E-05,0.000130916
3.58,0.000103161,0.000110974,9.01543E-06,9.80689E-05,2.2152E-05,1.96052E-05,9.83515E-05,1.1327E-05,0.000160598,4.3615E-06,1.07941E-05,0.000109438
3.59,0.000101175,8.00892E-05,7.53268E-06,9.10548E-05,2.3233E-05,1.75877E-05,0.000156495,4.36835E-06,0.000164291,3.88115E-06,8.63053E-06,0.000218746
3.6,0.000130671,3.7123E-05,9.77952E-06,0.000117886,3.24492E-05,1.61761E-05,0.000138129,4.57712E-06,0.000222394,5.28666E-06,1.49989E-05,0.000269084
3.61,0.000129711,2.40305E-05,8.94245E-06,0.00013702,3.21857E-05,1.78489E-05,9.97577E-05,4.91947E-06,0.000285769,5.70243E-06,1.8921E-05,0.000185686
3.62,0.000130196,2.44796E-05,6.91771E-06,9.83219E-05,3.03882E-05,1.40193E-05,8.62736E-05,7.03748E-06,0.000248367,5.39275E-06,1.64069E-05,0.000262133
3.63,0.000124252,3.23912E-05,6.77062E-06,7.78773E-05,2.89608E-05,1.25804E-05,9.16652E-05,7.09111E-06,0.000421287,7.60132E-06,2.10268E-05,0.000272962
3.64,7.36601E-05,3.64394E-05,7.90047E-06,0.000140354,1.77161E-05,8.45382E-06,0.000112017,6.7363E-06,0.000446971,1.49152E-05,3.10153E-05,0.000166866
3.65,0.000107842,4.01699E-05,7.71636E-06,0.000308933,3.40586E-05,9.17323E-06,0.000172522,8.06997E-06,0.000226428,1.62469E-05,2.54804E-05,0.000187822
3.66,0.000122574,6.22646E-05,9.58422E-06,0.000304583,3.60093E-05,1.07806E-05,0.000182498,8.59845E-06,0.000271885,1.0237E-05,1.06593E-05,0.000191497
3.67,7.99191E-05,6.28205E-05,1.38814E-05,0.000127943,2.13737E-05,1.20568E-05,0.000132862,7.142E-06,0.000350406,6.62356E-06,9.75649E-06,0.000222699
3.68,8.72518E-05,3.9211E-05,1.30311E-05,0.00012565,2.00415E-05,1.29082E-05,0.000101227,7.94491E-06,0.000285458,5.41065E-06,8.76328E-06,0.0001876
3.69,9.95232E-05,3.42187E-05,9.76533E-06,0.000211619,2.0424E-05,1.28375E-05,9.05066E-05,7.77787E-06,0.000173788,8.29247E-06,1.06124E-05,8.80407E-05
3.7,0.000106303,4.14492E-05,1.15329E-05,0.000320515,2.29926E-05,3.03675E-05,8.95288E-05,6.1779E-06,0.000201254,8.5274E-06,1.22655E-05,0.000278723
3.71,0.000127555,6.93846E-05,1.03157E-05,0.000291488,2.5712E-05,2.95911E-05,4.65308E-05,1.27576E-05,0.000207909,1.25163E-05,1.33075E-05,0.000346589
3.72,0.000164676,7.8419E-05,4.42147E-06,0.00018305,2.14964E-05,9.54754E-06,0.000240879,1.30087E-05,0.000150893,1.29439E-05,1.06944E-05,0.000220025
3.73,0.000149433,7.00091E-05,7.08444E-06,0.000215195,1.62916E-05,8.90168E-06,0.000249796,6.98087E-06,0.000184687,7.38323E-06,7.31415E-06,0.000125622
3.74,0.000136091,8.01103E-05,9.1661E-06,0.000277023,1.51726E-05,1.04434E-05,8.58322E-05,1.31152E-05,0.000180577,8.62351E-06,1.65715E-05,0.000156454
3.75,0.000218866,7.1454E-05,7.33661E-06,0.000238772,2.95946E-05,1.15112E-05,6.23819E-05,1.65859E-05,0.000182588,1.0248E-05,1.79018E-05,0.000235978
3.76,0.000205662,4.77403E-05,5.63985E-06,0.000173053,3.30071E-05,3.03647E-05,5.95381E-05,1.4787E-05,0.000264466,1.0964E-05,1.53792E-05,0.000272253
3.77,0.0001123,0.000110618,1.32178E-05,0.000233084,2.40566E-05,3.29062E-05,7.50503E-05,1.79412E-05,0.000236642,1.25406E-05,1.94784E-05,0.000249318
3.78,0.000153448,0.00023341,1.65268E-05,0.000205787,1.97896E-05,1.66695E-05,7.69683E-05,1.5487E-05,0.00014606,1.82279E-05,2.60347E-05,0.000335165
3.79,0.000176919,0.000305227,1.18281E-05,0.000131521,1.8104E-05,8.35537E-06,0.000190524,5.15767E-06,0.000218394,1.78274E-05,2.26424E-05,0.000312546
3.8,0.000120558,0.000251639,5.78672E-06,0.000127171,1.75524E-05,1.22695E-05,0.000198696,4.36391E-06,0.000221938,1.09144E-05,9.55814E-06,0.000138283
3.81,0.000145677,0.000124797,1.08508E-05,0.000122148,3.85022E-05,1.76501E-05,0.000113756,7.3887E-06,0.000265095,6.9351E-06,9.56732E-06,7.18093E-05
3.82,0.000163952,6.16809E-05,1.11019E-05,0.0001052,0.000134743,1.51712E-05,0.000166999,1.34159E-05,0.000295177,5.36607E-06,8.76773E-06,0.000116645
3.83,0.000113934,4.83994E-05,7.32667E-06,0.000122205,0.000133717,1.27784E-05,0.000196997,1.51847E-05,0.000248134,5.62283E-06,7.47937E-06,0.000197653
3.84,0.000114046,3.05967E-05,7.66323E-06,0.000154006,3.58344E-05,1.13709E-05,0.000147899,1.34788E-05,0.000252748,5.08595E-06,8.70915E-06,0.000186451
3.85,0.000126935,6.84757E-05,5.83116E-06,0.000132511,3.70158E-05,1.44256E-05,6.32051E-05,1.1816E-05,0.000294937,4.85496E-06,9.49414E-06,9.88896E-05
3.86,0.000169694,0.000101919,4.57783E-06,9.3866E-05,4.55383E-05,1.9135E-05,0.000144808,8.06175E-06,0.000323213,4.97796E-06,1.30047E-05,8.69087E-05
3.87,0.000194009,9.13272E-05,4.89728E-06,9.83882E-05,4.00051E-05,1.63203E-05,0.000221841,8.77664E-06,0.000261808,5.38894E-06,1.30084E-05,9.60695E-05
3.88,0.000156253,5.88998E-05,5.35934E-06,8.03053E-05,3.12947E-05,1.0563E-05,0.000185841,8.40451E-06,0.000159533,6.85763E-06,1.07586E-05,0.000143497
3.89,0.000247935,3.99509E-05,6.61371E-06,0.000159502,2.1639E-05,1.13504E-05,0.000219285,6.43044E-06,0.000172539,7.0478E-06,1.42989E-05,0.000209694
3.9,0.000249786,3.35413E-05,7.0211E-06,0.000154861,3.63833E-05,1.88366E-05,0.000216848,6.3368E-06,0.000196609,7.29163E-06,3.02208E-05,0.000231024
3.91,0.00013641,3.43967E-05,7.63133E-06,0.000117959,8.7377E-05,1.76648E-05,7.52432E-05,4.13221E-06,0.000145433,7.92312E-06,4.03277E-05,0.000179873
3.92,0.000161373,2.69287E-05,7.51791E-06,0.000174667,0.000107328,1.04006E-05,4.53176E-05,4.58535E-06,0.000123038,6.58807E-06,3.19744E-05,0.000107661
3.93,0.000225067,3.84076E-05,7.37305E-06,0.000186006,7.25254E-05,9.13151E-06,0.000109743,6.7189E-06,0.000210447,8.8453E-06,1.43543E-05,0.000149633
3.94,0.000193311,5.58881E-05,6.58581E-06,0.000175081,1.86796E-05,7.03182E-06,0.000151062,7.95075E-06,0.000208331,8.93691E-06,8.64483E-06,0.0001475
3.95,0.000152294,8.84669E-05,4.4122E-06,0.000132167,1.77064E-05,7.6568E-06,0.000130722,7.69747E-06,0.000283366,5.0521E-06,8.19207E-06,6.91536E-05
3.96,0.000155284,9.09228E-05,5.56154E-06,0.000111698,3.17073E-05,7.82768E-06,8.08284E-05,6.46605E-06,0.000301109,5.32075E-06,6.63808E-06,9.6994E-05
3.97,0.000144372,6.81169E-05,6.04254E-06,0.00014198,3.30436E-05,7.00904E-06,9.17446E-05,6.63453E-06,0.000168045,5.88664E-06,9.65347E-06,0.000108252
3.98,0.000135145,5.33903E-05,5.31923E-06,0.000251449,2.27931E-05,1.15452E-05,9.20533E-05,8.92549E-06,0.000259419,7.58415E-06,2.20103E-05,8.94424E-05
3.99,0.00015153,3.3778E-05,1.4473E-05,0.000251389,2.14668E-05,1.22648E-05,4.59582E-05,7.80177E-06,0.000396846,8.57432E-06,3.47687E-05,0.000132401
4,0.000169587,3.05245E-05,1.7337E-05,0.000216172,1.74531E-05,8.9106E-06,0.000181904,4.7758E-06,0.000356063,6.20975E-06,3.16167E-05,0.000157269
4.01,0.000112445,2.98768E-05,1.26634E-05,0.000256301,1.87506E-05,7.69693E-06,0.000197045,7.72686E-06,0.000184953,7.8366E-06,1.70269E-05,0.000247173
4.02,9.46274E-05,3.68468E-05,1.27972E-05,0.000219964,2.00239E-05,1.19362E-05,8.52933E-05,8.49656E-06,0.000199056,9.35741E-06,1.20604E-05,0.000239509
4.03,9.99054E-05,4.09602E-05,1.56463E-05,0.00022493,3.06203E-05,1.4712E-05,4.48818E-05,5.9631E-06,0.000390037,7.2709E-06,1.5345E-05,0.000140919
4.04,9.97544E-05,3.78009E-05,1.5012E-05,0.000204591,4.73964E-05,1.63062E-05,4.38285E-05,2.45292E-05,0.000365608,6.10082E-06,2.48222E-05,0.000130993
4.05,0.0002021,3.64928E-05,1.37527E-05,0.000195068,5.03941E-05,1.45632E-05,4.66126E-05,3.51223E-05,0.000186855,1.15208E-05,3.22188E-05,0.000107668
4.06,0.000208317,3.44695E-05,1.13734E-05,0.000224187,8.96183E-05,8.29383E-06,0.000132775,3.41574E-05,0.000197124,1.41677E-05,2.90022E-05,0.000122956
4.07,0.000108917,3.7533E-05,1.09072E-05,0.000185419,9.19544E-05,1.24859E-05,0.000161438,2.49568E-05,0.000211883,1.05274E-05,1.66426E-05,0.000103887
4.08,0.00010788,3.93099E-05,1.04175E-05,0.000123458,3.99331E-05,1.39147E-05,0.000113473,1.20129E-05,0.000527063,8.22463E-06,2.33277E-05,7.74309E-05
4.09,0.000139256,4.01701E-05,9.40804E-06,0.000143946,1.8561E-05,1.21635E-05,0.000114488,1.17785E-05,0.000545886,1.25011E-05,3.17892E-05,0.00014918
4.1,0.000129971,4.18303E-05,9.55812E-06,0.000241334,3.53951E-05,1.1154E-05,0.000109571,1.0682E-05,0.000426925,1.11837E-05,2.37177E-05,0.000160663
4.11,8.35089E-05,4.06333E-05,1.22792E-05,0.00021513,3.46803E-05,7.46883E-06,5.17843E-05,7.10743E-06,0.000810108,5.87595E-06,9.26871E-06,0.000153411
4.12,0.000113292,3.24696E-05,1.76208E-05,9.72358E-05,2.20291E-05,9.36931E-06,0.000104262,8.08564E-06,0.00072452,1.66361E-05,9.01787E-06,0.000254577
4.13,0.000157538,2.57881E-05,1.45184E-05,8.98075E-05,2.44636E-05,9.87774E-06,0.000105396,6.74718E-06,0.000222697,1.65781E-05,9.35061E-06,0.000235829
4.14,0.000247367,4.04722E-05,8.00304E-06,0.000128111,6.61911E-05,1.00191E-05,4.42959E-05,5.39753E-06,0.000233193,6.16995E-06,1.04051E-05,0.000110441
4.15,0.000268413,3.75522E-05,1.00946E-05,0.000181225,7.61433E-05,1.0574E-05,4.81675E-05,6.74475E-06,0.000156024,6.15448E-06,1.01498E-05,0.000123283
4.16,0.000202482,2.56851E-05,8.83825E-06,0.000157033,4.54443E-05,8.76998E-06,7.88124E-05,6.28611E-06,0.000455371,5.41587E-06,8.05752E-06,0.00011643
4.17,0.000138443,2.35948E-05,4.76292E-06,0.000224753,2.21669E-05,1.27847E-05,7.82741E-05,4.80083E-06,0.000512457,6.3602E-06,8.23039E-06,6.94905E-05
4.18,0.00010399,2.14336E-05,1.66768E-05,0.000248795,6.00446E-05,1.34337E-05,5.416E-05,4.28768E-06,0.000295596,1.26077E-05,9.25321E-06,9.58646E-05
4.19,0.000110485,3.06461E-05,1.98579E-05,0.000236825,8.58462E-05,1.16612E-05,0.00014955,4.79698E-06,0.000178085,1.18094E-05,1.05081E-05,0.000231818
4.2,9.18825E-05,3.63729E-05,1.4662E-05,0.000329955,9.73836E-05,1.41114E-05,0.000172991,5.23567E-06,0.000188642,7.1021E-06,9.22782E-06,0.000272256
4.21,8.93149E-05,2.8729E-05,9.72234E-06,0.00027847,7.96155E-05,1.21622E-05,9.75652E-05,4.45822E-06,0.000172547,7.23963E-06,9.55781E-06,0.000181306
4.22,0.000359165,2.42677E-05,4.56648E-06,0.000112399,4.44004E-05,9.13286E-06,8.88083E-05,4.50922E-06,0.000189001,9.19463E-06,1.14327E-05,9.45856E-05
4.23,0.000421665,2.6469E-05,5.77139E-06,8.08658E-05,3.67122E-05,8.19126E-06,0.000106401,4.76164E-06,0.000273204,1.11888E-05,1.00085E-05,0.000118613
4.24,0.00028086,2.68283E-05,5.75172E-06,8.13775E-05,1.87317E-05,8.02441E-06,8.80061E-05,4.38232E-06,0.000372906,1.0641E-05,9.73355E-06,0.000124857
