X [],R ILIOPSOAS: EMG 1->Filter->MAV->RMS [],L ILIOPSOAS: EMG 2->Filter->MAV->RMS [],R GLUTEUS MAXIMUS: EMG 4 (IM)->Filter->MAV->RMS [],L GLUTEUS MAXIMUS: EMG 5->Filter->MAV->RMS [],R RECTUS ABDOMINIS: EMG 6->Filter->MAV->RMS [],L RECTUS ABDOMINIS: EMG 7->Filter->MAV->RMS [],R ERECTOR SPINAE: EMG 8->Filter->MAV->RMS [],L ERECTOR SPINAE: EMG 9->Filter->MAV->RMS [],R RECTUS FEMORIS: EMG 10->Filter->MAV->RMS [],L RECTUS FEMORIS: EMG 11->Filter->MAV->RMS [],R BICEPS FEMORIS: EMG 12->Filter->MAV->RMS [],L BICEPS FEMORIS: EMG 13->Filter->MAV->RMS []
4.25,0.000168607,3.14841E-05,1.01172E-05,8.58902E-05,2.05009E-05,1.10077E-05,6.96389E-05,7.26264E-06,0.000334035,1.24851E-05,9.58073E-06,8.31777E-05
4.26,0.000494353,3.0114E-05,1.3261E-05,0.000131155,2.30926E-05,9.65472E-06,5.00369E-05,8.32503E-06,0.000306426,1.08223E-05,7.01561E-06,7.15538E-05
4.27,0.000696958,2.12137E-05,1.02895E-05,0.000163633,2.53724E-05,1.20776E-05,7.76229E-05,6.44905E-06,0.000325756,1.09766E-05,1.9774E-05,0.000144297
4.28,0.000530671,3.675E-05,8.5763E-06,0.000144238,2.34199E-05,1.52519E-05,0.000117423,5.58849E-06,0.000405414,1.13756E-05,2.70173E-05,0.000153169
4.29,0.00039657,5.40276E-05,9.5658E-06,0.000177978,1.93741E-05,1.24216E-05,9.97845E-05,4.5938E-06,0.000457614,6.96527E-06,3.91106E-05,0.00025159
4.3,0.000393607,5.74009E-05,7.7795E-06,0.000173891,3.64525E-05,1.45073E-05,4.54532E-05,3.75018E-06,0.000410089,7.03539E-06,4.35773E-05,0.00025213
4.31,0.000209355,4.56614E-05,5.49105E-06,9.05438E-05,3.75667E-05,1.47331E-05,5.64111E-05,3.81493E-06,0.000335808,6.68487E-06,2.72308E-05,0.000103285
4.32,0.000300299,3.01414E-05,4.97324E-06,0.000186666,2.57927E-05,1.00428E-05,9.37043E-05,3.51041E-06,0.000406976,6.14648E-06,7.84012E-06,0.000116062
4.33,0.000315897,2.16829E-05,5.40046E-06,0.000220958,4.21208E-05,9.33783E-06,0.000100807,9.1725E-06,0.000425035,5.72394E-06,9.06934E-06,0.000199221
4.34,0.000154705,2.18447E-05,4.9967E-06,0.000146611,4.28429E-05,2.12133E-05,7.57921E-05,9.39451E-06,0.000266778,5.55087E-06,7.91305E-06,0.000195846
4.35,0.000167657,2.97379E-05,5.69688E-06,0.00013254,2.60823E-05,2.25733E-05,6.84546E-05,1.35796E-05,0.000210006,6.14939E-06,7.98062E-06,9.84126E-05
4.36,0.000175453,2.56581E-05,1.03104E-05,0.000191106,1.71801E-05,1.12093E-05,5.89272E-05,2.4427E-05,0.000247478,1.16354E-05,9.04632E-06,7.82465E-05
4.37,0.000103261,3.70874E-05,1.41489E-05,0.000278521,1.49435E-05,8.38511E-06,5.92251E-05,2.10381E-05,0.000272731,1.1287E-05,9.08679E-06,0.000125943
4.38,0.000245892,4.07863E-05,1.14169E-05,0.000276032,1.59396E-05,1.28542E-05,0.000145508,1.2036E-05,0.000176787,3.85962E-06,8.70622E-06,0.00017486
4.39,0.000316094,2.72537E-05,8.55681E-06,0.000179047,1.58429E-05,1.45628E-05,0.000210017,1.19149E-05,0.000125636,4.02763E-06,1.4317E-05,0.000226231
4.4,0.000231611,2.54717E-05,1.15857E-05,0.000174703,5.55324E-05,1.12988E-05,0.000171703,6.91815E-06,0.000254527,6.52691E-06,2.43014E-05,0.000192644
4.41,0.000125353,2.58458E-05,1.60746E-05,0.000188482,7.82575E-05,9.82809E-06,7.18522E-05,5.95904E-06,0.000304934,1.39664E-05,2.48835E-05,8.85764E-05
4.42,0.000167596,2.55444E-05,1.40576E-05,0.000128335,6.05184E-05,9.75467E-06,4.67997E-05,4.28245E-06,0.000286011,1.48401E-05,2.75272E-05,0.000139888
4.43,0.000213262,4.32194E-05,7.39486E-06,0.000161228,5.75809E-05,8.37157E-06,6.03089E-05,5.34825E-06,0.000289237,9.22338E-06,2.56404E-05,0.000153053
4.44,0.000183956,7.36586E-05,8.73983E-06,0.000270741,0.00011826,9.14839E-06,7.29928E-05,5.09468E-06,0.000289834,9.00958E-06,1.27065E-05,0.000126153
4.45,0.000117873,7.36732E-05,7.46193E-06,0.00026263,0.000138118,8.60792E-06,0.000103298,3.8477E-06,0.000277239,8.667E-06,1.29656E-05,0.000116662
4.46,0.00024622,3.97486E-05,5.70573E-06,0.000158319,0.000104372,6.98199E-06,9.08695E-05,3.98674E-06,0.000322422,6.8187E-06,2.47504E-05,9.93855E-05
4.47,0.000286681,1.98037E-05,7.85998E-06,0.000128225,8.06394E-05,7.91758E-06,4.76163E-05,7.30778E-06,0.000369163,1.03832E-05,3.31021E-05,0.000124502
4.48,0.000174655,2.57124E-05,8.3276E-06,0.000136634,7.25215E-05,8.9872E-06,6.45646E-05,7.55549E-06,0.000287774,1.056E-05,3.05482E-05,0.00011167
4.49,0.000224921,2.92817E-05,8.92245E-06,0.000111867,4.34149E-05,8.41342E-06,6.88765E-05,5.18557E-06,0.000190911,9.85371E-06,2.24078E-05,0.000158745
4.5,0.000309808,3.06954E-05,9.2896E-06,0.00028131,2.73543E-05,9.02448E-06,5.74935E-05,5.04757E-06,0.000215816,1.36706E-05,1.659E-05,0.000168892
4.51,0.000263335,2.9836E-05,8.35193E-06,0.000285897,3.93434E-05,1.05873E-05,5.23715E-05,4.22811E-06,0.000241853,1.56298E-05,1.70265E-05,0.000146908
4.52,0.000142401,2.91644E-05,7.32725E-06,0.000101083,3.52653E-05,1.27345E-05,9.91258E-05,4.26676E-06,0.000255474,1.36368E-05,2.79771E-05,0.000173736
4.53,8.41705E-05,4.56024E-05,4.79973E-06,6.21675E-05,2.51414E-05,1.12179E-05,0.000142081,5.55841E-06,0.000273265,9.04719E-06,3.35297E-05,0.000141493
4.54,0.000164744,5.16701E-05,5.73709E-06,0.000160646,3.10223E-05,8.33152E-06,0.000117551,5.31153E-06,0.000248622,7.98742E-06,2.61913E-05,0.000100577
4.55,0.000163777,3.71252E-05,6.75885E-06,0.000211619,5.90216E-05,1.37788E-05,6.08874E-05,4.95933E-06,0.000186671,1.00851E-05,1.4658E-05,8.23316E-05
4.56,9.77805E-05,2.43201E-05,6.06536E-06,0.000270452,6.48936E-05,1.33182E-05,0.000113979,4.83931E-06,0.000338588,1.12207E-05,2.4034E-05,9.36116E-05
4.57,0.000135894,2.42701E-05,5.01635E-06,0.000245609,5.29891E-05,1.2698E-05,0.000110763,4.65758E-06,0.000448688,9.95955E-06,2.37309E-05,0.000143006
4.58,0.000174384,3.01189E-05,6.19313E-06,0.000104481,4.45405E-05,2.04669E-05,4.49163E-05,4.37832E-06,0.000342357,7.34085E-06,1.86768E-05,0.000130367
4.59,0.000147013,2.55847E-05,1.42464E-05,9.02779E-05,2.67189E-05,2.17179E-05,5.67109E-05,8.67102E-06,0.000610972,7.75839E-06,2.86937E-05,0.000118357
4.6,9.6661E-05,1.96547E-05,1.40323E-05,8.20834E-05,1.88374E-05,1.44112E-05,5.61706E-05,9.29434E-06,0.000655598,8.58394E-06,2.40238E-05,0.000119339
4.61,0.000101708,1.85613E-05,7.81405E-06,0.000156212,1.69955E-05,1.36887E-05,6.00301E-05,5.29019E-06,0.000304645,6.3921E-06,1.27055E-05,9.43213E-05
4.62,0.000166738,2.15511E-05,7.1455E-06,0.000217671,2.38048E-05,1.48966E-05,6.44081E-05,3.99831E-06,0.000196376,6.37708E-06,1.10837E-05,0.000166036
4.63,0.000199757,2.37594E-05,5.16789E-06,0.000182213,0.000125172,1.0178E-05,4.69868E-05,6.16056E-06,0.000308818,7.32481E-06,1.15571E-05,0.000153326
4.64,0.000146064,2.57676E-05,6.84675E-06,0.000121452,0.000139335,1.11043E-05,4.00432E-05,1.08313E-05,0.000369815,1.73149E-05,2.47223E-05,0.000176477
4.65,0.000198371,2.95744E-05,6.89613E-06,0.000116479,6.71176E-05,1.06561E-05,3.95417E-05,9.81553E-06,0.000328819,1.93088E-05,2.98767E-05,0.000178231
4.66,0.000228107,7.48401E-05,5.16401E-06,9.39296E-05,2.3397E-05,9.36697E-06,4.43002E-05,8.20287E-06,0.000240625,1.03553E-05,2.22347E-05,0.000109485
4.67,0.000176429,0.000171104,4.61064E-06,7.22537E-05,2.27174E-05,8.96063E-06,7.32445E-05,8.02151E-06,0.000215007,5.12449E-06,1.28211E-05,0.000204777
4.68,0.000144868,0.000182923,6.95072E-06,0.000119212,4.08022E-05,8.27185E-06,0.000159118,3.88029E-06,0.000604589,4.75767E-06,9.49743E-06,0.000255016
4.69,0.000204145,0.000112835,1.25233E-05,0.000236633,8.873E-05,9.06006E-06,0.000147424,4.4374E-06,0.000637168,4.67983E-06,1.47985E-05,0.000184391
4.7,0.000192388,6.09803E-05,1.46022E-05,0.000237538,8.49095E-05,1.14576E-05,6.33943E-05,4.64852E-06,0.000294554,8.12383E-06,2.33746E-05,6.8418E-05
4.71,0.000329834,2.77983E-05,1.04598E-05,0.000287346,8.23821E-05,1.04683E-05,7.13081E-05,6.01408E-06,0.000442611,8.5347E-06,2.03269E-05,0.000149578
4.72,0.000370966,2.89456E-05,5.2876E-06,0.000271205,0.000103139,7.71624E-06,5.56141E-05,6.45077E-06,0.000554892,9.37238E-06,1.92493E-05,0.000211865
4.73,0.000188481,3.03706E-05,5.24966E-06,0.000164139,7.42818E-05,7.38543E-06,4.72653E-05,5.70082E-06,0.000427436,8.61233E-06,2.38471E-05,0.000165149
4.74,8.06956E-05,3.58888E-05,1.02839E-05,0.000214917,8.82063E-05,7.06365E-06,5.38121E-05,6.73839E-06,0.000446589,4.28917E-06,1.70291E-05,7.36579E-05
4.75,0.00023747,3.432E-05,1.11015E-05,0.00016435,8.42342E-05,8.23891E-06,8.65105E-05,7.44539E-06,0.000431064,5.51075E-06,1.02186E-05,0.000103857
4.76,0.000291026,3.24065E-05,6.97395E-06,0.00010315,2.46775E-05,6.54364E-06,8.20199E-05,8.09173E-06,0.000247156,8.14298E-06,2.38741E-05,0.000298377
4.77,0.000307867,3.01691E-05,6.06095E-06,0.000114722,4.06936E-05,8.54732E-06,6.5191E-05,6.82933E-06,0.000278481,1.01712E-05,3.52681E-05,0.000325536
4.78,0.000299529,2.35447E-05,7.98714E-06,0.000110842,0.00011775,1.01779E-05,6.598E-05,3.6553E-06,0.000388868,1.05769E-05,3.45722E-05,0.000195555
4.79,0.00033258,1.85074E-05,7.36248E-06,8.76644E-05,0.000308997,1.339E-05,7.7854E-05,3.86496E-06,0.000439466,1.472E-05,5.46042E-05,0.000131383
4.8,0.000368237,2.12663E-05,4.90956E-06,0.000124447,0.000324114,1.26443E-05,7.4252E-05,4.28225E-06,0.000335125,1.39316E-05,6.36663E-05,7.66475E-05
4.81,0.000239822,2.78859E-05,6.96335E-06,0.000129266,0.000173564,7.56165E-06,0.000148572,5.05328E-06,0.000185184,1.76646E-05,3.96499E-05,8.49523E-05
4.82,0.000106066,2.778E-05,6.89774E-06,0.00017209,9.176E-05,7.6437E-06,0.000179357,6.30619E-06,0.000261336,1.94191E-05,1.52102E-05,0.000108904
4.83,0.000106345,3.7775E-05,6.15289E-06,0.000165445,2.46624E-05,1.28414E-05,0.000159233,5.64007E-06,0.00030654,1.11489E-05,1.74262E-05,0.000165729
4.84,9.49755E-05,4.80816E-05,6.16491E-06,8.55554E-05,2.51947E-05,1.50146E-05,0.000135403,5.06855E-06,0.000298999,9.31058E-06,1.12464E-05,0.000148408
4.85,8.61896E-05,6.50058E-05,4.94558E-06,0.000163753,4.22609E-05,1.04002E-05,7.09431E-05,4.82474E-06,0.00024964,9.99292E-06,2.24823E-05,7.28675E-05
4.86,8.17545E-05,7.25793E-05,7.415E-06,0.000161315,5.0742E-05,1.02201E-05,7.07894E-05,7.08571E-06,0.000409544,8.89826E-06,2.74185E-05,7.3838E-05
4.87,8.19231E-05,6.54953E-05,9.14868E-06,0.000135673,4.43411E-05,1.02674E-05,7.33317E-05,7.20367E-06,0.000465834,1.5294E-05,3.02525E-05,0.000182639
4.88,0.000259405,4.66781E-05,9.73661E-06,0.000148339,6.65348E-05,7.00901E-06,5.69297E-05,4.61919E-06,0.000305526,1.47238E-05,3.35729E-05,0.000184851
4.89,0.000313095,2.70356E-05,8.60851E-06,0.00012983,8.75796E-05,7.85536E-06,5.62099E-05,4.9854E-06,0.000337984,6.5985E-06,2.52972E-05,0.000106736
4.9,0.000196362,3.12615E-05,5.7187E-06,0.000123788,6.54469E-05,7.56079E-06,5.63351E-05,4.59788E-06,0.000408821,7.37009E-06,1.89719E-05,0.000103684
4.91,0.000110399,4.77599E-05,5.77528E-06,0.000154619,4.38657E-05,8.37188E-06,8.12117E-05,4.00817E-06,0.000341423,7.02557E-06,1.53036E-05,8.51273E-05
4.92,0.000257619,4.62318E-05,7.2375E-06,0.000255342,4.9931E-05,8.91257E-06,7.71271E-05,9.89636E-06,0.000350181,5.34957E-06,2.2468E-05,0.000179791
4.93,0.000293705,1.98682E-05,6.62313E-06,0.000223461,4.87193E-05,1.08649E-05,5.92372E-05,1.01946E-05,0.000326621,7.12797E-06,3.11266E-05,0.000178461
4.94,0.000186158,2.00453E-05,4.67472E-06,0.000164414,5.04471E-05,1.06707E-05,6.00751E-05,5.73727E-06,0.000195603,1.1816E-05,4.25082E-05,0.000103903
4.95,0.000117717,2.54414E-05,5.2893E-06,0.000187171,4.24712E-05,7.70498E-06,4.21585E-05,1.13967E-05,0.000436965,1.95219E-05,5.27197E-05,0.000101888
4.96,0.000119987,2.25108E-05,9.21486E-06,0.000494018,9.43325E-05,7.54823E-06,9.85548E-05,1.85727E-05,0.000469627,1.72372E-05,4.38384E-05,0.000114896
4.97,0.000103961,1.77457E-05,1.0758E-05,0.000499225,0.000131752,7.60242E-06,0.000185103,1.95516E-05,0.000356372,7.19106E-06,3.13301E-05,0.000112377
4.98,0.000163876,2.31626E-05,1.22698E-05,0.000364787,9.78962E-05,9.77561E-06,0.000162572,1.54693E-05,0.000366459,6.86302E-06,3.52426E-05,7.8627E-05
4.99,0.000194727,4.17318E-05,1.48231E-05,0.000398894,2.40303E-05,1.03651E-05,6.22968E-05,1.13029E-05,0.000290146,4.72631E-06,3.04645E-05,0.000131421
5,0.000158679,4.19271E-05,1.36614E-05,0.000226906,2.36048E-05,8.45642E-06,6.80957E-05,6.60306E-06,0.000222862,5.69577E-06,1.65823E-05,0.000139038
5.01,0.000107615,2.30831E-05,1.09642E-05,0.000116481,2.55708E-05,7.61623E-06,5.92455E-05,4.31253E-06,0.000350478,1.25484E-05,1.00103E-05,0.000139158
5.02,7.26397E-05,2.02748E-05,8.22838E-06,0.000245563,5.5291E-05,8.29072E-06,7.77867E-05,4.07803E-06,0.000485923,1.47229E-05,9.5516E-06,0.000163313
5.03,0.000111262,2.64024E-05,7.55874E-06,0.000394027,0.000117367,1.47193E-05,7.47515E-05,4.60087E-06,0.000399431,1.05461E-05,1.18171E-05,0.000185454
5.04,0.000127284,3.23014E-05,1.03227E-05,0.00041655,0.000147276,2.28159E-05,4.35664E-05,5.61168E-06,0.000502219,6.29845E-06,1.35421E-05,0.000154275
5.05,0.000112372,3.81277E-05,9.01316E-06,0.00027813,0.000109235,2.40768E-05,6.84899E-05,6.51474E-06,0.000484904,4.61136E-06,1.45391E-05,7.77895E-05
5.06,9.25864E-05,3.06286E-05,7.0501E-06,0.000149852,6.56225E-05,2.20125E-05,0.000157241,6.12137E-06,0.000187342,7.24777E-06,1.82874E-05,0.000240989
5.07,0.000138864,2.09233E-05,7.51332E-06,0.000174507,5.76399E-05,1.62594E-05,0.000178898,5.286E-06,0.000365338,8.12191E-06,3.10607E-05,0.000267751
5.08,0.000145139,2.59439E-05,6.38234E-06,0.000118301,3.65007E-05,1.16964E-05,0.000108726,4.93941E-06,0.00037108,5.9773E-06,3.62051E-05,0.0001502
5.09,0.000139525,2.60147E-05,5.64189E-06,9.93607E-05,3.26294E-05,1.58932E-05,3.6883E-05,6.51598E-06,0.000210104,4.50803E-06,2.6727E-05,8.8282E-05
5.1,0.000254456,2.29032E-05,7.70704E-06,0.000110195,6.80709E-05,1.33151E-05,5.73189E-05,6.60778E-06,0.000283105,4.634E-06,1.34858E-05,8.78701E-05
5.11,0.000247547,1.93323E-05,7.37158E-06,9.88745E-05,7.58027E-05,8.72201E-06,7.68236E-05,4.70767E-06,0.00033043,6.70828E-06,7.3752E-06,0.000137167
5.12,0.000140183,2.38993E-05,4.5339E-06,0.000125553,4.04288E-05,7.36067E-06,6.41507E-05,5.41777E-06,0.000399855,6.7411E-06,9.70168E-06,0.000174393
5.13,0.000144435,2.77617E-05,6.97434E-06,0.000134186,6.04425E-05,6.50295E-06,7.98292E-05,5.07216E-06,0.000406887,1.1297E-05,1.28517E-05,0.000183532
5.14,0.000236123,2.86071E-05,6.7672E-06,0.000115453,6.50291E-05,6.81251E-06,8.85098E-05,9.14563E-06,0.000340654,1.24734E-05,2.53561E-05,0.000197589
5.15,0.000234983,2.61795E-05,7.34317E-06,0.000243663,3.62824E-05,7.66793E-06,7.52598E-05,8.96171E-06,0.000265701,7.3568E-06,3.44105E-05,0.000165808
5.16,0.000154808,2.61303E-05,7.64654E-06,0.000370914,2.07815E-05,8.93666E-06,0.000246555,4.45481E-06,0.000147858,6.22094E-06,3.36956E-05,9.88318E-05
5.17,0.000119292,2.69258E-05,5.53857E-06,0.000307396,2.12002E-05,7.82086E-06,0.000263318,5.83113E-06,0.000312138,5.90308E-06,2.49342E-05,0.000119799
5.18,0.000102303,2.70714E-05,8.30612E-06,0.000171983,2.78983E-05,6.6832E-06,0.000114751,5.27627E-06,0.00046394,1.2261E-05,2.46192E-05,0.000142849
5.19,0.00018721,3.00145E-05,8.49254E-06,0.000182288,2.92303E-05,6.97186E-06,4.49955E-05,3.71061E-06,0.000396846,1.40639E-05,4.05731E-05,0.000174566
5.2,0.000173016,2.73361E-05,7.90663E-06,0.000183923,7.87719E-05,7.40369E-06,8.42961E-05,4.61879E-06,0.000326145,8.2608E-06,3.77056E-05,0.000161591
5.21,0.000136138,2.33793E-05,1.07344E-05,0.000166757,7.85089E-05,1.22239E-05,9.34656E-05,5.43721E-06,0.000322334,9.66116E-06,1.64684E-05,9.14178E-05
5.22,0.000159731,2.52707E-05,1.00052E-05,0.000104274,3.44798E-05,1.25588E-05,6.74543E-05,6.63523E-06,0.000315283,1.1797E-05,1.98467E-05,8.05104E-05
5.23,0.000145961,2.30147E-05,7.33838E-06,9.21623E-05,3.35661E-05,8.21622E-06,6.28079E-05,6.38181E-06,0.000315577,1.04682E-05,3.09879E-05,0.000130294
5.24,0.000184804,2.17585E-05,6.22018E-06,0.000103254,3.00397E-05,7.89903E-06,5.21356E-05,4.44623E-06,0.000402736,7.66247E-06,2.70774E-05,0.000127834
5.25,0.000171064,2.16855E-05,5.13573E-06,0.000344389,5.72466E-05,8.21966E-06,5.20852E-05,3.43345E-06,0.000388716,6.94381E-06,2.86413E-05,0.000132148
5.26,0.000115736,1.97381E-05,7.93028E-06,0.000393161,5.4776E-05,9.55424E-06,5.97489E-05,3.60483E-06,0.000354097,1.01498E-05,3.94469E-05,0.00013908
5.27,0.000120311,2.26936E-05,1.48104E-05,0.000383547,7.59176E-05,9.56517E-06,9.12952E-05,4.16154E-06,0.000371194,9.07309E-06,3.11835E-05,0.000113567
5.28,9.65136E-05,2.17262E-05,1.49286E-05,0.000351635,0.000161877,8.97782E-06,0.000242858,4.61558E-06,0.000225207,9.65706E-06,1.31413E-05,0.000129671
5.29,5.0122E-05,2.08253E-05,1.32043E-05,0.000248528,0.000156484,1.00447E-05,0.000257205,4.65402E-06,0.000193747,1.38105E-05,2.06783E-05,0.000103845
5.3,7.76702E-05,2.2049E-05,1.27525E-05,0.00024088,7.62426E-05,9.53088E-06,0.000121079,5.85029E-06,0.000221589,1.25173E-05,1.97958E-05,0.000136806
5.31,0.000161533,2.51923E-05,1.41059E-05,0.000288765,4.94463E-05,9.26647E-06,4.61926E-05,5.83474E-06,0.000304987,7.26679E-06,1.01527E-05,0.000144909
5.32,0.000200317,2.92908E-05,1.44668E-05,0.000310577,2.64515E-05,7.66443E-06,4.44593E-05,1.36261E-05,0.000325792,5.01156E-06,8.88186E-06,7.80893E-05
5.33,0.000144945,5.42061E-05,4.12094E-05,0.000210617,2.48685E-05,8.42913E-06,9.04448E-05,2.2902E-05,0.000362395,5.91178E-06,8.15902E-06,9.70318E-05
5.34,0.000101667,8.88987E-05,4.71717E-05,0.000359523,5.46532E-05,1.08782E-05,0.000131706,2.13199E-05,0.000367135,8.80142E-06,7.44489E-06,0.000107891
5.35,0.000162867,7.80108E-05,3.16392E-05,0.000386734,7.37785E-05,9.32081E-06,0.00015228,1.13186E-05,0.000317624,1.4546E-05,2.74195E-05,8.05819E-05
5.36,0.000172384,3.01241E-05,2.42919E-05,0.000227142,5.83768E-05,7.66769E-06,0.000118097,8.42768E-06,0.000343318,1.82534E-05,3.72782E-05,0.000134181
5.37,0.000195552,2.70656E-05,1.44159E-05,0.000134194,3.1206E-05,1.00846E-05,4.47735E-05,7.7537E-06,0.000408689,1.49058E-05,2.631E-05,0.000173297
5.38,0.000198103,2.46034E-05,7.96232E-06,8.14799E-05,5.62198E-05,1.07379E-05,5.55002E-05,5.51252E-06,0.000355669,7.2404E-06,8.09399E-06,0.000124499
5.39,0.000347565,2.08245E-05,6.20921E-06,0.000101243,7.08676E-05,8.24026E-06,8.44209E-05,6.20356E-06,0.000280337,1.03506E-05,9.97452E-06,0.000144124
5.4,0.00036017,6.28389E-05,5.07786E-06,0.00012115,4.86009E-05,7.3237E-06,7.74599E-05,6.9066E-06,0.000256235,2.0038E-05,1.31349E-05,0.000178272
5.41,0.000188155,7.13619E-05,6.17373E-06,0.000156876,3.54391E-05,8.08078E-06,4.72789E-05,6.17638E-06,0.000190591,1.98639E-05,1.36086E-05,0.000135198
5.42,0.000140183,3.88186E-05,8.98646E-06,0.000175582,3.68873E-05,7.89948E-06,5.05319E-05,4.87842E-06,0.000423271,9.94454E-06,1.08563E-05,0.000101519
5.43,0.00010758,1.76421E-05,8.09921E-06,0.000251516,3.99955E-05,1.10436E-05,3.95822E-05,4.53313E-06,0.000497362,8.6056E-06,1.01199E-05,0.000115582
5.44,0.000211182,2.10973E-05,8.54332E-06,0.000264402,9.96631E-05,1.46115E-05,4.85758E-05,4.40413E-06,0.000330851,1.18617E-05,1.09775E-05,0.000166237
5.45,0.00040601,1.88387E-05,1.06582E-05,0.000153879,0.000142292,1.20556E-05,4.90187E-05,4.74426E-06,0.00036119,1.12751E-05,1.53376E-05,0.00014171
5.46,0.000396946,2.21291E-05,8.31348E-06,0.000106665,0.000111378,1.24482E-05,4.57977E-05,4.06402E-06,0.000404515,1.33182E-05,1.71869E-05,9.52859E-05
5.47,0.000255405,2.65454E-05,5.71282E-06,0.000187172,9.31698E-05,1.23257E-05,7.53775E-05,6.20325E-06,0.000305647,1.21053E-05,1.36705E-05,0.000187204
5.48,0.000197152,2.57915E-05,1.06415E-05,0.000189268,9.04674E-05,7.34482E-06,0.000189237,7.08129E-06,0.000346193,1.0308E-05,1.51999E-05,0.000179637
5.49,0.000115933,2.44469E-05,1.26694E-05,0.000134893,2.3715E-05,7.357E-06,0.000181617,6.00073E-06,0.00035606,9.7985E-06,1.68574E-05,8.15852E-05
5.5,0.000112116,2.55116E-05,8.89977E-06,0.00015808,2.92366E-05,6.86015E-06,5.24138E-05,5.57963E-06,0.000287483,4.71133E-06,1.72985E-05,0.000136053
5.51,0.000105355,2.31599E-05,6.76976E-06,0.000146286,4.93287E-05,8.15748E-06,4.84891E-05,4.73126E-06,0.000220279,5.80813E-06,1.41563E-05,0.000135962
5.52,0.000109034,1.89904E-05,8.05793E-06,0.00014093,0.000134518,1.05737E-05,5.29256E-05,4.46264E-06,0.000348731,9.47098E-06,6.60627E-06,0.000158534
5.53,0.000105535,2.01922E-05,7.51342E-06,0.000186612,0.000162479,9.62527E-06,5.53427E-05,4.53394E-06,0.000376624,1.06002E-05,1.01627E-05,0.000177271
5.54,0.000329302,1.91718E-05,8.94697E-06,0.000213016,0.000229197,8.04014E-06,4.8906E-05,4.41346E-06,0.000430253,7.41895E-06,1.34808E-05,0.000105505
5.55,0.000346112,2.33505E-05,1.20432E-05,0.000263625,0.000210765,8.8078E-06,0.000164497,5.14363E-06,0.000520215,5.87852E-06,2.22006E-05,0.000167209
5.56,0.000150284,2.68543E-05,1.00968E-05,0.000251811,4.62994E-05,8.44643E-06,0.000184796,4.85206E-06,0.000453784,1.19817E-05,2.89096E-05,0.00016803
5.57,0.000166928,6.19643E-05,8.42363E-06,0.000271018,1.81985E-05,8.49615E-06,0.000101258,5.44457E-06,0.000617237,1.19911E-05,2.72686E-05,0.000113295
5.58,0.000228218,6.51603E-05,1.46897E-05,0.000334005,1.83554E-05,9.03807E-06,5.48437E-05,4.80544E-06,0.000726005,7.44586E-06,1.97843E-05,0.000115666
5.59,0.000183192,3.30222E-05,1.75805E-05,0.000289439,2.12253E-05,1.15688E-05,4.66905E-05,3.51759E-06,0.000493217,6.32893E-06,1.33538E-05,7.56741E-05
5.6,0.000120264,2.84743E-05,1.87077E-05,0.000265625,5.12809E-05,1.37119E-05,4.49868E-05,4.52858E-06,0.000283957,5.20021E-06,1.09591E-05,0.000121664
5.61,0.000122561,2.63185E-05,1.60652E-05,0.000301595,6.60457E-05,1.36256E-05,5.44141E-05,4.30698E-06,0.000318887,9.91558E-06,8.66378E-06,0.000134715
5.62,0.00012451,2.40465E-05,9.07622E-06,0.000289041,5.15216E-05,1.02581E-05,0.000165559,4.56389E-06,0.000272194,1.04907E-05,3.18409E-05,9.13135E-05
5.63,0.000130694,3.04201E-05,1.06061E-05,0.000208111,2.99072E-05,6.50337E-06,0.000167271,4.1148E-06,0.000264725,1.09507E-05,4.78404E-05,0.000106755
5.64,0.000190118,2.99964E-05,1.39358E-05,0.000146174,2.32139E-05,6.41499E-06,6.50806E-05,3.79304E-06,0.000195607,1.18902E-05,3.87155E-05,0.000165155
5.65,0.000270542,2.2597E-05,1.38592E-05,0.000130716,2.19289E-05,7.00623E-06,4.93791E-05,4.47872E-06,0.000396253,7.83258E-06,1.63551E-05,0.000167016
5.66,0.000218971,2.22823E-05,1.05718E-05,9.65291E-05,2.37995E-05,7.61038E-06,6.37834E-05,4.47367E-06,0.000457654,5.17428E-06,1.24729E-05,0.000142279
5.67,0.00010436,2.42184E-05,7.69884E-06,0.000108175,2.47308E-05,7.40184E-06,0.00010528,4.22076E-06,0.000279864,7.16678E-06,1.12408E-05,0.000116245
5.68,0.000273094,2.31467E-05,1.21136E-05,0.000141094,1.94095E-05,1.04696E-05,9.80792E-05,4.53244E-06,0.000278907,1.4443E-05,1.30613E-05,0.00010517
5.69,0.000306491,2.12284E-05,1.61699E-05,0.000136402,4.969E-05,1.07956E-05,0.000114793,5.34703E-06,0.000484891,2.24234E-05,1.522E-05,0.000105705
5.7,0.000188597,2.00992E-05,1.28013E-05,9.46244E-05,5.87891E-05,7.91971E-06,0.000120832,5.11068E-06,0.000441921,2.41971E-05,2.03604E-05,7.74609E-05
5.71,0.000155644,5.1252E-05,5.32107E-06,9.34362E-05,0.000139472,7.4619E-06,8.66783E-05,6.18613E-06,0.000271492,1.80689E-05,2.44971E-05,0.000213027
5.72,0.000211134,6.01921E-05,9.53602E-06,0.000268395,0.000170899,7.26347E-06,0.000126787,6.4306E-06,0.000471102,1.07539E-05,2.44066E-05,0.000240892
