Time (s),RA/ES,IL/GMax,RF/BF,TAIO/MF
16.6900,1.302966,0.199372,1.226868,2.503875
16.7000,1.191119,0.217229,0.879068,3.146303
16.7100,1.143235,0.214592,0.463452,3.796282
16.7200,1.120918,0.203215,0.425284,3.937526
16.7300,1.101998,0.241973,0.428141,3.937927
16.7400,1.154769,0.280388,0.442064,3.923479
16.7500,1.198918,0.299988,0.426980,4.152204
16.7600,1.347126,0.324114,0.401454,4.153030
16.7700,1.531873,0.351445,0.351421,4.032529
16.7800,1.595876,0.377523,0.317448,3.990395
16.7900,1.509663,0.389104,0.265528,3.774645
16.8000,1.595181,0.378366,0.277601,3.599858
16.8100,1.716414,0.407973,0.466625,3.290632
16.8200,1.766009,0.503797,0.519841,3.251926
16.8300,1.644837,0.489318,0.461440,4.348658
16.8400,1.478211,0.425803,0.368334,4.287898
16.8500,1.451619,0.357442,0.279030,4.028412
16.8600,1.190969,0.335763,0.271497,4.133460
16.8700,1.181941,0.299779,0.272904,4.254658
16.8800,1.046854,0.262559,0.307540,4.237275
16.8900,0.905304,0.233570,0.313522,4.376996
16.9000,0.866784,0.338761,0.297812,4.750102
16.9100,0.775129,0.389921,0.277601,4.931269
16.9200,0.739139,0.401712,0.300612,4.436593
16.9300,0.763943,0.422063,0.309060,3.338162
16.9400,0.740323,0.432012,0.328869,3.030072
16.9500,0.704651,0.420543,0.470709,2.863463
16.9600,0.750075,0.426513,0.518812,2.830495
16.9700,0.757170,0.461372,0.515503,2.833384
16.9800,0.761694,0.469838,0.467269,2.993572
16.9900,0.730798,0.480508,0.454845,3.153558
17.0000,0.669448,0.448437,0.535518,3.446466
17.0100,0.625369,0.413352,0.564673,3.583679
17.0200,0.642950,0.414253,0.524547,3.992656
17.0300,0.643846,0.431923,0.594179,4.336117
17.0400,0.688108,0.401692,0.720925,5.064999
17.0500,0.663309,0.427376,0.796010,5.914415
17.0600,0.586869,0.416981,0.730529,5.697069
17.0700,0.565517,0.407245,0.874836,5.601435
17.0800,0.543899,0.414968,0.892663,5.524488
17.0900,0.517409,0.458357,1.030799,6.042976
17.1000,0.559199,0.422081,1.101347,5.276149
17.1100,0.672441,0.395780,1.283138,3.379086
17.1200,0.621331,0.354163,1.291767,2.760635
17.1300,0.653178,0.326311,1.277627,2.375441
17.1400,0.611467,0.387917,1.267569,2.158812
17.1500,0.610161,0.420291,1.283733,2.274136
17.1600,0.801433,0.448732,1.573011,2.401539
17.1700,0.909517,0.411817,1.432925,2.360394
17.1800,0.894551,0.372336,1.657378,2.544330
17.1900,0.815806,0.392438,1.745140,2.413051
17.2000,0.742586,0.391617,1.550921,2.418922
17.2100,0.731725,0.416686,1.400469,2.737208
17.2200,0.754756,0.435092,1.393673,2.787366
17.2300,0.701078,0.426915,1.397656,2.833626
17.2400,0.665554,0.417914,1.359766,2.818985
17.2500,0.711521,0.420156,1.343972,2.643387
17.2600,1.046705,0.387073,1.371660,2.703899
17.2700,1.306981,0.372890,1.721429,2.655068
17.2800,1.364629,0.435008,1.577495,2.709412
17.2900,1.015081,0.397040,1.429271,2.789126
17.3000,0.915537,0.356085,1.714782,2.677531
17.3100,0.942069,0.327462,1.697105,2.602795
17.3200,0.934263,0.283639,1.644910,2.349488
17.3300,0.989597,0.243834,1.653744,2.073313
17.3400,1.026216,0.241015,1.560484,2.020437
17.3500,1.017993,0.230461,1.551651,2.086894
17.3600,0.815931,0.228468,1.622316,2.226393
17.3700,0.550683,0.254550,1.290318,2.456501
17.3800,0.479707,0.245459,1.261469,2.497614
17.3900,0.623012,0.236168,1.313042,2.218423
17.4000,0.785793,0.267183,1.337664,2.197762
17.4100,0.757068,0.279620,1.359485,2.371706
17.4200,0.792060,0.305565,1.365097,2.765877
17.4300,0.724550,0.350290,1.363389,3.538466
17.4400,0.663846,0.361101,1.439048,3.660963
17.4500,0.641444,0.427996,1.443965,3.450532
17.4600,0.633800,0.496862,1.419620,3.274811
17.4700,0.664103,0.462066,2.135962,2.884272
17.4800,0.836184,0.374829,1.857016,2.485899
17.4900,0.970527,0.412422,1.430002,2.922614
17.5000,1.171306,0.400054,1.458348,3.318308
17.5100,0.670608,0.404162,1.469056,3.143339
17.5200,0.677329,0.412774,1.500155,2.975736
17.5300,0.708451,0.390304,1.518529,3.002786
17.5400,0.710008,0.386755,1.542884,3.070250
17.5500,0.706823,0.339199,1.524126,3.216895
17.5600,0.753785,0.270855,1.466865,3.203805
17.5700,0.780075,0.257747,1.035839,3.162274
17.5800,0.776961,0.275335,1.508919,2.990218
17.5900,0.705682,0.213448,2.934865,2.896591
17.6000,0.680686,0.188627,2.859288,3.020468
17.6100,1.361070,0.208490,2.789510,3.703290
17.6200,2.587501,0.184549,2.794504,3.771012
17.6300,3.502598,0.188040,2.723813,3.911951
17.6400,3.806647,0.208752,2.742429,3.899831
17.6500,4.513041,0.205241,2.552079,3.887352
17.6600,4.217635,0.334328,2.575668,5.865356
17.6700,4.473074,0.412966,2.631213,8.103328
17.6800,4.663425,0.433221,2.215010,8.972142
17.6900,5.070327,0.473224,1.968589,8.970349
17.7000,5.040104,0.524646,1.813713,9.160629
17.7100,5.789565,0.596790,1.912836,11.259770
17.7200,6.063975,0.631300,1.889172,14.702686
17.7300,5.740368,0.569441,1.855677,13.324375
17.7400,5.323866,0.551999,1.823795,12.445879
17.7500,5.109969,0.557730,1.985676,11.015256
17.7600,5.232717,0.490351,2.030298,9.486823
17.7700,5.129585,0.512308,1.904824,7.912371
17.7800,5.508711,0.583924,1.824617,7.403634
17.7900,6.825112,0.571961,1.779947,7.256290
17.8000,7.143682,0.570682,1.865902,6.454428
17.8100,6.881528,0.541064,1.669013,5.646918
17.8200,6.757537,0.712390,1.484129,5.196995
17.8300,6.338928,0.808758,1.528756,5.203158
17.8400,6.228686,0.841934,1.660216,5.287617
17.8500,6.169925,0.863521,1.697422,5.786662
17.8600,6.349754,1.063502,1.525697,6.119076
17.8700,6.174991,1.124518,1.438413,6.007810
17.8800,5.732051,1.128833,1.480419,5.886775
17.8900,4.588012,1.333177,1.533945,5.448614
17.9000,3.679734,1.316373,1.508237,5.575589
17.9100,3.889991,1.470135,1.506136,5.336338
17.9200,3.861450,1.240613,1.616739,5.038974
17.9300,4.218895,1.311975,1.564454,4.645995
17.9400,4.253628,1.485253,1.398038,4.194406
17.9500,4.229286,1.487293,1.357703,3.596968
17.9600,3.791093,1.348178,1.440472,2.420108
17.9700,3.778345,1.426417,1.531155,1.881812
17.9800,3.710718,1.424797,1.628261,1.927507
17.9900,3.186481,1.264502,1.529308,2.096725
18.0000,2.919256,1.308304,1.776022,2.032891
18.0100,2.507680,1.474270,1.880523,1.744478
18.0200,2.428490,1.964225,1.844511,2.778435
18.0300,2.306708,2.696019,1.923262,4.440641
18.0400,2.262989,3.346819,1.786922,4.708534
18.0500,2.149642,3.229606,1.661113,5.190903
18.0600,2.094836,3.323919,1.661113,5.761698
18.0700,2.114954,3.089876,1.583231,5.667129
18.0800,2.139040,3.541792,1.467628,6.324549
18.0900,2.245418,3.729426,1.478266,6.912879
18.1000,2.500866,4.204221,1.172116,7.102569
18.1100,2.512418,4.487395,1.177409,8.212474
18.1200,2.673887,4.797160,1.125464,8.337798
18.1300,2.679304,6.891383,1.234012,9.379367
18.1400,2.539708,7.345532,1.357703,11.929858
18.1500,2.557378,8.018332,1.427783,13.467568
18.1600,2.605660,7.865004,1.402502,13.717434
18.1700,2.342274,7.480237,0.627754,13.775885
18.1800,2.071719,5.659500,0.472168,12.649097
18.1900,1.366009,5.283457,0.209290,11.179856
18.2000,1.292132,5.170242,0.192032,9.646575
18.2100,1.142346,5.075095,0.108992,9.373885
18.2200,1.034826,5.224362,0.105652,10.008825
18.2300,0.986925,4.261402,0.112915,8.752081
18.2400,0.758499,4.152350,0.116579,7.313162
18.2500,0.668144,3.684887,0.111268,6.112374
18.2600,0.621331,3.405713,0.114650,5.552431
18.2700,0.583743,2.615265,0.091300,5.384188
18.2800,0.539716,2.294013,0.082839,5.253456
18.2900,0.726396,2.016697,0.085807,4.743412
18.3000,0.889310,1.748472,0.087802,4.779415
18.3100,1.016423,1.628000,0.114145,4.602797
18.3200,1.148781,0.974866,0.120371,3.949837
18.3300,1.195999,1.280622,0.110537,4.016258
18.3400,1.423500,1.270222,0.104628,4.574004
18.3500,1.608588,1.545199,0.107660,5.677855
18.3600,1.563887,1.671843,0.104658,5.123194
18.3700,1.271378,1.885512,0.149978,4.998351
18.3800,1.184669,2.226304,0.257672,4.887381
18.3900,1.154016,2.640075,0.454174,5.010324
18.4000,1.127885,3.075815,0.854571,5.260021
18.4100,1.070931,3.411359,0.891688,5.052248
18.4200,0.922789,4.470662,1.429117,4.939016
18.4300,0.826336,4.191092,1.559747,5.170586
18.4400,0.782582,4.272630,1.926408,5.125798
18.4500,0.800102,4.220304,2.391612,4.589737
18.4600,0.802698,4.518790,2.434899,6.047491
18.4700,1.038510,5.902240,2.416439,8.490019
18.4800,1.253543,7.574768,2.397239,9.795338
18.4900,1.265995,8.644101,2.324011,10.704726
18.5000,1.221796,8.838336,2.174977,9.328709
18.5100,1.264447,8.828728,2.345936,8.986541
18.5200,1.265731,8.883566,2.289617,7.703955
18.5300,1.303858,9.850921,2.137081,6.522191
18.5400,1.229954,10.054734,1.972724,6.372608
18.5500,1.153919,10.049067,1.522145,5.859508
18.5600,1.187567,10.175470,1.336113,5.706045
18.5700,1.005236,9.227445,1.253855,4.550925
18.5800,1.121839,8.105188,1.246050,4.663690
18.5900,1.067210,8.676553,1.249915,4.391565
18.6000,1.021045,8.951999,1.255752,4.465167
18.6100,0.976559,9.593614,1.228539,4.438280
18.6200,0.915666,9.842608,1.223081,4.927027
18.6300,1.030695,9.897179,1.314056,5.628376
18.6400,1.135571,9.795288,1.478364,6.698581
18.6500,1.210951,10.171987,1.536449,7.123805
18.6600,1.389965,10.389958,1.896850,7.045870
18.6700,1.518360,9.822764,1.929368,7.088667
18.6800,1.555937,9.891821,1.877780,8.402615
18.6900,1.605975,11.189185,1.891487,10.883152
18.7000,1.258075,11.462217,1.979875,7.984991
18.7100,1.312363,12.204040,2.008521,7.919803
18.7200,1.436818,12.204040,2.071878,7.967785
18.7300,1.543925,11.928161,2.086438,8.297253
18.7400,1.585422,13.091931,2.083868,8.009367
18.7500,1.667664,11.516962,2.247871,7.562180
18.7600,1.562984,11.340600,2.128596,7.763333
18.7700,1.450398,11.945608,2.690223,7.962710
18.7800,1.587448,12.066659,2.852470,7.046921
18.7900,1.543275,10.917969,2.320091,5.268789
18.8000,2.226769,11.285875,0.933055,7.426336
18.8100,2.546210,11.516424,0.867396,8.626498
18.8200,2.244358,12.038932,0.651878,7.772337
18.8300,2.252512,12.475506,0.576457,6.621349
18.8400,2.348244,11.644157,0.384441,5.582186
18.8500,2.524616,13.065409,0.324194,5.621297
18.8600,2.574809,15.609761,0.196637,5.632801
18.8700,2.697476,15.973560,0.139257,5.140904
18.8800,2.605660,16.413420,0.108485,5.686704
18.8900,2.747866,16.431328,0.085111,6.333610
18.9000,2.694123,14.840808,0.083084,6.668274
18.9100,3.010724,14.887979,0.069201,6.106621
18.9200,4.070329,13.699207,0.057139,6.984635
18.9300,4.341206,13.696989,0.047455,7.669855
18.9400,3.243618,11.084187,0.043830,9.169420
18.9500,2.812286,8.925613,0.039106,8.693500
18.9600,2.791404,6.920584,0.038460,8.402152
18.9700,2.703015,4.414282,0.037048,10.491504
18.9800,2.618838,3.764972,0.033729,10.221493
18.9900,3.005861,3.690978,0.034431,9.590585
19.0000,3.169659,3.699108,0.031534,7.439549
19.0100,1.756703,3.321880,0.030012,6.388525
19.0200,1.563920,3.006516,0.030666,6.344636
19.0300,1.459269,2.599087,0.029066,5.552714
19.0400,1.423758,2.531764,0.028373,4.179952
19.0500,1.387980,2.389023,0.027199,3.742190
19.0600,1.279979,2.444026,0.024743,3.778569
19.0700,1.156696,2.465736,0.024135,3.245025
19.0800,1.068794,2.424826,0.025719,3.091842
19.0900,0.875818,2.162491,0.023872,2.901104
19.1000,0.749008,1.847702,0.026858,2.725381
19.1100,0.981231,1.843255,0.026730,2.673941
19.1200,1.083940,1.784442,0.026289,2.510230
19.1300,1.107793,1.935200,0.028602,2.519665
19.1400,1.067210,1.705801,0.028920,2.846047
19.1500,1.117549,1.428205,0.031778,2.999427
19.1600,1.173551,1.039533,0.038461,2.694074
19.1700,1.299933,1.058160,0.040909,2.552752
19.1800,1.359937,1.198728,0.038238,2.991512
19.1900,1.372983,1.351300,0.039138,3.226584
19.2000,1.532271,1.585266,0.041705,3.528811
19.2100,1.388831,1.550576,0.047954,3.717809
19.2200,1.209978,1.418374,0.052392,3.690106
19.2300,1.266544,1.457119,0.055335,3.550821
19.2400,1.295528,1.476976,0.063686,3.527830
19.2500,1.302280,1.686919,0.067669,3.699861
19.2600,1.607731,2.045997,0.062499,3.796133
19.2700,3.065219,2.114623,0.071792,3.841886
19.2800,3.092432,1.751827,0.089967,3.412045
19.2900,3.029241,1.707766,0.103201,3.060843
19.3000,3.121066,1.679564,0.097707,3.101461
19.3100,3.049132,1.635308,0.100331,2.756642
19.3200,3.109446,1.698223,0.098821,2.471831
19.3300,3.222825,1.626242,0.091395,2.615286
19.3400,3.036720,1.669257,0.084114,2.543953
19.3500,3.054723,1.637381,0.081129,2.247533
19.3600,3.108467,1.653750,0.086558,1.946842
19.3700,3.310474,1.308812,0.096202,1.905327
19.3800,3.540518,1.511201,0.100091,1.954896
19.3900,3.669415,1.411770,0.130452,2.124996
19.4000,3.951128,2.890638,0.186284,3.481216
19.4100,4.146670,3.105002,0.190219,3.813054
19.4200,4.410608,3.174517,0.206771,3.910982
19.4300,4.421598,3.334706,0.247091,4.631186
19.4400,4.519651,3.330365,0.258650,4.546074
19.4500,4.416691,3.614083,0.263297,4.985011
19.4600,4.674804,3.690978,0.273327,8.571428
19.4700,4.445192,3.904539,0.353132,9.548626
19.4800,4.130207,3.893334,0.592623,8.737104
19.4900,3.724267,3.939250,0.909508,7.962155
19.5000,3.118478,2.248922,1.048616,5.961665
19.5100,2.970290,2.213700,1.210905,5.861112
19.5200,2.224789,2.343771,1.565215,5.800594
19.5300,2.239150,2.749402,1.500619,3.679992
19.5400,2.437766,3.519038,1.383232,3.923952
19.5500,2.385704,5.337600,1.337816,3.390104
19.5600,2.441799,6.002500,1.405083,3.227611
19.5700,2.777462,5.949887,1.665536,3.201476
19.5800,2.835855,6.018705,1.721516,3.317646
19.5900,3.009607,7.117010,1.709432,2.928408
19.6000,3.220882,7.866169,1.832311,5.195165
19.6100,3.391055,7.517405,2.066959,5.505468
19.6200,3.427037,6.817633,2.215086,5.704495
19.6300,3.473611,7.616304,2.285881,5.914441
19.6400,3.927818,8.528396,2.230831,10.886277
19.6500,5.301367,9.020860,2.257709,15.951634
19.6600,5.608835,9.166738,2.250929,20.386577
19.6700,5.213362,10.617121,2.166180,19.552994
19.6800,3.474009,9.886548,2.087770,21.286688
19.6900,2.817707,7.677235,2.012095,21.246531
19.7000,2.323569,4.271581,1.865902,21.167667
19.7100,1.767864,3.837155,1.727919,17.151987
19.7200,1.387479,3.712191,1.595552,15.670199
19.7300,0.994860,3.329832,1.497080,13.423038
19.7400,0.943334,2.940956,1.506555,11.374077
19.7500,0.884494,2.795733,1.486462,9.754897
19.7600,0.868947,2.438265,1.517240,8.624385
19.7700,0.968912,1.584111,1.688197,7.929075
19.7800,1.914899,1.053119,1.763467,6.214810
19.7900,2.690714,0.847217,1.880810,5.932531
19.8000,3.230165,0.826389,1.909409,4.691992
19.8100,4.096961,0.597070,1.786858,3.605265
19.8200,4.554950,0.535684,1.698748,2.901772
19.8300,6.108197,0.521693,1.793054,2.536273
19.8400,6.340822,0.554745,1.918405,2.304127
19.8500,6.710853,0.614434,1.889172,2.319922
19.8600,7.421125,0.867158,1.796163,1.819757
19.8700,8.165357,1.047004,1.678148,1.862083
19.8800,8.640234,1.193204,1.650045,1.887095
19.8900,8.773996,1.568666,1.613580,2.122053
19.9000,8.566064,1.694546,1.555616,2.248212
19.9100,7.853354,2.411719,1.615586,2.446998
19.9200,7.832319,2.628749,1.724502,2.749615
19.9300,7.329797,2.742804,1.715573,3.177121
19.9400,7.128304,2.942084,1.608230,3.626415
19.9500,6.769049,3.382093,1.564901,3.825581
19.9600,6.037575,3.597484,1.559045,5.054593
19.9700,4.419429,4.312324,1.596447,5.442053
19.9800,2.816889,5.666518,1.545933,6.136656
19.9900,2.721571,6.554415,1.609217,6.971378
20.0000,2.579575,7.015909,1.753546,7.157796
20.0100,2.303706,6.696711,1.787502,7.016296
20.0200,2.233301,6.536107,1.535649,6.968414
20.0300,2.403003,6.747824,1.382986,6.865143
20.0400,2.429180,7.053869,1.423189,6.929728
20.0500,2.321517,6.864863,1.173019,5.689893
20.0600,2.332959,6.343868,0.355018,4.416668
20.0700,2.344122,6.137122,0.143497,4.038846
20.0800,2.361067,6.019810,0.115332,4.099734
20.0900,2.246964,6.706285,0.118829,3.745340
20.1000,1.703701,7.549728,0.119886,3.365326
20.1100,1.512271,8.419202,0.102125,3.168676
20.1200,1.231168,8.506551,0.076045,2.748245
20.1300,0.942785,8.178872,0.068935,2.681059
20.1400,0.782818,6.722853,0.065350,2.164843
20.1500,0.626869,6.609730,0.053967,1.770874
20.1600,0.548379,6.484151,0.040759,1.529608
20.1700,0.535528,6.874137,0.042725,1.559023
20.1800,0.558694,5.306771,0.039564,3.943117
20.1900,0.604203,5.130317,0.037234,4.686750
20.2000,0.582062,3.923820,0.037067,4.617758
20.2100,0.535590,2.943919,0.037770,4.670548
20.2200,0.580030,2.815153,0.038307,4.484804
20.2300,0.577069,2.902859,0.038271,4.288142
20.2400,0.601620,2.529175,0.037053,4.566198
20.2500,0.607610,2.100170,0.038397,4.791204
20.2600,0.640785,2.000802,0.045601,4.817617
20.2700,0.633935,1.675510,0.046768,4.385712
20.2800,0.622530,1.514247,0.055570,3.514174
20.2900,0.600458,1.438856,0.070878,3.105125
20.3000,0.661281,1.141701,0.079308,3.029208
20.3100,0.954005,1.149384,0.090071,2.896886
20.3200,0.956097,1.029849,0.111907,2.893871
20.3300,1.077288,0.914432,0.117843,2.823459
20.3400,1.029959,0.727340,0.122411,2.339583
20.3500,1.125302,0.704337,0.127490,2.152520
20.3600,1.548381,0.645382,0.137781,1.803485
20.3700,1.909004,0.593193,0.150524,1.918020
20.3800,2.033189,0.601384,0.253230,2.300376
20.3900,4.168200,0.564410,0.338341,2.927197
20.4000,7.467701,0.686823,0.323908,3.851879
20.4100,8.954865,0.799804,0.377262,4.796708
20.4200,9.142550,0.789994,0.397223,5.222104
20.4300,8.627927,0.783159,0.404372,5.832533
20.4400,3.728296,0.831323,0.370580,5.935889
20.4500,3.233805,0.854439,0.376722,6.035858
20.4600,3.083126,0.870705,0.379393,5.856391
20.4700,3.052470,1.024683,0.396599,6.242055
20.4800,3.073521,1.174932,0.391626,6.162381
20.4900,2.850836,1.268000,0.465410,5.645052
20.5000,2.351369,1.255062,0.634543,5.149265
20.5100,1.963909,1.287466,0.675279,4.570475
20.5200,1.321663,1.464639,0.657423,4.012791
20.5300,1.052123,1.622408,0.674471,3.528350
20.5400,1.491758,1.697394,1.004740,3.003743
20.5500,2.092059,1.794392,1.222487,2.825862
20.5600,2.800479,1.666533,1.271929,2.699708
20.5700,2.502115,1.384117,1.296731,2.339569
20.5800,2.306659,1.106727,1.288575,1.920886
20.5900,1.917523,1.170443,1.340377,1.645673
20.6000,1.213929,1.359983,1.390794,2.690707
20.6100,1.201340,1.632323,1.397452,5.189500
20.6200,1.266067,1.681246,1.526053,6.438775
20.6300,1.657954,1.701494,1.585258,7.436178
20.6400,1.839330,1.848418,1.604829,7.771572
20.6500,1.922680,1.922384,1.604829,7.291525
20.6600,1.922680,2.040746,1.471002,6.857723
20.6700,1.961733,2.127895,1.709432,6.364362
20.6800,1.888949,2.183829,1.777049,7.002179
20.6900,2.073431,2.350174,1.857016,7.098983
20.7000,3.074375,2.744266,1.779177,7.022109
20.7100,2.774436,3.398301,1.870158,5.423065
20.7200,2.742434,3.913550,1.846157,5.195165
20.7300,2.435043,4.980528,1.697176,5.303028
20.7400,2.141796,5.350680,1.759655,5.170987
20.7500,1.788760,5.536467,1.788576,5.305492
20.7600,1.809646,6.345643,1.760419,5.536340
20.7700,1.802010,5.501647,1.569429,6.142865
20.7800,2.008315,5.237199,1.539238,5.854481
20.7900,1.828875,4.658955,1.449462,6.009291
20.8000,1.793819,4.483188,1.492093,5.886214
20.8100,1.833295,4.378600,1.371124,6.477210
20.8200,1.946171,4.592062,1.281298,6.896325
20.8300,1.669272,4.515558,1.361750,6.803831
20.8400,1.135841,4.325365,1.287608,6.900726
20.8500,1.122944,4.407138,1.350557,7.187788
20.8600,1.146155,4.263946,1.437379,7.795473
20.8700,1.375386,4.465952,1.555988,8.652680
20.8800,1.378996,3.967801,1.646513,8.288992
20.8900,1.316964,3.981072,1.599344,7.088706
20.9000,1.286178,3.817217,1.518378,6.253521
20.9100,1.381765,3.426478,1.460575,6.089260
20.9200,1.308454,3.165402,1.457988,6.135708
20.9300,1.432881,2.554866,1.357897,5.448890
20.9400,1.380155,2.184889,1.257355,4.306414
20.9500,1.461762,1.808579,1.222802,3.970869
20.9600,1.480136,1.590587,1.211098,3.349207
20.9700,1.441608,0.767408,1.192748,1.956366
20.9800,1.432815,0.811459,1.200495,1.848593
20.9900,1.487403,0.896718,1.197771,1.890612
21.0000,1.497515,1.145150,1.258994,1.937970
21.0100,2.100316,1.205217,1.311912,1.951575
21.0200,2.467330,1.460219,1.356587,2.354072
21.0300,2.413406,1.618626,1.574964,2.496081
21.0400,2.781363,1.913139,1.732046,3.042943
21.0500,2.210702,1.984457,1.794373,3.231320
21.0600,2.200849,2.167858,1.874556,3.148555
21.0700,2.155685,2.709647,2.050762,3.107038
21.0800,2.206543,3.572902,2.090148,3.082699
21.0900,2.227260,3.690978,2.121652,3.131473
21.1000,2.257529,3.660073,2.273898,3.110263
21.1100,1.891500,3.758168,2.420142,3.198291
21.1200,1.640031,3.605871,2.428228,2.951957
21.1300,1.739072,3.699683,2.349309,3.448515
21.1400,1.945352,3.363823,2.351417,3.870492
21.1500,2.658703,3.333262,2.370923,4.007070
21.1600,2.487437,3.027431,1.015055,4.222355
21.1700,2.512959,2.991202,0.891973,4.449398
21.1800,2.467037,2.665325,0.812835,4.949647
21.1900,2.447081,2.502595,0.766480,5.106295
21.2000,2.546318,2.446178,0.647061,5.662448
21.2100,2.614986,2.327081,0.578949,5.301460
21.2200,2.931439,2.195755,0.470037,5.008777
21.2300,2.726666,2.023417,0.426518,5.860392
21.2400,1.992705,2.176372,0.383590,6.636872
21.2500,1.240307,2.095725,0.271317,4.990464
21.2600,1.178640,1.847444,0.287986,3.180876
21.2700,1.218118,1.243308,0.268451,2.358214
21.2800,1.459401,1.750285,0.229026,3.557558
21.2900,1.134920,1.376470,0.269331,2.421808
21.3000,1.422150,1.349468,0.221144,3.269728
21.3100,1.135720,1.670449,0.283153,2.792132
21.3200,1.326824,1.104138,0.231753,2.549393
21.3300,1.286374,1.912087,0.269930,3.252630
21.3400,1.226618,1.150008,0.250148,2.237187
21.3500,1.444198,1.803887,0.234881,3.578354
21.3600,1.138114,1.363145,0.268507,2.397558
21.3700,1.426703,1.374022,0.220998,3.309900
21.3800,1.131405,1.661829,0.282831,2.780141
21.3900,1.335593,1.105635,0.231284,2.570995
21.4000,1.276402,1.905836,0.271748,3.227143
21.4100,1.225484,1.143908,0.248156,2.240000
21.4200,1.441024,1.818000,0.236600,3.577731
21.4300,1.146071,1.359982,0.268473,2.380368
21.4400,1.436839,1.381696,0.222222,3.338983
